Year,Ave Temp,Warmest Month,Coldest Month,Difference,Mean Precip,May-Sep Precip,Heat-Moist I,Summer Heat-Moist I,DDays < 0°C,DDays > 5°C,DDays < 18°C,DDays > 18°C,Frost Free Days,Begin FFP,End FFP,Frost Free Period,Snowfall,Min Temp (30),Max Temp (30),Radiation,Evaporation,Moisture Deficit,Relative Humidity
1916,1.2,12.8,-10.8,23.6,960,247,11.7,52.0,1186,734,6112,5,90,199,227,28,502,-42.1,31.6,-9999.0,662,304,49
1917,1.0,13.5,-11.3,24.8,731,261,15.1,51.5,1218,757,6179,7,94,188,241,53,601,-42.1,31.6,-9999.0,582,325,51
1918,1.4,12.3,-10.2,22.5,840,211,13.6,58.4,1215,844,6023,9,112,186,236,49,465,-42.1,31.6,-9999.0,605,344,52
1919,1.8,14.4,-10.1,24.5,767,230,15.3,62.6,1270,1014,5907,15,115,176,261,85,310,-42.1,31.6,-9999.0,711,375,49
1920,0.8,12.4,-9.9,22.3,901,202,12.0,61.4,1244,691,6242,3,97,163,227,64,545,-42.1,31.6,-9999.0,578,332,51
1921,2.3,12.2,-8.1,20.3,1560,438,7.9,27.8,935,797,5722,6,110,172,223,52,871,-42.1,31.6,-9999.0,591,103,52
1922,0.9,13.5,-11.7,25.2,1231,208,8.9,64.8,1385,888,6200,11,104,185,241,56,983,-42.1,31.6,-9999.0,620,377,49
1923,0.3,13.1,-11.0,24.1,774,327,13.3,40.1,1381,669,6446,4,93,172,229,57,493,-42.1,31.6,-9999.0,558,192,49
1924,0.4,12.0,-11.7,23.7,636,154,16.4,77.9,1433,743,6403,6,89,190,222,32,439,-42.1,31.6,-9999.0,607,406,48
1925,1.7,12.9,-10.5,23.4,651,294,17.9,44.0,1125,794,5947,6,116,167,238,71,275,-42.1,31.6,-9999.0,636,276,53
1926,1.5,11.9,-10.4,22.3,853,227,13.5,52.3,1175,791,6002,6,109,169,229,59,461,-42.1,31.6,-9999.0,654,313,52
1927,1.3,12.5,-11.3,23.7,871,287,13.0,43.4,1155,709,6079,3,106,192,236,44,475,-42.1,31.6,-9999.0,622,233,52
1928,1.4,12.1,-10.0,22.2,690,244,16.5,49.8,1162,752,6046,5,101,155,232,77,364,-42.1,31.6,-9999.0,599,309,50
1929,0.5,13.2,-12.1,25.3,757,315,13.9,41.9,1411,784,6347,7,98,181,233,52,425,-42.1,31.6,-9999.0,592,246,49
1930,1.0,13.0,-14.0,27.0,780,310,14.1,41.9,1370,841,6183,8,100,205,230,24,372,-42.1,31.6,-9999.0,677,285,47
1931,1.7,14.4,-10.0,24.4,724,237,16.1,61.0,1231,949,5954,14,113,200,243,43,327,-42.1,31.6,-9999.0,694,342,48
1932,1.1,13.1,-12.5,25.7,802,173,13.8,76.1,1356,840,6165,8,98,183,229,46,563,-42.1,31.6,-9999.0,684,396,48
1933,2.1,14.2,-11.9,26.2,695,240,17.5,59.3,1099,990,5760,14,113,200,251,51,477,-42.1,31.6,-9999.0,636,386,47
1934,3.8,14.8,-7.2,22.0,693,239,19.9,61.7,770,1079,5174,15,116,155,220,65,195,-42.1,31.6,-9999.0,811,453,47
1935,2.0,13.5,-6.9,20.4,774,278,15.4,48.4,1048,861,5835,11,105,190,237,48,441,-42.1,31.6,-9999.0,664,296,49
1936,2.4,14.2,-8.6,22.8,814,248,15.2,57.1,1058,978,5692,13,114,178,228,50,499,-42.1,31.6,-9999.0,705,376,49
1937,1.9,13.7,-13.5,27.3,769,249,15.5,55.0,1219,979,5853,14,115,169,242,73,368,-42.1,31.6,-9999.0,698,335,48
1938,1.9,13.1,-7.7,20.8,904,298,13.1,44.1,1128,895,5869,11,112,189,251,62,492,-42.1,31.6,-9999.0,684,288,50
1939,2.3,14.1,-13.1,27.3,507,124,24.2,113.7,1072,972,5698,13,106,176,256,80,421,-42.1,31.6,-9999.0,725,507,46
1940,2.8,14.3,-8.9,23.2,752,230,17.0,62.1,1011,1049,5540,15,123,175,258,83,340,-42.1,31.6,-9999.0,723,384,50
1941,1.8,12.8,-8.9,21.7,862,238,13.7,53.8,1037,777,5886,5,107,164,227,62,494,-42.1,31.6,-9999.0,590,308,50
1942,1.3,13.1,-12.6,25.7,875,149,12.9,87.9,1289,857,6072,8,97,195,229,33,528,-42.1,31.6,-9999.0,696,431,47
1943,2.3,13.6,-8.0,21.6,770,290,16.0,46.8,1026,901,5699,10,104,194,228,33,458,-42.1,31.6,-9999.0,703,319,46
1944,1.5,12.5,-9.4,21.9,672,141,17.1,88.5,1214,839,6005,7,92,176,224,48,460,-42.1,31.6,-9999.0,643,475,45
1945,1.5,12.9,-8.8,21.7,957,283,12.0,45.7,1175,797,6015,8,97,165,225,59,480,-42.1,31.6,-9999.0,611,273,48
1946,2.3,13.9,-10.3,24.2,794,251,15.5,55.4,1034,940,5703,12,106,199,236,37,357,-42.1,31.6,-9999.0,707,335,47
1947,1.8,13.6,-9.4,23.0,901,286,13.1,47.5,1184,908,5899,10,113,167,245,78,435,-42.1,31.6,-9999.0,676,279,50
1948,1.2,12.8,-9.1,21.9,826,161,13.6,79.3,1352,921,6100,11,106,183,247,64,478,-42.1,31.6,15.7,712,449,47
1949,1.6,12.8,-13.3,26.1,716,304,16.3,42.1,1194,859,5952,7,106,180,235,55,461,-42.1,31.6,12.9,711,274,47
1950,2.2,12.0,-8.2,20.3,748,146,16.4,82.1,951,789,5736,6,92,201,235,34,413,-42.1,31.6,21.4,693,466,48
1951,1.2,14.0,-9.4,23.4,976,218,11.4,64.3,1258,805,6132,9,96,173,222,49,492,-42.1,31.6,19.0,669,347,49
1952,1.2,13.1,-9.9,23.0,759,244,14.8,53.5,1392,940,6105,10,110,180,237,57,653,-42.1,31.6,18.6,706,398,47
1953,2.2,13.9,-8.7,22.7,729,222,16.7,62.8,1022,915,5745,12,105,191,230,39,431,-42.1,31.6,17.4,627,360,49
1954,3.5,14.9,-8.7,23.6,647,243,20.9,61.3,834,1056,5289,15,123,175,247,73,263,-42.1,31.6,18.9,728,383,49
1955,1.4,13.5,-11.7,25.2,755,227,15.1,59.5,1289,899,6039,11,104,179,237,58,363,-42.1,31.6,21.5,626,348,48
1956,1.9,12.9,-10.8,23.7,733,134,16.2,96.2,1188,957,5847,11,109,168,232,64,464,-42.1,31.6,20.7,719,482,47
1957,1.5,13.2,-9.6,22.8,1030,328,11.1,40.3,1149,801,6016,8,106,183,220,37,657,-42.1,31.6,12.5,575,259,52
1958,2.4,13.7,-10.3,24.1,616,127,20.2,108.0,1055,983,5669,12,115,159,244,85,436,-42.1,31.6,18.6,654,505,48
1959,2.1,13.0,-7.7,20.7,854,327,14.1,39.8,1036,872,5789,10,109,182,230,48,445,-42.1,31.6,17.7,679,282,49
1960,2.1,13.6,-10.7,24.3,685,169,17.7,80.6,1120,976,5760,13,110,192,248,55,385,-42.1,31.6,18.9,721,436,48
1961,1.6,13.6,-9.7,23.3,821,329,14.1,41.4,1169,878,5967,11,109,178,226,48,395,-42.1,31.6,14.4,606,303,50
1962,2.0,12.3,-11.5,23.8,706,156,17.0,78.6,1097,850,5817,6,102,188,236,48,495,-42.1,31.6,21.7,701,435,48
1963,2.8,14.2,-10.6,24.8,668,246,19.2,57.9,1041,1054,5536,14,124,174,250,76,324,-42.1,31.6,15.2,715,398,49
1964,0.7,14.6,-12.1,26.6,801,215,13.3,67.9,1468,845,6299,10,99,183,230,47,372,-42.1,31.6,17.9,623,394,48
1965,1.5,12.9,-8.8,21.7,880,321,13.0,40.2,1110,737,6014,4,102,189,227,38,590,-42.1,31.6,13.9,638,257,51
1966,2.0,14.8,-10.3,25.1,587,203,20.4,73.1,1159,965,5816,14,110,178,242,64,264,-42.1,31.6,16.4,708,390,47
1967,1.8,13.6,-10.0,23.5,745,258,15.9,52.5,1055,814,5873,8,107,189,240,51,413,-42.1,31.6,12.0,648,295,51
1968,1.0,12.7,-8.8,21.6,617,199,17.9,63.9,1235,748,6174,6,98,183,224,40,396,-42.1,31.6,10.6,591,355,50
1969,1.8,14.3,-8.4,22.7,882,297,13.4,48.2,1183,936,5889,14,115,173,248,75,330,-42.1,31.6,9.1,643,288,50
1970,1.4,13.7,-8.6,22.3,760,231,14.9,59.5,1200,835,6054,10,100,180,230,50,514,-42.1,31.6,12.0,613,349,51
1971,1.4,13.2,-10.3,23.5,724,197,15.8,67.2,1193,833,6024,9,98,193,220,27,439,-42.1,31.6,15.5,681,368,50
1972,1.9,12.7,-10.6,23.3,682,207,17.4,61.4,1118,870,5860,8,114,196,237,41,372,-42.1,31.6,9.7,679,358,51
1973,0.9,12.5,-10.9,23.4,708,274,15.4,45.6,1297,752,6221,6,97,173,233,60,425,-42.1,31.6,16.3,593,301,48
1974,1.3,13.1,-10.7,23.8,709,161,15.9,81.1,1274,839,6068,7,98,181,218,37,477,-42.1,31.6,18.8,632,420,47
1975,0.8,12.9,-9.7,22.6,720,182,15.0,70.8,1244,712,6235,6,86,185,229,44,504,-42.1,31.6,17.5,596,373,48
1976,1.5,13.6,-9.0,22.6,596,249,19.3,54.5,1138,786,6000,7,98,182,244,61,317,-42.1,31.6,16.8,673,336,47
1977,2.3,13.6,-9.1,22.7,689,192,17.9,71.0,1077,979,5700,13,117,191,241,50,233,-42.1,31.6,16.8,698,386,50
1978,1.8,13.5,-11.8,25.3,700,145,16.9,93.2,1124,863,5883,9,103,197,233,36,466,-42.1,31.6,18.6,688,439,50
1979,1.1,13.2,-12.6,25.8,750,238,14.8,55.5,1335,859,6134,8,104,181,237,57,550,-42.1,31.6,15.2,679,375,49
1980,2.2,14.0,-7.5,21.5,710,165,17.2,84.5,975,872,5733,11,106,170,240,70,467,-42.1,31.6,15.9,620,406,50
1981,3.1,13.4,-6.3,19.8,789,297,16.6,45.2,816,946,5420,12,127,178,250,72,249,-42.1,31.6,10.9,669,325,53
1982,1.2,13.5,-8.6,22.0,776,261,14.4,51.7,1199,784,6119,9,108,176,252,76,502,-42.1,31.6,11.3,561,263,53
1983,1.6,13.7,-8.8,22.5,1117,323,10.4,42.4,1138,833,5979,11,109,180,244,65,539,-42.1,31.6,8.0,573,255,54
1984,0.7,13.4,-11.2,24.7,938,378,11.4,35.6,1386,818,6278,8,111,161,245,84,640,-42.1,31.6,8.7,532,154,52
1985,1.4,13.1,-10.4,23.4,928,259,12.3,50.4,1186,818,6015,7,117,174,227,53,508,-42.1,31.6,12.6,635,289,55
1986,2.0,12.4,-8.0,20.4,836,262,14.4,47.2,948,753,5815,6,113,185,233,48,455,-42.1,31.6,12.9,619,259,55
1987,1.8,12.8,-9.6,22.4,646,211,18.2,60.6,1155,856,5911,8,117,175,232,57,314,-42.1,31.6,10.4,668,360,51
1988,1.6,13.5,-10.8,24.3,710,188,16.3,71.9,1282,935,5982,12,117,191,226,34,413,-42.1,31.6,15.6,679,415,51
1989,2.0,14.1,-9.4,23.4,719,196,16.7,71.7,1078,869,5814,9,113,177,242,65,424,-42.1,31.6,15.5,668,364,52
1990,2.1,12.6,-10.4,23.0,730,221,16.6,57.0,1092,937,5779,11,119,198,258,59,362,-42.1,31.6,11.8,675,343,51
1991,1.9,12.9,-9.2,22.1,750,242,15.8,53.1,1129,878,5872,9,117,174,242,68,437,-42.1,31.6,12.6,601,309,51
1992,2.1,11.8,-8.8,20.6,692,231,17.6,51.1,1073,862,5767,6,126,164,244,79,244,-42.1,31.6,9.2,662,322,52
1993,1.3,12.0,-8.5,20.5,894,222,12.6,53.9,1147,732,6080,5,106,173,235,62,529,-42.1,31.6,9.8,568,303,53
1994,2.6,14.0,-8.4,22.4,652,165,19.3,84.5,1071,1069,5609,18,128,169,246,77,375,-42.1,31.6,12.7,703,430,51
1995,2.2,14.2,-7.9,22.1,1125,394,10.8,36.0,930,816,5765,11,108,186,246,59,562,-42.1,31.6,11.9,573,230,53
1996,2.3,14.5,-9.0,23.5,1034,216,11.9,67.0,1069,968,5731,14,120,162,236,75,597,-42.1,31.6,14.4,682,364,52
1997,1.8,13.2,-8.4,21.6,888,294,13.3,44.7,1146,916,5871,11,123,168,260,92,614,-42.1,31.6,9.6,593,252,51
1998,2.5,14.8,-7.5,22.3,747,216,16.8,68.4,1020,990,5632,16,124,169,259,90,394,-42.1,31.6,14.5,606,344,53
1999,2.8,14.0,-7.5,21.5,797,278,16.1,50.5,849,897,5520,11,116,188,235,48,425,-42.1,31.6,16.5,618,278,53
2000,3.2,15.0,-7.4,22.3,822,248,16.1,60.3,963,1136,5380,22,136,165,249,84,362,-42.1,31.6,17.8,716,360,53
2001,3.3,14.9,-8.2,23.1,696,232,19.1,64.4,921,1107,5363,19,135,172,249,77,358,-42.1,31.6,12.7,702,364,52
2002,2.7,16.3,-8.5,24.8,634,177,20.0,91.9,1120,1149,5585,30,130,190,250,61,268,-42.1,31.6,18.2,728,465,51
2003,3.4,16.5,-7.8,24.3,897,284,14.9,57.9,876,1108,5318,29,129,175,236,61,425,-42.1,31.6,14.7,712,336,53
2004,2.8,13.2,-7.5,20.7,806,279,15.8,47.4,908,903,5536,9,130,172,244,72,321,-42.1,31.6,14.7,707,279,54
2005,3.1,15.2,-8.0,23.2,988,258,13.3,58.8,888,1020,5422,16,133,169,252,82,402,-42.1,31.6,14.3,678,303,55
2006,2.9,15.1,-7.3,22.4,849,274,15.2,55.1,946,1042,5478,17,135,166,233,66,465,-42.1,31.6,12.3,664,311,56
2007,3.6,15.5,-8.5,24.0,882,274,15.5,56.8,862,1163,5240,26,144,169,254,85,385,-42.1,31.6,14.0,722,288,56
2008,2.4,14.9,-9.9,24.7,1016,256,12.2,58.0,1072,997,5695,17,130,174,247,73,612,-42.1,31.6,17.7,590,286,56
2009,2.8,13.9,-9.9,23.8,838,277,15.3,50.1,905,975,5530,12,139,147,255,108,488,-42.1,31.6,13.8,632,256,57
2010,3.3,14.9,-7.9,22.8,934,254,14.2,58.9,894,1102,5360,21,141,184,255,71,415,-42.1,31.6,17.6,664,303,56
2011,2.7,14.8,-8.1,22.9,982,312,12.9,47.3,992,1036,5569,21,134,179,256,77,572,-42.1,31.6,-9999.0,643,245,56
2012,4.3,15.2,-7.5,22.7,677,242,21.0,63.1,787,1258,5013,28,153,167,255,88,231,-42.1,31.6,-9999.0,779,372,55
2013,2.6,14.7,-8.4,23.1,950,332,13.3,44.4,1052,1082,5596,21,138,168,265,97,447,-42.1,31.6,-9999.0,647,267,57
2014,3.2,14.7,-6.8,21.5,1034,303,12.7,48.5,870,1019,5397,15,145,166,263,97,519,-42.1,31.6,-9999.0,636,226,59
2015,4.0,13.9,-7.3,21.2,882,327,15.9,42.4,741,1144,5077,20,156,173,264,91,373,-42.1,31.6,-9999.0,699,269,58
2016,3.9,14.9,-6.7,21.6,813,214,17.0,69.8,778,1124,5162,21,149,176,251,75,417,-42.1,31.6,-9999.0,692,354,57
2017,4.4,15.1,-6.9,22.0,929,265,15.5,57.1,625,1134,4970,21,150,172,256,84,453,-42.1,31.6,-9999.0,740,295,58
2018,3.9,15.9,-7.6,23.5,778,158,17.8,100.6,873,1279,5149,31,153,152,263,111,332,-42.1,31.6,-9999.0,704,441,57
2019,2.9,14.7,-7.3,22.0,1000,259,12.9,56.8,946,1044,5519,22,133,186,269,83,534,-42.1,31.6,-9999.0,646,323,56
