Month,Year,Max Temp,Min Temp,Ave Temp,Precipitation,Radiation,DDays < 0°C,DDays > 5°C,DDays < 18°C,DDays > 18°C,Frost Free Days,Snowfall,Evaporation,Moisture Deficit,Relative Humidity
May,1917,5.3,-0.5,2.4,166,-9999.0,21,20,484,0,12,96,50,0,79
Jun,1917,12.1,1.5,6.8,74,-9999.0,2,73,336,0,19,10,84,10,65
Jul,1917,20.0,7.8,13.9,9,-9999.0,0,277,129,5,31,0,116,107,62
Aug,1917,20.6,8.3,14.4,6,-9999.0,0,292,115,8,31,0,103,98,62
Sep,1917,13.9,6.8,10.4,97,-9999.0,1,167,230,3,28,4,52,0,77
Oct,1917,12.7,1.5,7.1,11,-9999.0,4,94,339,0,19,0,42,31,63
Nov,1917,6.2,-1.3,2.4,433,-9999.0,30,19,467,0,11,72,18,0,73
Dec,1917,5.2,-0.4,2.4,910,-9999.0,36,20,481,0,14,86,0,0,75
Jan,1918,2.9,-2.1,0.4,496,-9999.0,63,6,549,0,10,103,12,0,81
Feb,1918,-0.5,-7.0,-3.8,483,-9999.0,132,0,605,0,2,369,0,0,73
Mar,1918,2.8,-4.9,-1.1,200,-9999.0,85,0,594,0,4,148,0,0,70
Apr,1918,6.3,-4.4,1.0,80,-9999.0,42,8,511,0,4,53,51,0,61
May,1918,6.8,-1.7,2.5,180,-9999.0,20,21,479,0,9,102,60,0,70
Jun,1918,16.8,4.2,10.5,23,-9999.0,0,166,226,2,26,0,106,83,60
Jul,1918,17.8,6.7,12.3,64,-9999.0,0,227,177,2,30,1,105,41,65
Aug,1918,16.1,7.1,11.6,47,-9999.0,0,205,200,2,30,1,80,34,71
Sep,1918,17.3,8.1,12.7,153,-9999.0,0,232,166,8,29,3,64,0,71
Oct,1918,9.8,2.9,6.3,369,-9999.0,6,78,363,0,23,13,32,0,77
Nov,1918,3.2,-3.4,-0.1,278,-9999.0,64,3,542,0,7,99,0,0,75
Dec,1918,0.9,-5.8,-2.5,205,-9999.0,111,0,631,0,3,99,13,0,80
Jan,1919,1.6,-6.0,-2.2,461,-9999.0,110,0,628,0,3,195,0,0,70
Feb,1919,-0.8,-6.0,-3.4,565,-9999.0,124,0,595,0,3,413,0,0,78
Mar,1919,2.3,-5.1,-1.4,293,-9999.0,91,0,604,0,3,228,0,0,71
Apr,1919,5.4,-2.8,1.3,273,-9999.0,38,12,501,0,6,169,46,0,70
May,1919,8.6,-0.6,4.0,104,-9999.0,10,34,435,0,12,43,67,0,68
Jun,1919,12.0,0.7,6.4,69,-9999.0,2,66,349,0,16,12,85,17,63
Jul,1919,19.7,7.1,13.4,25,-9999.0,0,260,142,4,31,0,116,90,61
Aug,1919,19.0,7.8,13.4,28,-9999.0,0,262,145,5,31,0,95,68,65
Sep,1919,13.1,5.4,9.2,194,-9999.0,1,135,264,2,27,12,52,0,75
Oct,1919,6.8,-1.5,2.6,266,-9999.0,24,29,478,0,10,67,29,0,71
Nov,1919,2.2,-3.7,-0.7,568,-9999.0,76,4,562,0,6,237,0,0,77
Dec,1919,-3.7,-10.5,-7.1,436,-9999.0,234,0,775,0,1,386,0,0,73
Jan,1920,0.9,-5.5,-2.3,240,-9999.0,111,0,630,0,4,103,0,0,74
Feb,1920,1.4,-7.2,-2.9,22,-9999.0,112,0,581,0,2,15,0,0,66
Mar,1920,0.8,-5.3,-2.2,336,-9999.0,109,0,630,0,3,288,0,0,75
Apr,1920,1.1,-4.9,-1.9,378,-9999.0,95,0,596,0,3,346,0,0,76
May,1920,7.7,-2.6,2.5,51,-9999.0,20,21,479,0,6,29,66,16,64
Jun,1920,11.3,2.0,6.7,137,-9999.0,2,71,340,0,21,20,78,0,69
Jul,1920,17.7,7.5,12.6,61,-9999.0,0,237,167,2,31,1,102,41,68
Aug,1920,18.0,8.2,13.1,64,-9999.0,0,253,153,4,31,1,89,25,69
Sep,1920,11.3,5.9,8.6,288,-9999.0,1,118,282,2,27,23,42,0,82
Oct,1920,6.2,1.6,3.9,185,-9999.0,15,42,438,0,20,25,23,0,84
Nov,1920,2.5,-4.2,-0.9,510,-9999.0,78,0,566,0,5,220,0,0,74
Dec,1920,0.6,-4.6,-2.0,511,-9999.0,101,0,617,0,5,222,0,0,69
Jan,1921,0.2,-5.7,-2.7,488,-9999.0,122,0,644,0,4,232,0,0,76
Feb,1921,0.9,-4.8,-1.9,568,-9999.0,93,0,554,0,4,322,0,0,77
Mar,1921,2.2,-4.4,-1.1,401,-9999.0,85,0,594,0,4,297,0,0,74
Apr,1921,2.9,-4.1,-0.6,264,-9999.0,67,1,557,0,4,220,0,0,73
May,1921,8.2,-0.3,4.0,103,-9999.0,10,33,435,0,13,43,64,0,71
Jun,1921,12.4,3.9,8.1,115,-9999.0,1,102,297,0,26,8,79,0,72
Jul,1921,16.5,6.1,11.3,12,-9999.0,0,194,208,1,30,0,99,87,67
Aug,1921,17.4,7.3,12.3,15,-9999.0,0,228,177,3,30,0,88,72,68
Sep,1921,11.3,3.7,7.5,153,-9999.0,2,90,317,1,24,17,48,0,75
Oct,1921,10.7,2.0,6.4,241,-9999.0,6,78,362,0,21,8,36,0,71
Nov,1921,3.9,-2.6,0.6,1005,-9999.0,52,6,521,0,8,295,15,0,76
Dec,1921,-1.1,-7.4,-4.3,185,-9999.0,155,0,687,0,2,126,0,0,78
Jan,1922,-3.3,-10.0,-6.7,224,-9999.0,222,0,765,0,1,182,0,0,71
Feb,1922,-2.5,-8.9,-5.7,300,-9999.0,179,0,660,0,1,269,0,0,73
Mar,1922,-0.6,-7.0,-3.8,370,-9999.0,148,0,678,0,2,348,0,0,73
Apr,1922,2.5,-5.3,-1.4,200,-9999.0,84,1,581,0,3,178,0,0,70
May,1922,8.5,-0.9,3.8,68,-9999.0,10,32,439,0,11,29,67,0,68
Jun,1922,16.1,3.9,10.0,72,-9999.0,0,151,241,1,26,2,102,30,61
Jul,1922,19.9,7.4,13.7,3,-9999.0,0,269,135,4,31,0,116,113,62
Aug,1922,17.5,8.1,12.8,83,-9999.0,0,243,163,4,31,2,86,3,70
Sep,1922,15.4,6.1,10.7,69,-9999.0,0,177,219,4,27,3,60,0,70
Oct,1922,9.1,2.3,5.7,221,-9999.0,7,67,382,0,22,11,31,0,77
Nov,1922,0.5,-5.0,-2.2,254,-9999.0,108,0,607,0,4,144,0,0,78
Dec,1922,-3.0,-8.6,-5.8,595,-9999.0,198,0,734,0,1,483,0,0,74
Jan,1923,0.7,-4.1,-1.7,744,-9999.0,99,0,612,0,6,277,0,0,80
Feb,1923,-2.1,-9.8,-6.0,167,-9999.0,185,0,667,0,1,152,0,0,67
Mar,1923,2.0,-6.3,-2.2,194,-9999.0,108,0,627,0,2,164,0,0,67
Apr,1923,5.4,-3.3,1.0,205,-9999.0,41,10,509,0,5,134,46,0,68
May,1923,7.8,0.0,3.9,172,-9999.0,10,33,437,0,14,72,62,0,73
Jun,1923,11.6,2.6,7.1,127,-9999.0,1,79,328,0,23,15,78,0,70
Jul,1923,17.5,8.4,13.0,152,-9999.0,0,248,157,3,31,2,97,0,71
Aug,1923,18.9,8.5,13.7,53,-9999.0,0,271,135,6,31,1,93,40,68
Sep,1923,15.4,5.9,10.7,98,-9999.0,1,176,221,4,27,4,60,0,70
Oct,1923,8.5,1.2,4.9,156,-9999.0,10,54,408,0,19,12,31,0,75
Nov,1923,5.5,-2.1,1.7,259,-9999.0,38,15,488,0,9,54,17,0,72
Dec,1923,0.8,-6.3,-2.7,475,-9999.0,117,0,640,0,3,246,0,0,74
Jan,1924,-0.7,-7.0,-3.9,251,-9999.0,149,0,679,0,3,147,0,0,74
Feb,1924,3.9,-3.1,0.4,300,-9999.0,56,5,489,0,6,87,20,0,73
Mar,1924,0.9,-6.2,-2.6,183,-9999.0,119,0,642,0,2,162,0,0,72
Apr,1924,6.2,-3.8,1.2,55,-9999.0,39,11,504,0,5,35,50,0,63
May,1924,13.1,0.6,6.9,18,-9999.0,2,80,345,0,16,2,89,71,59
Jun,1924,14.4,2.4,8.4,84,-9999.0,1,109,288,0,22,5,95,11,61
Jul,1924,18.4,6.9,12.7,7,-9999.0,0,239,166,2,30,0,109,101,64
Aug,1924,17.5,7.3,12.4,25,-9999.0,0,231,175,3,30,1,88,63,68
Sep,1924,15.4,5.5,10.4,128,-9999.0,1,168,229,3,27,6,61,0,68
Oct,1924,7.5,1.7,4.6,321,-9999.0,12,50,418,0,20,30,27,0,80
Nov,1924,1.1,-3.3,-1.1,580,-9999.0,82,2,572,0,7,261,0,0,82
Dec,1924,-2.9,-10.4,-6.7,269,-9999.0,222,0,761,0,1,232,0,0,71
Jan,1925,2.5,-3.0,-0.2,533,-9999.0,72,2,567,0,8,133,0,0,79
Feb,1925,2.3,-3.6,-0.6,459,-9999.0,71,0,518,0,5,187,0,0,77
Mar,1925,3.2,-5.3,-1.0,227,-9999.0,84,0,592,0,3,166,0,0,67
Apr,1925,6.4,-2.1,2.1,267,-9999.0,29,15,476,0,8,132,48,0,70
May,1925,10.7,1.3,6.0,286,-9999.0,3,63,372,0,19,57,74,0,69
Jun,1925,12.5,3.1,7.8,63,-9999.0,1,94,307,0,24,5,83,20,69
Jul,1925,19.7,8.2,14.0,7,-9999.0,0,278,128,5,31,0,113,106,64
Aug,1925,17.2,7.0,12.1,29,-9999.0,0,220,185,3,30,1,87,58,68
Sep,1925,13.6,6.4,10.0,105,-9999.0,1,156,241,3,28,5,51,0,76
Oct,1925,10.4,0.0,5.2,23,-9999.0,9,59,398,0,15,2,37,14,65
Nov,1925,2.9,-3.5,-0.3,339,-9999.0,67,1,549,0,6,127,0,0,75
Dec,1925,3.1,-3.7,-0.3,272,-9999.0,70,2,564,0,6,71,0,0,67
