Year,Ave Temp,Warmest Month,Coldest Month,Difference,Mean Precip,May-Sep Precip,Heat-Moist I,Summer Heat-Moist I,DDays < 0°C,DDays > 5°C,DDays < 18°C,DDays > 18°C,Frost Free Days,Begin FFP,End FFP,Frost Free Period,Snowfall,Min Temp (30),Max Temp (30),Radiation,Evaporation,Moisture Deficit,Relative Humidity
1912,-1.1,9.7,-8.9,18.6,1014,401,8.8,24.1,1505,414,6942,0,99,187,216,29,666,-40.7,29.5,-9999.0,371,29,66
1913,-0.8,11.7,-13.1,24.8,1218,511,7.6,22.9,1603,565,6823,2,114,177,239,62,598,-40.7,29.5,-9999.0,397,56,64
1914,0.5,11.9,-11.9,23.8,905,408,11.6,29.1,1236,593,6352,3,116,178,234,57,444,-40.7,29.5,-9999.0,452,143,64
1915,0.2,11.8,-9.7,21.5,1169,549,8.7,21.6,1208,478,6485,2,111,182,240,57,513,-40.7,29.5,-9999.0,447,56,68
1916,-1.4,11.9,-17.7,29.6,1202,391,7.1,30.4,1746,531,7073,3,94,200,232,32,796,-40.7,29.5,-9999.0,404,100,64
1917,-0.2,14.0,-12.8,26.8,1032,383,9.5,36.5,1535,686,6630,8,112,175,252,78,858,-40.7,29.5,-9999.0,456,199,64
1918,0.1,11.3,-10.4,21.7,1167,424,8.7,26.6,1400,640,6495,3,125,189,247,57,667,-40.7,29.5,-9999.0,434,53,66
1919,0.3,14.2,-11.9,26.1,930,138,11.1,102.6,1542,856,6443,13,120,182,260,77,458,-40.7,29.5,-9999.0,538,352,62
1920,-0.5,12.4,-8.9,21.3,1156,360,8.2,34.4,1485,587,6729,4,108,170,242,72,983,-40.7,29.5,-9999.0,403,107,67
1921,0.7,12.2,-8.8,21.0,1159,423,9.2,29.0,1224,652,6307,4,122,171,228,57,761,-40.7,29.5,-9999.0,437,146,66
1922,-0.8,13.0,-13.8,26.8,1129,362,8.2,36.0,1794,739,6818,7,122,172,250,78,841,-40.7,29.5,-9999.0,461,97,65
1923,-0.5,13.3,-12.6,25.9,969,409,9.8,32.6,1566,628,6739,6,111,173,247,75,645,-40.7,29.5,-9999.0,409,92,64
1924,-0.5,12.0,-13.7,25.7,1099,329,8.6,36.5,1604,614,6755,3,110,174,239,65,630,-40.7,29.5,-9999.0,466,184,64
1925,1.0,13.1,-8.0,21.1,1301,523,8.4,25.0,1112,619,6199,4,126,162,252,89,666,-40.7,29.5,-9999.0,448,59,71
1926,0.9,12.9,-9.6,22.6,1085,427,10.0,30.3,1161,646,6237,4,119,172,213,40,589,-40.7,29.5,-9999.0,501,125,66
1927,-0.4,12.4,-13.7,26.1,1159,401,8.3,30.9,1504,572,6702,2,120,184,242,57,773,-40.7,29.5,-9999.0,410,92,67
1928,0.0,12.1,-10.5,22.6,963,275,10.4,44.0,1396,596,6545,4,111,150,244,93,700,-40.7,29.5,-9999.0,453,178,63
1929,-0.7,13.8,-14.9,28.8,1110,352,8.3,39.3,1661,686,6800,9,104,187,228,41,792,-40.7,29.5,-9999.0,466,171,63
1930,0.0,13.1,-19.5,32.6,1028,346,9.7,37.8,1591,758,6568,10,121,182,249,67,569,-40.7,29.5,-9999.0,483,104,65
1931,0.7,13.6,-9.3,22.9,826,282,13.0,48.3,1317,772,6279,7,122,185,248,63,429,-40.7,29.5,-9999.0,484,209,63
1932,-0.5,12.5,-14.2,26.6,925,289,10.3,43.1,1670,697,6727,6,120,170,239,69,627,-40.7,29.5,-9999.0,429,150,65
1933,0.8,14.7,-14.6,29.3,907,317,11.9,46.4,1323,810,6232,11,124,189,238,49,560,-40.7,29.5,-9999.0,488,182,63
1934,2.7,13.5,-7.8,21.3,706,258,18.0,52.4,837,828,5559,8,134,164,225,62,290,-40.7,29.5,-9999.0,570,286,62
1935,-0.1,13.0,-8.9,22.0,843,193,11.7,67.6,1470,683,6585,7,105,179,244,64,609,-40.7,29.5,-9999.0,482,281,61
1936,0.4,15.4,-16.0,31.4,929,292,11.1,52.7,1560,872,6409,15,124,169,236,67,519,-40.7,29.5,-9999.0,496,173,62
1937,-0.1,13.3,-20.8,34.2,998,332,9.9,40.2,1673,791,6583,13,123,170,252,82,631,-40.7,29.5,-9999.0,493,174,62
1938,0.4,11.7,-9.0,20.6,1130,328,9.2,35.6,1353,712,6396,6,123,186,258,72,675,-40.7,29.5,-9999.0,453,172,65
1939,1.2,13.0,-13.4,26.5,761,280,14.8,46.4,1127,716,6073,7,119,169,247,77,380,-40.7,29.5,-9999.0,536,179,61
1940,1.2,13.7,-12.4,26.0,1202,350,9.3,39.1,1313,877,6101,10,134,171,261,90,670,-40.7,29.5,-9999.0,516,216,64
1941,0.5,12.3,-8.3,20.6,1230,547,8.5,22.5,1205,600,6362,4,116,172,232,61,548,-40.7,29.5,-9999.0,421,67,64
1942,-0.6,12.7,-13.0,25.7,994,331,9.5,38.5,1567,627,6741,5,103,196,238,41,826,-40.7,29.5,-9999.0,450,185,62
1943,0.1,12.4,-13.3,25.7,1037,318,9.7,38.9,1462,674,6529,6,113,201,240,39,669,-40.7,29.5,-9999.0,511,163,61
1944,-0.3,10.8,-10.2,21.0,994,499,9.8,21.6,1462,552,6655,1,111,177,238,61,503,-40.7,29.5,-9999.0,446,132,62
1945,-0.1,12.4,-9.9,22.3,1006,472,9.8,26.2,1379,594,6580,5,108,168,235,67,493,-40.7,29.5,-9999.0,434,104,66
1946,0.4,13.1,-9.2,22.3,1056,319,9.9,41.0,1274,648,6389,5,111,198,241,43,668,-40.7,29.5,-9999.0,481,165,65
1947,0.1,13.2,-11.6,24.8,1179,474,8.6,27.8,1417,661,6494,5,122,166,247,81,664,-40.7,29.5,-9999.0,453,154,65
1948,-0.7,11.3,-12.8,24.1,1066,374,8.7,30.1,1670,635,6796,4,120,172,246,73,643,-40.7,29.5,12.6,449,123,64
1949,-0.4,12.8,-19.5,32.3,953,347,10.1,36.7,1665,713,6689,8,118,175,248,73,677,-40.7,29.5,16.3,521,160,62
1950,-0.2,10.6,-14.1,24.7,890,347,11.0,30.5,1393,509,6644,1,108,198,240,42,570,-40.7,29.5,13.7,424,86,65
1951,-1.2,12.2,-12.4,24.7,924,295,9.5,41.4,1678,521,6996,3,100,166,234,68,493,-40.7,29.5,16.4,399,116,64
1952,-0.1,11.6,-11.3,22.8,883,357,11.3,32.5,1531,680,6568,4,116,176,247,71,701,-40.7,29.5,15.7,530,197,61
1953,1.3,13.5,-8.1,21.6,824,248,13.7,54.4,1112,726,6084,8,115,185,242,57,551,-40.7,29.5,16.4,481,249,63
1954,0.7,13.7,-9.2,22.9,729,302,14.7,45.5,1198,634,6311,6,108,185,238,53,470,-40.7,29.5,13.4,458,172,62
1955,-1.2,13.3,-12.3,25.6,1116,313,7.9,42.5,1824,665,6976,6,110,179,239,60,536,-40.7,29.5,15.8,454,130,64
1956,0.0,12.2,-12.2,24.4,774,257,12.9,47.4,1468,661,6539,3,117,162,239,77,672,-40.7,29.5,16.6,474,224,62
1957,-0.3,12.3,-17.0,29.3,949,365,10.2,33.7,1561,657,6669,4,118,159,240,81,588,-40.7,29.5,12.3,454,165,64
1958,1.0,13.0,-8.3,21.3,970,388,11.3,33.7,1208,684,6194,4,122,149,240,90,496,-40.7,29.5,14.4,475,102,63
1959,-0.2,12.0,-11.4,23.5,985,440,9.9,27.4,1426,607,6624,3,109,199,240,41,596,-40.7,29.5,15.7,448,138,62
1960,0.0,14.0,-12.0,26.0,825,241,12.1,58.3,1489,696,6543,7,109,190,240,50,601,-40.7,29.5,15.4,486,229,61
1961,0.7,13.7,-10.4,24.1,905,376,11.9,36.4,1277,778,6289,11,114,179,225,46,409,-40.7,29.5,14.4,452,210,64
1962,0.2,10.7,-13.5,24.2,1093,385,9.3,27.8,1341,570,6472,1,115,183,235,52,689,-40.7,29.5,15.5,497,81,63
1963,0.8,12.0,-15.1,27.1,999,435,10.8,27.5,1337,729,6276,6,131,167,266,99,496,-40.7,29.5,12.8,469,167,62
1964,-0.6,13.2,-10.2,23.5,1081,382,8.7,34.6,1527,579,6748,3,104,175,226,51,564,-40.7,29.5,17.0,454,157,62
1965,-0.2,11.6,-8.2,19.7,920,413,10.6,28.1,1337,515,6624,3,102,197,210,13,685,-40.7,29.5,14.5,419,100,64
1966,0.6,13.5,-9.5,23.0,793,299,13.4,45.2,1336,725,6325,7,114,173,257,84,426,-40.7,29.5,18.1,498,188,61
1967,0.3,12.8,-12.4,25.2,1225,360,8.4,35.6,1410,729,6430,8,121,178,256,78,686,-40.7,29.5,10.4,456,138,65
1968,-0.4,12.2,-10.7,22.9,1110,461,8.7,26.4,1424,523,6687,2,107,185,240,55,726,-40.7,29.5,8.9,425,94,64
1969,-0.1,13.1,-11.7,24.8,1126,406,8.8,32.2,1488,682,6577,7,110,177,251,74,664,-40.7,29.5,14.9,502,132,61
1970,0.0,13.4,-9.7,23.1,1066,440,9.3,30.5,1438,687,6571,7,110,161,228,67,572,-40.7,29.5,13.2,434,102,65
1971,-0.2,14.3,-11.6,25.9,958,355,10.2,40.3,1473,640,6642,9,106,176,229,53,682,-40.7,29.5,10.8,428,147,65
1972,-0.1,12.1,-12.3,24.4,924,396,10.7,30.6,1410,585,6588,3,109,187,232,45,549,-40.7,29.5,11.1,443,99,65
1973,-0.1,12.3,-12.2,24.5,1103,399,9.0,30.9,1466,647,6587,5,112,184,241,58,608,-40.7,29.5,16.1,463,137,64
1974,0.5,13.2,-11.2,24.4,832,226,12.6,58.4,1338,686,6375,5,109,198,225,27,661,-40.7,29.5,19.0,484,242,63
1975,-1.1,13.3,-11.3,24.6,1282,391,6.9,34.1,1652,556,6947,3,98,173,225,53,773,-40.7,29.5,14.4,424,88,65
1976,0.5,12.6,-8.4,20.9,912,434,11.5,28.9,1264,631,6356,5,112,171,249,79,682,-40.7,29.5,19.0,466,92,61
1977,0.4,11.5,-11.7,23.2,980,471,10.6,24.4,1326,638,6405,4,119,194,240,46,401,-40.7,29.5,12.8,504,92,63
1978,-0.4,11.3,-14.3,25.6,960,424,10.0,26.7,1498,571,6686,2,109,181,244,63,584,-40.7,29.5,14.0,445,151,64
1979,-0.1,12.4,-18.0,30.4,826,237,12.0,52.5,1580,737,6580,7,115,181,244,63,637,-40.7,29.5,15.8,487,216,61
1980,0.6,12.2,-12.7,24.9,1085,492,9.8,24.8,1244,604,6328,2,123,168,252,83,587,-40.7,29.5,9.9,489,108,64
1981,1.3,13.0,-7.4,20.4,1079,425,10.5,30.6,1052,688,6064,7,122,167,248,81,542,-40.7,29.5,15.4,429,181,64
1982,-0.9,12.4,-11.3,23.7,1254,436,7.3,28.4,1586,575,6859,4,109,180,242,62,825,-40.7,29.5,9.4,397,86,66
1983,0.1,13.2,-15.7,28.9,1197,483,8.4,27.4,1386,628,6515,6,113,178,236,58,625,-40.7,29.5,11.9,431,35,66
1984,-0.4,12.4,-11.6,24.0,1070,442,8.9,28.1,1474,587,6714,5,101,176,227,51,725,-40.7,29.5,11.4,404,25,64
1985,-1.1,13.7,-11.7,25.5,844,374,10.6,36.6,1748,620,6937,4,108,176,228,52,516,-40.7,29.5,16.8,477,160,62
1986,0.7,12.1,-9.3,21.4,1029,410,10.4,29.4,1147,599,6291,4,115,189,235,46,600,-40.7,29.5,14.4,442,68,64
1987,1.0,10.7,-10.0,20.7,837,484,13.2,22.0,1183,632,6174,1,119,166,244,78,326,-40.7,29.5,17.4,532,145,60
1988,1.1,13.8,-11.1,24.9,864,244,12.9,56.5,1325,850,6143,9,127,182,233,51,491,-40.7,29.5,20.9,570,298,62
1989,-0.1,14.3,-14.5,28.7,1016,323,9.8,44.1,1469,667,6568,7,113,187,235,49,684,-40.7,29.5,12.4,455,150,64
1990,0.3,12.3,-15.4,27.7,935,291,11.0,42.1,1438,742,6441,7,120,193,262,68,603,-40.7,29.5,14.6,511,189,63
1991,0.5,13.7,-10.5,24.2,1020,368,10.3,37.2,1334,731,6369,10,115,176,252,76,666,-40.7,29.5,9.5,467,182,64
1992,1.0,11.0,-11.7,22.7,994,413,11.1,26.5,1134,603,6175,1,127,171,239,68,414,-40.7,29.5,11.5,500,92,64
1993,-1.0,8.7,-11.5,20.3,1060,500,8.5,17.5,1492,374,6896,0,105,158,236,78,685,-40.7,29.5,9.0,391,26,65
1994,0.8,13.2,-9.7,22.9,920,272,11.8,48.6,1300,773,6243,8,124,164,256,92,442,-40.7,29.5,14.3,464,192,63
1995,0.2,11.8,-8.8,20.6,1193,407,8.6,29.0,1280,576,6480,3,110,180,249,70,844,-40.7,29.5,10.6,405,48,66
1996,-0.1,13.2,-11.1,24.3,1123,303,8.8,43.6,1470,692,6578,6,110,191,236,45,736,-40.7,29.5,13.7,459,239,64
1997,0.1,11.5,-10.4,21.9,1141,454,8.9,25.4,1418,651,6498,4,125,162,257,95,833,-40.7,29.5,9.2,434,22,65
1998,1.1,13.8,-9.6,23.5,1059,395,10.5,35.0,1200,780,6157,12,125,173,268,95,637,-40.7,29.5,12.3,448,141,67
1999,1.4,12.7,-6.8,19.5,904,334,12.6,38.1,1019,652,6049,5,119,179,234,55,612,-40.7,29.5,15.2,446,150,65
2000,1.1,13.5,-8.7,22.1,978,322,11.4,41.9,1198,762,6139,9,129,169,243,74,507,-40.7,29.5,15.7,513,185,65
2001,1.6,14.1,-9.3,23.4,735,268,15.7,52.7,1140,842,5970,12,134,173,261,89,443,-40.7,29.5,13.9,478,212,64
2002,0.3,14.0,-9.0,23.0,793,376,12.9,37.2,1358,669,6459,7,118,183,258,74,472,-40.7,29.5,11.9,418,121,66
2003,1.5,15.2,-9.7,24.8,991,228,11.6,66.5,1148,860,5987,18,131,172,246,74,600,-40.7,29.5,13.8,481,242,66
2004,1.1,12.1,-8.5,20.6,965,436,11.5,27.9,1041,592,6134,3,126,179,244,64,539,-40.7,29.5,9.9,467,61,67
2005,1.0,13.3,-9.0,22.3,1079,414,10.2,32.2,1154,671,6183,6,124,175,246,71,468,-40.7,29.5,12.6,443,109,64
2006,1.4,14.9,-9.2,24.1,980,279,11.6,53.6,1169,816,6036,12,132,177,250,73,622,-40.7,29.5,17.0,524,172,65
2007,1.8,16.5,-10.5,27.0,1005,304,11.7,54.3,1154,919,5924,23,135,175,247,72,578,-40.7,29.5,17.9,539,190,65
2008,0.4,13.1,-10.9,24.0,1041,319,10.0,40.9,1369,697,6398,6,121,162,242,80,703,-40.7,29.5,16.6,456,187,64
2009,0.5,11.8,-12.1,23.9,1046,344,10.0,34.2,1363,709,6379,7,124,172,270,97,678,-40.7,29.5,13.8,420,100,66
2010,0.8,11.8,-7.9,19.7,1147,450,9.4,26.1,1178,629,6258,4,127,198,252,53,573,-40.7,29.5,15.7,421,70,67
2011,0.5,13.1,-10.2,23.3,1226,406,8.6,32.3,1352,752,6352,9,126,174,257,82,817,-40.7,29.5,-9999.0,448,146,67
2012,2.1,14.6,-8.1,22.7,1057,309,11.5,47.3,1003,877,5777,15,132,186,258,72,646,-40.7,29.5,-9999.0,540,196,66
2013,1.1,14.5,-10.4,25.0,933,391,11.9,37.1,1297,854,6164,14,132,160,267,108,534,-40.7,29.5,-9999.0,442,160,66
2014,1.1,13.9,-10.7,24.6,1270,428,8.7,32.5,1204,732,6144,8,133,166,253,87,760,-40.7,29.5,-9999.0,440,87,67
2015,2.3,12.3,-8.3,20.7,1014,386,12.2,32.0,955,855,5697,9,151,167,258,91,482,-40.7,29.5,-9999.0,458,132,67
2016,2.0,12.6,-11.7,24.3,1051,314,11.4,40.2,1010,789,5844,6,148,178,255,77,575,-40.7,29.5,-9999.0,512,211,68
2017,1.5,14.9,-11.1,26.0,1231,372,9.3,40.1,1152,825,6012,12,132,175,252,77,691,-40.7,29.5,-9999.0,470,162,67
2018,1.0,13.6,-10.1,23.7,1185,337,9.3,40.3,1235,754,6162,7,136,149,248,99,824,-40.7,29.5,-9999.0,454,164,67
2019,0.0,12.4,-12.5,24.9,1169,390,8.5,31.9,1455,666,6557,6,124,175,273,98,772,-40.7,29.5,-9999.0,396,98,67
