Year,Ave Temp,Warmest Month,Coldest Month,Difference,Mean Precip,May-Sep Precip,Heat-Moist I,Summer Heat-Moist I,DDays < 0°C,DDays > 5°C,DDays < 18°C,DDays > 18°C,Frost Free Days,Begin FFP,End FFP,Frost Free Period,Snowfall,Min Temp (30),Max Temp (30),Radiation,Evaporation,Moisture Deficit,Relative Humidity
1915,2.9,12.4,-5.4,17.7,1224,202,10.6,61.2,707,745,5482,7,160,163,258,95,453,-34.3,28.8,-9999.0,456,182,70
1916,0.3,10.6,-15.1,25.7,1323,252,7.8,42.0,1289,538,6435,4,127,181,257,76,1025,-34.3,28.8,-9999.0,417,100,69
1917,1.7,11.9,-7.1,19.0,1362,377,8.6,31.6,989,667,5938,6,145,169,266,96,712,-34.3,28.8,-9999.0,416,121,70
1918,2.4,11.6,-4.5,16.1,1728,295,7.2,39.2,843,754,5680,8,145,179,265,86,979,-34.3,28.8,-9999.0,465,184,69
1919,1.5,11.4,-5.5,16.9,1423,233,8.1,48.9,962,617,6013,6,123,179,266,87,901,-34.3,28.8,-9999.0,453,174,67
1920,1.8,12.0,-4.7,16.6,1785,601,6.6,19.9,828,626,5889,6,130,188,258,70,806,-34.3,28.8,-9999.0,394,90,69
1921,1.6,10.2,-7.3,17.5,1908,515,6.1,19.8,909,558,5970,4,140,170,254,84,1009,-33.6,29.1,-9999.0,377,115,71
1922,1.3,11.3,-8.0,19.4,1283,351,8.8,32.2,1158,736,6084,7,138,180,268,88,799,-33.6,29.1,-9999.0,423,216,67
1923,2.3,11.9,-6.0,17.8,1393,350,8.8,33.8,861,739,5714,7,145,168,256,88,791,-33.6,29.1,-9999.0,458,114,68
1924,2.3,11.1,-7.4,18.6,1573,375,7.8,29.6,875,712,5730,6,151,158,258,100,723,-33.6,29.1,-9999.0,417,189,70
1925,3.2,11.9,-4.0,15.9,1379,274,9.6,43.4,607,730,5394,7,154,158,259,101,786,-33.6,29.1,-9999.0,473,181,69
1926,3.3,11.8,-5.2,17.0,1241,292,10.7,40.5,592,714,5375,6,157,171,239,68,387,-33.6,29.1,-9999.0,493,139,69
1927,1.5,11.9,-8.8,20.7,1599,437,7.2,27.3,1041,711,5993,7,146,177,269,92,826,-33.6,29.1,-9999.0,382,110,72
1928,3.0,12.3,-4.4,16.7,1207,197,10.7,62.2,696,774,5476,8,156,152,258,107,690,-33.6,29.1,-9999.0,462,221,69
1929,1.7,11.5,-9.7,21.2,1010,248,11.5,46.5,1005,685,5940,6,144,171,261,90,556,-33.6,29.1,-9999.0,408,135,68
1930,2.0,11.9,-12.9,24.8,1389,303,8.7,39.3,903,688,5816,7,147,182,266,84,774,-33.6,29.1,-9999.0,442,134,69
1931,2.8,11.7,-4.4,16.1,1567,411,8.1,28.4,699,698,5547,6,156,166,269,103,512,-33.7,28.8,-9999.0,450,195,71
1932,2.0,11.2,-7.2,18.4,1672,344,7.2,32.7,874,648,5812,6,150,173,263,90,978,-33.7,28.8,-9999.0,429,77,72
1933,1.8,12.3,-5.1,17.4,1867,484,6.3,25.4,872,625,5895,6,140,187,263,76,866,-33.7,28.8,-9999.0,393,131,70
1934,3.7,11.7,-4.7,16.4,1710,405,8.0,29.0,526,743,5211,7,170,159,262,103,736,-33.7,28.8,-9999.0,495,114,70
1935,1.9,10.3,-7.6,17.9,1577,295,7.6,34.7,856,616,5864,5,137,182,266,84,1117,-33.7,28.8,-9999.0,392,116,69
1936,2.2,11.6,-4.3,16.0,1521,511,8.0,22.7,933,746,5739,7,157,152,258,105,693,-33.7,28.8,-9999.0,456,21,69
1937,1.6,11.5,-12.7,24.2,1713,408,6.8,28.2,1062,704,5956,7,153,167,272,105,843,-33.7,28.8,-9999.0,391,59,70
1938,2.5,12.1,-4.4,16.6,1522,264,8.2,45.9,850,795,5630,9,151,177,279,102,872,-33.7,28.8,-9999.0,467,175,69
1939,3.2,12.2,-2.8,15.0,1816,404,7.2,30.2,605,710,5396,7,166,165,267,102,703,-33.7,28.8,-9999.0,453,94,71
1940,3.6,11.9,-3.2,15.1,1539,330,8.9,36.0,650,901,5232,11,173,158,283,126,597,-33.7,28.8,-9999.0,468,142,71
1941,3.3,12.8,-4.4,17.2,1733,579,7.7,22.1,565,725,5351,7,164,167,262,95,504,-33.6,28.2,-9999.0,458,77,71
1942,2.7,13.0,-4.5,17.5,1350,344,9.4,37.7,784,794,5572,10,155,163,265,102,680,-33.6,28.2,-9999.0,440,79,71
1943,2.0,10.7,-10.3,21.0,1324,260,9.1,41.0,901,661,5841,6,147,180,268,87,862,-33.6,28.2,-9999.0,424,95,70
1944,2.5,11.5,-5.4,16.9,1282,312,9.8,36.8,820,749,5630,7,157,175,272,97,550,-33.6,28.2,-9999.0,440,133,70
1945,2.1,11.8,-5.1,16.9,1635,297,7.4,39.5,870,687,5790,6,147,155,256,101,782,-33.6,28.2,-9999.0,399,140,71
1946,2.0,11.4,-5.2,16.6,1669,346,7.2,33.0,856,659,5810,6,145,164,267,103,1014,-33.6,28.2,-9999.0,431,143,71
1947,2.5,10.4,-6.7,17.2,1791,340,7.0,30.7,775,675,5645,6,157,149,265,116,913,-33.6,28.2,-9999.0,430,46,70
1948,1.1,9.7,-8.8,18.6,1892,532,5.9,18.3,1102,614,6149,5,141,166,259,93,1014,-33.6,28.2,11.5,369,53,71
1949,1.2,9.8,-10.6,20.4,1636,404,6.8,24.2,1102,601,6123,5,141,165,268,102,894,-33.6,28.2,11.6,441,34,68
1950,0.7,11.0,-18.2,29.2,2083,322,5.1,34.1,1290,683,6312,6,134,187,261,73,1225,-33.6,28.2,11.8,400,97,70
1951,1.5,12.2,-8.8,21.0,1536,236,7.5,51.6,1136,761,6020,8,143,172,267,96,1182,-34.3,27.8,12.4,463,230,69
1952,2.2,11.3,-8.4,19.7,1240,319,9.9,35.5,900,741,5745,8,149,166,270,104,871,-34.3,27.8,12.1,449,99,69
1953,2.7,10.6,-3.7,14.3,1825,405,6.9,26.2,650,633,5586,5,156,172,265,93,770,-34.3,27.8,11.5,384,61,72
1954,1.2,8.7,-10.0,18.6,2012,487,5.5,17.8,948,458,6142,3,140,158,270,112,969,-34.3,27.8,11.6,351,60,73
1955,-0.1,9.7,-8.8,18.5,1809,416,5.5,23.3,1313,473,6604,3,124,182,260,78,861,-34.3,27.8,12.0,351,31,71
1956,1.4,11.7,-7.1,18.7,1844,486,6.2,24.0,1036,661,6034,6,137,173,263,90,1266,-34.3,27.8,12.4,442,149,70
1957,1.4,8.8,-11.8,20.6,1443,436,7.9,20.1,1038,595,6058,6,149,153,272,119,924,-34.3,27.8,11.8,411,9,71
1958,3.4,13.8,-2.6,16.3,1572,280,8.5,49.2,700,908,5332,12,163,157,257,100,665,-34.3,27.8,12.1,443,228,71
1959,1.5,11.2,-5.8,17.0,1673,455,6.9,24.5,886,531,6011,4,138,182,260,78,979,-34.3,27.8,11.7,404,71,72
1960,2.0,12.4,-6.9,19.3,1607,432,7.5,28.8,874,664,5833,6,147,173,258,84,858,-34.3,27.8,11.8,427,109,71
1961,2.4,12.4,-6.1,18.5,1950,391,6.3,31.7,823,755,5695,8,146,161,248,87,877,-34.2,27.8,12.2,452,128,71
1962,2.3,10.1,-5.0,15.1,1739,484,7.1,20.9,722,582,5720,4,153,175,263,88,898,-34.2,27.8,11.7,405,69,72
1963,2.6,11.4,-7.6,19.1,1764,324,7.2,35.3,750,711,5602,8,161,170,281,111,636,-34.2,27.8,12.2,410,53,73
1964,1.1,9.9,-9.3,19.2,1895,622,5.9,15.9,1006,519,6147,3,140,175,260,84,985,-34.2,27.8,11.4,347,0,73
1965,2.0,11.7,-6.0,17.7,1717,257,7.0,45.4,871,650,5834,5,147,176,250,74,972,-34.2,27.8,12.7,423,139,71
1966,2.2,10.6,-7.2,17.8,1821,440,6.7,24.2,790,627,5763,6,151,170,277,107,897,-34.2,27.8,11.9,404,30,73
1967,2.7,13.7,-5.6,19.3,1860,242,6.8,56.7,816,857,5561,12,157,168,273,106,951,-34.2,27.8,12.8,417,225,71
1968,1.8,11.3,-8.5,19.9,2144,458,5.5,24.7,872,587,5916,5,144,166,266,100,1048,-34.2,27.8,11.7,366,43,72
1969,1.7,10.4,-13.7,24.0,1582,466,7.4,22.3,1041,685,5949,6,153,160,268,109,1138,-34.2,27.8,12.5,432,111,70
1970,1.6,11.3,-7.4,18.6,1310,269,8.9,41.9,964,656,5970,5,135,175,249,74,624,-34.2,27.8,12.8,401,186,69
1971,1.2,12.3,-9.5,21.8,1887,381,5.9,32.4,1063,646,6114,6,137,168,255,87,1226,-33.5,28.5,12.1,377,98,72
1972,1.1,11.8,-9.5,21.3,1846,467,6.0,25.2,1074,610,6141,5,135,155,248,93,1281,-33.5,28.5,12.6,386,50,71
1973,1.6,10.2,-6.6,16.9,1662,289,7.0,35.4,907,586,5962,5,140,168,265,97,898,-33.5,28.5,12.5,421,90,71
1974,2.2,11.7,-6.6,18.3,1744,324,7.0,36.1,823,696,5741,8,147,181,273,92,1247,-33.5,28.5,12.5,430,93,71
1975,1.3,12.4,-6.6,19.0,1827,270,6.2,45.9,1031,648,6057,7,137,177,261,84,851,-33.5,28.5,12.7,379,184,71
1976,2.1,9.2,-3.6,12.8,1555,488,7.8,18.9,738,544,5793,5,148,169,275,106,1177,-33.5,28.5,11.8,386,18,73
1977,2.1,13.1,-7.1,20.2,1505,351,8.1,37.4,863,683,5792,8,147,183,258,76,532,-33.5,28.5,12.7,424,110,71
1978,1.9,12.1,-7.4,19.5,1336,502,8.9,24.1,918,678,5856,6,150,175,261,86,852,-33.5,28.5,12.9,414,92,72
1979,2.2,11.9,-9.7,21.6,1438,393,8.5,30.4,909,749,5755,8,151,167,274,107,696,-33.5,28.5,13.0,436,86,70
1980,2.1,10.7,-8.6,19.3,1707,482,7.1,22.3,822,606,5800,5,159,156,268,112,746,-33.5,28.5,12.4,395,41,74
1981,2.8,13.5,-5.3,18.8,1944,512,6.6,26.4,638,682,5551,9,158,153,270,117,844,-32.0,28.6,12.2,356,57,74
1982,1.5,10.4,-7.4,17.8,1629,300,7.1,34.8,1022,664,6011,6,143,176,268,92,1047,-32.0,28.6,12.8,375,126,71
1983,2.1,11.5,-10.0,21.5,1789,491,6.7,23.5,796,585,5805,5,154,159,255,96,859,-32.0,28.6,12.5,400,70,73
1984,1.3,10.7,-8.8,19.6,1907,486,5.9,22.1,915,528,6082,4,137,173,253,80,790,-32.0,28.6,12.2,327,84,74
1985,1.4,13.6,-4.9,18.4,965,224,11.8,60.5,1049,677,6051,7,141,158,250,93,916,-32.0,28.6,12.8,430,173,71
1986,2.5,13.4,-3.8,17.2,1628,391,7.7,34.4,736,675,5637,8,159,161,260,99,791,-32.0,28.6,12.3,375,100,74
1987,3.2,11.2,-5.7,16.9,1390,351,9.5,31.8,656,779,5380,8,171,167,276,109,772,-32.0,28.6,12.9,433,92,73
1988,2.7,11.1,-5.3,16.4,1655,436,7.7,25.4,705,678,5579,6,165,163,263,100,737,-32.0,28.6,12.3,413,35,74
1989,2.6,10.7,-4.7,15.4,1385,269,9.1,39.8,760,701,5615,7,162,170,269,99,718,-32.0,28.6,12.7,429,124,73
1990,2.1,11.2,-7.2,18.4,1858,314,6.5,35.8,877,698,5800,7,156,161,273,112,699,-32.0,28.6,12.7,410,83,75
1991,2.4,10.4,-5.3,15.8,1644,494,7.6,21.2,701,612,5682,5,158,161,269,109,1053,-29.6,28.7,12.5,387,64,75
1992,3.3,11.0,-6.2,17.2,1429,345,9.3,31.8,591,717,5345,6,175,156,251,95,570,-29.6,28.7,12.6,460,117,74
1993,2.5,10.0,-5.8,15.8,1302,376,9.6,26.5,732,617,5658,6,165,136,264,128,548,-29.6,28.7,12.2,397,47,75
1994,2.8,11.9,-4.5,16.4,1706,330,7.5,36.1,723,750,5516,8,167,149,273,124,741,-29.6,28.7,12.5,433,117,75
1995,2.9,10.4,-3.9,14.3,1734,318,7.4,32.6,644,666,5519,7,163,159,272,114,835,-29.6,28.7,12.5,423,84,74
1996,1.7,11.2,-7.4,18.6,1541,342,7.6,32.6,881,591,5942,4,142,171,255,84,852,-29.6,28.7,12.3,411,114,74
1997,2.6,11.7,-4.3,15.9,2012,557,6.2,20.9,692,649,5625,6,157,156,268,113,1063,-29.6,28.7,12.3,414,31,74
1998,3.3,12.3,-4.5,16.9,1601,243,8.3,50.8,674,846,5361,10,168,155,269,114,717,-29.6,28.7,12.8,452,141,74
1999,2.2,10.8,-3.3,14.1,2048,422,6.0,25.5,687,558,5748,4,147,187,261,75,1184,-29.6,28.7,12.5,402,0,75
2000,2.3,9.9,-4.8,14.6,1329,494,9.3,20.0,711,573,5720,4,152,174,262,88,698,-29.6,28.7,12.6,408,23,73
2001,2.5,11.1,-4.8,15.8,1616,497,7.8,22.2,682,634,5634,6,155,163,272,109,533,-29.6,28.7,12.3,405,38,74
2002,2.7,10.9,-4.0,14.9,1463,334,8.7,32.6,670,660,5572,5,156,182,261,79,889,-29.6,28.7,13.1,446,142,73
2003,3.0,11.8,-3.9,15.7,1702,241,7.7,48.7,669,773,5448,8,165,169,268,99,681,-29.6,28.7,12.9,446,177,73
2004,3.5,11.8,-3.3,15.1,1405,378,9.6,31.3,535,748,5272,7,174,160,262,101,588,-29.6,28.7,12.6,464,160,74
2005,3.3,11.7,-2.7,14.5,1625,461,8.2,25.4,540,677,5366,6,177,147,260,114,611,-29.6,28.7,12.4,409,43,75
2006,3.0,11.4,-2.7,14.2,1690,265,7.7,43.1,670,747,5465,7,167,160,269,108,727,-29.6,28.7,12.8,441,136,75
2007,2.4,11.6,-5.3,17.0,2124,442,5.8,26.3,706,611,5684,5,162,161,260,99,1096,-29.6,28.7,12.1,393,39,78
2008,2.2,10.6,-5.8,16.4,1580,376,7.7,28.2,776,610,5758,5,162,150,269,119,862,-29.6,28.7,12.2,365,45,77
2009,2.6,12.1,-5.6,17.7,1541,295,8.2,41.0,768,754,5602,8,159,167,272,105,717,-29.6,28.7,12.9,429,144,75
2010,3.0,11.4,-3.9,15.2,1619,410,8.1,27.8,577,654,5451,6,173,168,271,103,734,-29.6,28.7,12.5,397,118,77
2011,2.0,11.4,-2.9,14.4,1571,400,7.7,28.6,781,607,5814,6,156,165,278,113,901,-29.6,28.7,-9999.0,344,96,77
2012,2.6,11.8,-4.8,16.6,1676,258,7.5,45.7,720,703,5606,7,165,165,270,106,831,-29.6,28.7,-9999.0,411,141,78
2013,3.4,12.6,-3.4,16.0,1229,459,10.9,27.3,598,793,5325,8,175,150,266,116,709,-29.6,28.7,-9999.0,426,78,76
2014,3.6,12.5,-3.1,15.6,1617,277,8.4,45.3,618,864,5251,10,187,141,273,133,551,-29.6,28.7,-9999.0,427,119,77
2015,4.3,12.3,-3.5,15.8,1298,330,11.0,37.3,474,899,4975,10,197,146,263,116,431,-29.6,28.7,-9999.0,496,206,75
2016,3.6,12.1,-6.6,18.8,1589,328,8.6,37.1,574,777,5236,8,195,147,267,120,566,-29.6,28.7,-9999.0,450,115,78
2017,3.0,13.4,-4.9,18.3,1405,174,9.3,77.1,738,859,5447,12,172,150,275,124,790,-29.6,28.7,-9999.0,437,214,77
2018,3.4,12.6,-3.5,16.2,1472,347,9.1,36.4,617,799,5325,9,181,136,268,131,612,-29.6,28.7,-9999.0,435,187,77
2019,3.2,11.9,-2.7,14.6,1016,377,13.0,31.4,631,767,5375,8,178,145,272,126,405,-29.6,28.7,-9999.0,413,110,76
