Year,Ave Temp,Warmest Month,Coldest Month,Difference,Mean Precip,May-Sep Precip,Heat-Moist I,Summer Heat-Moist I,DDays < 0°C,DDays > 5°C,DDays < 18°C,DDays > 18°C,Frost Free Days,Begin FFP,End FFP,Frost Free Period,Snowfall,Min Temp (30),Max Temp (30),Radiation,Evaporation,Moisture Deficit,Relative Humidity
2007,1.6,14.2,-7.9,22.1,847,308,13.7,46.0,1041,721,5979,8,140,162,248,87,441,-39.1,29.7,11.4,408,159,72
2008,0.8,12.2,-10.5,22.7,922,272,11.8,45.0,1205,648,6251,4,135,151,248,97,511,-39.1,29.7,9.9,400,120,70
2009,1.3,13.3,-9.3,22.6,822,234,13.7,56.9,1206,812,6085,9,138,170,267,97,549,-39.1,29.7,13.7,420,168,70
2010,1.9,12.3,-6.2,18.5,834,322,14.3,38.2,871,661,5846,7,146,178,261,82,435,-39.1,29.7,8.8,386,133,73
2011,1.2,12.9,-7.9,20.8,873,246,12.8,52.4,1104,680,6118,8,137,167,269,102,604,-39.1,29.7,-9999.0,392,164,72
2012,1.8,13.2,-7.1,20.3,1337,369,8.8,35.8,1014,766,5909,11,145,170,262,92,610,-39.1,29.7,-9999.0,438,182,73
2013,2.0,13.5,-7.7,21.2,990,449,12.1,30.0,995,799,5827,11,151,155,264,110,559,-39.1,29.7,-9999.0,407,140,73
2014,1.9,13.9,-9.4,23.4,1006,339,11.8,41.1,1053,824,5860,10,154,156,260,103,477,-39.1,29.7,-9999.0,409,112,73
2015,3.1,13.5,-6.0,19.5,930,219,14.1,61.3,772,898,5405,11,165,160,250,90,434,-39.1,29.7,-9999.0,474,210,73
2016,2.6,13.1,-9.8,22.9,1179,335,10.7,39.0,812,761,5598,5,169,154,253,99,536,-39.1,29.7,-9999.0,443,139,74
2017,1.7,14.4,-9.0,23.4,1058,222,11.0,64.8,1170,890,5948,14,150,149,263,114,720,-39.1,29.7,-9999.0,433,256,74
2018,1.9,13.4,-8.4,21.8,1295,270,9.2,49.6,1026,799,5846,8,157,132,255,124,868,-39.1,29.7,-9999.0,454,197,75
2019,1.2,12.7,-11.7,24.4,853,356,13.1,35.8,1142,708,6095,5,144,148,263,115,406,-39.1,29.7,-9999.0,375,133,72
