Month,Year,Max Temp,Min Temp,Ave Temp,Precipitation,Radiation,DDays < 0°C,DDays > 5°C,DDays < 18°C,DDays > 18°C,Frost Free Days,Snowfall,Evaporation,Moisture Deficit,Relative Humidity
Oct,1904,11.0,-4.9,3.0,56,-9999.0,21,32,466,0,4,12,51,0,47
Nov,1904,8.8,-11.0,-1.1,0,-9999.0,83,7,573,0,1,0,0,0,34
Dec,1904,-0.7,-12.7,-6.7,44,-9999.0,224,0,764,0,0,38,0,0,41
Jan,1905,-1.4,-12.5,-7.0,79,-9999.0,230,0,774,0,0,65,0,0,55
Feb,1905,-1.9,-15.4,-8.6,116,-9999.0,248,0,742,0,0,113,0,0,46
Mar,1905,4.8,-7.3,-1.3,148,-9999.0,89,9,600,0,2,113,0,0,55
Apr,1905,6.7,-5.6,0.5,187,-9999.0,49,15,525,0,2,135,59,0,56
May,1905,11.2,-2.4,4.4,107,-9999.0,8,38,422,0,7,39,88,0,55
Jun,1905,19.6,1.4,10.5,8,-9999.0,0,167,225,2,19,0,132,124,46
Jul,1905,20.2,3.5,11.9,38,-9999.0,0,212,191,2,27,1,134,96,50
Aug,1905,21.3,4.2,12.7,29,-9999.0,0,241,165,3,28,1,125,96,49
Sep,1905,17.2,0.9,9.0,39,-9999.0,1,130,270,2,17,3,85,46,50
Oct,1905,8.3,-6.9,0.7,140,-9999.0,47,16,539,0,2,73,44,0,47
Nov,1905,4.5,-9.1,-2.3,57,-9999.0,110,6,609,0,1,33,0,0,50
Dec,1905,-3.4,-18.8,-11.1,14,-9999.0,347,0,899,0,0,14,0,0,52
Jan,1906,-0.6,-14.3,-7.4,92,-9999.0,242,0,789,0,0,79,0,0,46
Feb,1906,1.2,-12.8,-5.8,45,-9999.0,181,0,662,0,0,41,0,0,46
Mar,1906,1.8,-12.0,-5.1,189,-9999.0,182,0,717,0,0,184,0,0,47
Apr,1906,7.8,-4.8,1.5,222,-9999.0,35,17,494,0,3,129,63,0,56
May,1906,12.7,-1.5,5.6,54,-9999.0,4,55,385,0,9,13,95,40,54
Jun,1906,16.6,0.5,8.6,3,-9999.0,1,112,284,0,15,0,116,113,50
Jul,1906,18.3,3.6,11.0,65,-9999.0,0,183,219,0,27,2,121,57,55
Aug,1906,19.5,3.2,11.3,32,-9999.0,0,196,208,2,25,1,117,85,50
Sep,1906,15.4,0.8,8.1,92,-9999.0,2,106,297,1,17,8,77,0,54
Oct,1906,10.4,-5.2,2.6,88,-9999.0,24,29,479,0,3,22,49,0,48
Nov,1906,2.3,-10.1,-3.9,71,-9999.0,148,0,657,0,1,51,0,0,52
Dec,1906,1.8,-8.7,-3.5,36,-9999.0,135,1,662,0,1,21,0,0,38
Jan,1907,0.0,-11.8,-5.9,84,-9999.0,202,0,741,0,1,64,0,0,53
Feb,1907,5.1,-7.5,-1.2,76,-9999.0,80,5,534,0,2,36,0,0,54
Mar,1907,5.4,-6.7,-0.7,71,-9999.0,77,6,581,0,2,48,0,0,55
Apr,1907,7.9,-5.2,1.3,144,-9999.0,38,16,500,0,3,88,63,0,54
May,1907,8.6,-3.5,2.5,111,-9999.0,20,21,479,0,5,63,76,0,58
Jun,1907,15.7,-0.2,7.8,36,-9999.0,1,94,307,0,13,3,112,75,50
Jul,1907,20.4,3.8,12.1,75,-9999.0,0,220,184,2,28,1,134,59,50
Aug,1907,19.0,3.5,11.2,42,-9999.0,0,191,212,2,26,1,113,71,53
Sep,1907,15.9,-0.4,7.7,33,-9999.0,2,96,309,1,13,3,81,47,49
Oct,1907,12.1,-2.4,4.8,30,-9999.0,10,53,409,0,8,2,53,23,52
Nov,1907,3.6,-11.8,-4.1,17,-9999.0,154,0,663,0,0,12,0,0,43
Dec,1907,-1.1,-13.2,-7.1,67,-9999.0,235,0,776,0,0,60,0,0,58
Jan,1908,-1.7,-16.4,-9.0,55,-9999.0,283,0,838,0,0,50,0,0,42
Feb,1908,-1.2,-14.7,-7.9,45,-9999.0,233,0,722,0,0,44,0,0,46
Mar,1908,4.9,-8.9,-2.0,58,-9999.0,104,5,622,0,1,48,0,0,49
Apr,1908,9.6,-5.7,2.0,57,-9999.0,31,22,481,0,2,30,71,13,48
May,1908,10.9,-3.9,3.5,122,-9999.0,12,28,450,0,4,57,88,0,50
Jun,1908,16.9,-0.4,8.3,20,-9999.0,1,105,292,0,12,1,119,98,47
Jul,1908,21.1,4.7,12.9,52,-9999.0,0,246,159,3,29,1,137,84,51
Aug,1908,18.8,4.0,11.4,62,-9999.0,0,199,205,2,27,2,111,49,55
Sep,1908,18.4,0.5,9.5,37,-9999.0,1,141,257,2,16,2,90,53,46
Oct,1908,7.3,-5.7,0.8,106,-9999.0,46,17,535,0,3,54,41,0,54
Nov,1908,2.9,-12.7,-4.9,67,-9999.0,172,1,686,0,0,53,0,0,42
Dec,1908,-2.6,-15.2,-8.9,129,-9999.0,280,0,830,0,0,122,0,0,51
Jan,1909,-0.1,-10.2,-5.2,182,-9999.0,183,3,719,0,1,128,0,0,59
Feb,1909,-4.3,-15.3,-9.8,142,-9999.0,270,0,774,0,0,140,0,0,54
Mar,1909,1.3,-11.1,-4.9,111,-9999.0,178,5,712,0,0,108,0,0,51
Apr,1909,3.9,-7.3,-1.7,141,-9999.0,91,9,591,0,1,128,0,0,57
May,1909,10.3,-3.1,3.6,42,-9999.0,12,29,447,0,5,19,84,43,55
Jun,1909,18.3,2.2,10.2,19,-9999.0,0,158,234,1,21,0,123,104,51
Jul,1909,21.9,4.8,13.4,66,-9999.0,0,261,142,4,29,1,142,75,49
Aug,1909,20.2,6.0,13.1,86,-9999.0,0,254,153,4,30,2,115,29,57
Sep,1909,14.8,1.2,8.0,77,-9999.0,2,103,301,1,18,7,74,0,57
Oct,1909,11.9,-3.7,4.1,27,-9999.0,14,44,433,0,5,3,53,26,48
Nov,1909,4.1,-8.8,-2.4,86,-9999.0,111,8,611,0,1,50,0,0,52
Dec,1909,-6.8,-18.8,-12.8,113,-9999.0,398,0,950,0,0,112,0,0,49
Jan,1910,-2.6,-14.1,-8.4,60,-9999.0,264,0,817,0,0,54,0,0,53
Feb,1910,-3.4,-16.1,-9.7,88,-9999.0,270,0,773,0,0,86,0,0,48
Mar,1910,8.5,-7.1,0.7,24,-9999.0,55,17,540,0,2,11,54,31,46
Apr,1910,11.2,-4.8,3.2,47,-9999.0,20,33,444,0,3,16,77,29,47
May,1910,12.6,-1.4,5.6,45,-9999.0,4,55,385,0,9,11,94,48,54
Jun,1910,20.1,1.7,10.9,17,-9999.0,0,178,214,2,20,0,134,117,46
Jul,1910,22.9,4.6,13.7,57,-9999.0,0,271,134,4,29,1,148,92,47
Aug,1910,20.7,3.1,11.9,31,-9999.0,0,215,190,2,25,1,123,92,48
Sep,1910,17.4,1.7,9.5,66,-9999.0,1,144,254,3,19,4,85,19,51
Oct,1910,11.1,-5.4,2.9,48,-9999.0,22,31,470,0,3,11,51,3,45
Nov,1910,5.6,-7.2,-0.8,48,-9999.0,77,10,564,0,2,20,0,0,53
Dec,1910,-0.2,-11.8,-6.0,80,-9999.0,203,1,740,0,0,66,0,0,49
Jan,1911,-0.1,-10.6,-5.3,108,-9999.0,187,1,724,0,1,77,0,0,57
Feb,1911,-3.0,-14.9,-9.0,70,-9999.0,254,0,751,0,0,69,0,0,51
Mar,1911,5.1,-7.6,-1.2,98,-9999.0,88,9,598,0,1,74,0,0,53
Apr,1911,7.7,-6.0,0.9,94,-9999.0,44,16,514,0,2,63,63,0,52
May,1911,14.2,-2.6,5.8,37,-9999.0,4,59,378,0,6,8,104,67,47
Jun,1911,18.7,2.4,10.6,60,-9999.0,0,168,224,2,22,1,125,65,50
Jul,1911,18.9,4.2,11.5,91,-9999.0,0,202,201,1,28,2,124,32,55
Aug,1911,20.1,2.4,11.2,35,-9999.0,0,191,212,2,23,1,121,85,47
Sep,1911,16.2,1.1,8.6,46,-9999.0,1,119,281,2,18,4,80,34,53
Oct,1911,8.7,-7.0,0.8,60,-9999.0,45,17,534,0,2,30,45,0,46
Nov,1911,0.3,-13.1,-6.4,75,-9999.0,205,1,732,0,0,65,0,0,47
Dec,1911,-5.3,-17.9,-11.6,18,-9999.0,362,0,914,0,0,18,0,0,54
Jan,1912,-2.1,-14.6,-8.3,88,-9999.0,263,0,816,0,0,78,0,0,49
Feb,1912,-2.9,-15.1,-9.0,84,-9999.0,256,0,753,0,0,82,0,0,50
Mar,1912,1.2,-12.1,-5.4,133,-9999.0,192,0,728,0,0,130,0,0,48
Apr,1912,4.6,-8.0,-1.7,57,-9999.0,90,7,590,0,1,52,0,0,53
May,1912,11.0,-2.6,4.2,53,-9999.0,9,36,429,0,6,21,87,34,55
Jun,1912,16.4,0.7,8.6,65,-9999.0,1,113,283,0,16,4,114,49,51
Jul,1912,18.5,3.8,11.2,93,-9999.0,0,190,212,1,28,2,122,29,55
Aug,1912,18.6,3.0,10.8,34,-9999.0,0,179,224,1,25,1,112,78,52
Sep,1912,11.7,-3.2,4.3,43,-9999.0,8,37,412,0,6,12,66,23,51
Oct,1912,8.3,-5.7,1.3,39,-9999.0,38,20,519,0,3,16,44,5,51
Nov,1912,4.3,-10.6,-3.2,38,-9999.0,131,4,635,0,1,25,0,0,45
Dec,1912,-5.0,-18.1,-11.5,50,-9999.0,359,0,912,0,0,49,0,0,48
Jan,1913,-4.8,-19.2,-12.0,90,-9999.0,375,0,930,0,0,87,0,0,42
Feb,1913,-3.3,-16.3,-9.8,67,-9999.0,271,0,775,0,0,66,0,0,47
Mar,1913,0.8,-13.1,-6.2,46,-9999.0,211,2,751,0,0,45,0,0,46
Apr,1913,8.5,-6.6,1.0,51,-9999.0,42,18,511,0,2,34,67,15,48
May,1913,14.5,-1.8,6.3,8,-9999.0,3,68,362,0,8,1,105,97,48
Jun,1913,17.3,1.5,9.4,47,-9999.0,0,135,258,0,19,2,118,71,51
Jul,1913,19.6,4.1,11.8,71,-9999.0,0,212,192,2,28,1,128,57,53
Aug,1913,21.3,4.5,12.9,40,-9999.0,0,246,161,4,28,1,124,85,50
Sep,1913,14.2,-0.5,6.9,76,-9999.0,3,78,334,0,13,10,74,0,53
Oct,1913,8.0,-6.0,1.0,51,-9999.0,42,18,528,0,2,24,43,0,51
Nov,1913,4.9,-8.2,-1.6,65,-9999.0,95,8,589,0,2,33,0,0,52
Dec,1913,-3.7,-19.3,-11.5,130,-9999.0,358,0,911,0,0,127,0,0,46
Jan,1914,-1.6,-13.3,-7.5,146,-9999.0,242,0,789,0,0,125,0,0,52
Feb,1914,-2.8,-16.2,-9.5,48,-9999.0,264,0,765,0,0,47,0,0,46
Mar,1914,3.8,-10.8,-3.5,62,-9999.0,140,4,668,0,0,57,0,0,46
Apr,1914,7.4,-4.5,1.5,102,-9999.0,36,20,497,0,4,61,60,0,58
May,1914,13.4,-1.0,6.2,94,-9999.0,3,65,367,0,11,18,98,3,53
Jun,1914,18.0,1.6,9.8,43,-9999.0,0,146,246,1,20,1,122,79,50
Jul,1914,19.9,5.9,12.9,78,-9999.0,0,246,159,3,30,1,126,48,57
Aug,1914,19.9,4.1,12.0,42,-9999.0,0,217,188,2,27,1,117,74,52
Sep,1914,17.4,0.5,9.0,38,-9999.0,1,128,272,2,16,3,86,48,48
Oct,1914,10.6,-3.7,3.4,68,-9999.0,18,36,453,0,5,12,49,0,52
Nov,1914,7.9,-10.4,-1.3,9,-9999.0,86,9,578,0,1,4,0,0,38
Dec,1914,-4.3,-17.8,-11.1,35,-9999.0,345,0,898,0,0,35,0,0,39
Jan,1915,-3.4,-17.0,-10.2,64,-9999.0,319,0,873,0,0,60,0,0,45
Feb,1915,-0.6,-13.8,-7.2,50,-9999.0,215,0,701,0,0,47,0,0,48
Mar,1915,1.5,-11.7,-5.1,23,-9999.0,182,0,717,0,0,22,0,0,49
Apr,1915,10.1,-3.2,3.4,66,-9999.0,19,34,437,0,6,20,71,5,55
May,1915,10.5,-3.0,3.8,79,-9999.0,11,31,441,0,6,34,85,6,55
Jun,1915,16.5,0.3,8.4,43,-9999.0,1,108,289,0,15,3,116,73,50
Jul,1915,20.8,3.0,11.9,17,-9999.0,0,213,190,2,25,0,138,121,47
Aug,1915,19.7,2.0,10.8,33,-9999.0,0,179,224,1,22,1,119,86,47
Sep,1915,15.1,-0.1,7.5,92,-9999.0,2,91,316,1,14,10,77,0,52
Oct,1915,12.1,-4.8,3.7,26,-9999.0,16,39,445,0,4,4,54,28,45
Nov,1915,2.9,-11.0,-4.0,80,-9999.0,152,2,661,0,1,59,0,0,48
Dec,1915,-1.3,-13.8,-7.6,79,-9999.0,246,0,789,0,0,71,0,0,45
Jan,1916,-3.7,-15.6,-9.6,181,-9999.0,302,0,857,0,0,169,0,0,51
Feb,1916,0.7,-13.5,-6.4,73,-9999.0,196,0,679,0,0,68,0,0,45
Mar,1916,6.0,-7.8,-0.9,71,-9999.0,81,10,588,0,1,51,0,0,50
Apr,1916,8.1,-5.9,1.1,71,-9999.0,40,18,507,0,2,46,65,0,51
May,1916,12.6,-3.7,4.5,61,-9999.0,7,39,419,0,4,22,97,36,47
Jun,1916,18.9,-0.4,9.2,19,-9999.0,1,130,264,0,12,1,130,110,43
Jul,1916,21.1,4.5,12.8,58,-9999.0,0,244,161,3,29,1,137,79,50
Aug,1916,18.0,3.5,10.8,72,-9999.0,0,177,226,1,26,3,107,35,55
Sep,1916,15.7,-0.9,7.4,37,-9999.0,2,89,318,1,11,4,80,44,48
Oct,1916,9.2,-4.9,2.2,123,-9999.0,28,25,493,0,4,38,46,0,52
Nov,1916,2.0,-13.5,-5.7,75,-9999.0,191,1,712,0,0,63,0,0,42
Dec,1916,-5.1,-16.5,-10.8,118,-9999.0,337,0,889,0,0,115,0,0,50
Jan,1917,-5.0,-17.6,-11.3,57,-9999.0,353,0,908,0,0,55,0,0,48
Feb,1917,-2.9,-14.4,-8.6,51,-9999.0,248,0,742,0,0,50,0,0,53
Mar,1917,-1.4,-15.8,-8.6,77,-9999.0,268,0,826,0,0,77,0,0,43
Apr,1917,4.1,-8.4,-2.2,127,-9999.0,101,7,604,0,1,118,0,0,53
May,1917,7.7,-3.7,2.0,125,-9999.0,25,18,496,0,4,77,72,0,60
Jun,1917,17.7,-0.2,8.7,9,-9999.0,1,116,279,0,13,0,123,114,46
Jul,1917,21.8,5.1,13.5,61,-9999.0,0,264,140,4,29,1,140,79,50
Aug,1917,19.0,3.1,11.1,40,-9999.0,0,187,216,2,25,1,114,74,51
Sep,1917,16.9,0.5,8.7,26,-9999.0,1,121,279,2,16,2,84,58,49
Oct,1917,10.3,-5.7,2.3,61,-9999.0,27,26,488,0,3,18,49,0,46
Nov,1917,6.7,-7.9,-0.6,29,-9999.0,73,12,557,0,2,12,0,0,48
Dec,1917,2.3,-8.0,-2.9,68,-9999.0,121,5,644,0,2,36,0,0,51
Jan,1918,-4.9,-15.4,-10.2,132,-9999.0,318,0,873,0,0,125,0,0,56
Feb,1918,-1.0,-14.0,-7.5,141,-9999.0,222,0,709,0,0,134,0,0,48
Mar,1918,5.7,-7.6,-1.0,97,-9999.0,83,9,590,0,1,70,0,0,52
Apr,1918,4.9,-7.1,-1.1,66,-9999.0,77,8,572,0,1,57,0,0,56
May,1918,12.4,-2.3,5.0,28,-9999.0,5,47,402,0,7,8,94,66,52
Jun,1918,20.9,3.3,12.1,32,-9999.0,0,214,177,3,25,0,137,105,48
Jul,1918,20.2,4.4,12.3,58,-9999.0,0,228,176,2,29,1,132,74,52
Aug,1918,20.1,3.1,11.6,24,-9999.0,0,204,200,2,25,1,120,96,49
Sep,1918,14.4,0.5,7.4,70,-9999.0,2,90,317,1,16,8,73,3,56
Oct,1918,10.8,-2.7,4.1,81,-9999.0,14,43,434,0,7,10,49,0,55
Nov,1918,0.4,-12.7,-6.2,62,-9999.0,200,0,724,0,0,53,0,0,48
Dec,1918,-3.7,-15.3,-9.5,51,-9999.0,294,0,849,0,0,48,0,0,59
Jan,1919,-2.2,-17.6,-9.9,2,-9999.0,310,0,864,0,0,2,0,0,40
Feb,1919,-4.3,-15.9,-10.1,70,-9999.0,285,0,783,0,0,69,0,0,52
Mar,1919,1.6,-11.5,-5.0,75,-9999.0,179,3,714,0,0,73,0,0,49
Apr,1919,8.8,-4.2,2.3,88,-9999.0,28,26,471,0,4,41,66,0,55
May,1919,15.1,-0.9,7.1,57,-9999.0,2,84,339,0,11,7,107,50,50
Jun,1919,20.3,1.1,10.7,9,-9999.0,0,172,219,2,18,0,136,127,44
Jul,1919,22.7,6.0,14.4,79,-9999.0,0,290,118,6,30,1,144,65,51
Aug,1919,22.5,3.9,13.2,33,-9999.0,0,256,150,4,27,1,132,99,46
Sep,1919,17.8,2.8,10.3,51,-9999.0,1,165,232,3,22,2,85,34,54
Oct,1919,7.0,-6.2,0.4,112,-9999.0,52,15,548,0,2,63,40,0,53
Nov,1919,2.7,-11.7,-4.5,134,-9999.0,163,3,674,0,0,103,0,0,46
Dec,1919,-0.9,-14.7,-7.8,57,-9999.0,252,0,795,0,0,52,0,0,52
Jan,1920,1.7,-13.0,-5.6,42,-9999.0,195,1,733,0,0,31,0,0,44
Feb,1920,-0.5,-12.6,-6.5,78,-9999.0,200,0,683,0,0,73,0,0,52
Mar,1920,1.2,-12.2,-5.5,89,-9999.0,194,0,730,0,0,87,0,0,48
Apr,1920,1.9,-9.0,-3.5,178,-9999.0,136,3,646,0,1,173,0,0,57
May,1920,12.6,-1.5,5.6,46,-9999.0,4,55,386,0,9,11,94,48,54
Jun,1920,16.7,1.2,8.9,27,-9999.0,1,122,273,0,18,1,115,88,52
Jul,1920,20.8,4.0,12.4,51,-9999.0,0,229,175,2,28,1,136,85,50
Aug,1920,18.5,3.1,10.8,49,-9999.0,0,177,225,1,25,2,111,62,53
Sep,1920,15.0,-1.0,7.0,28,-9999.0,2,81,330,0,11,4,78,49,50
Oct,1920,8.6,-5.3,1.6,69,-9999.0,34,22,509,0,3,26,44,0,52
Nov,1920,1.0,-11.0,-5.0,102,-9999.0,175,1,690,0,1,81,0,0,53
Dec,1920,-4.4,-15.5,-9.9,142,-9999.0,304,0,863,0,0,137,0,0,45
Jan,1921,-2.0,-14.2,-8.1,169,-9999.0,258,0,809,0,0,149,0,0,50
Feb,1921,-0.8,-13.4,-7.1,125,-9999.0,213,0,699,0,0,118,0,0,50
Mar,1921,4.6,-7.4,-1.4,158,-9999.0,91,5,604,0,2,123,0,0,55
Apr,1921,5.0,-8.0,-1.5,229,-9999.0,86,5,585,0,1,206,0,0,52
May,1921,12.2,-1.5,5.4,84,-9999.0,5,52,391,0,9,21,92,9,55
Jun,1921,17.8,2.0,9.9,89,-9999.0,0,149,243,1,21,2,120,31,51
Jul,1921,19.9,4.5,12.2,104,-9999.0,0,224,180,2,29,2,130,25,53
Aug,1921,18.6,4.4,11.5,114,-9999.0,0,200,204,2,28,4,109,0,56
Sep,1921,16.7,-0.9,7.9,47,-9999.0,2,100,304,1,11,5,84,38,46
Oct,1921,12.9,-2.7,5.1,111,-9999.0,9,57,401,0,7,8,55,0,49
Nov,1921,5.3,-9.4,-2.0,116,-9999.0,103,4,600,0,1,63,0,0,47
Dec,1921,1.0,-10.4,-4.7,214,-9999.0,168,0,701,0,1,155,0,0,52
Jan,1922,-5.0,-18.4,-11.7,239,-9999.0,366,0,921,0,0,232,0,0,45
Feb,1922,-3.7,-15.4,-9.5,191,-9999.0,266,0,767,0,0,187,0,0,51
Mar,1922,1.9,-12.7,-5.4,160,-9999.0,192,3,728,0,0,157,0,0,45
Apr,1922,5.3,-8.3,-1.5,160,-9999.0,87,9,586,0,1,144,0,0,50
May,1922,11.8,-2.8,4.5,81,-9999.0,7,40,418,0,6,28,92,11,52
Jun,1922,20.2,2.1,11.2,16,-9999.0,0,185,206,2,21,0,135,119,46
Jul,1922,20.4,3.8,12.1,31,-9999.0,0,221,183,2,28,1,134,103,50
Aug,1922,21.1,5.8,13.5,63,-9999.0,0,264,143,5,30,1,121,58,54
Sep,1922,18.1,0.5,9.3,18,-9999.0,1,136,262,2,16,1,89,71,47
Oct,1922,10.6,-5.8,2.4,35,-9999.0,26,27,486,0,3,10,50,15,45
Nov,1922,1.8,-12.4,-5.3,93,-9999.0,182,3,698,0,0,76,0,0,46
Dec,1922,-2.9,-13.1,-8.0,146,-9999.0,258,0,803,0,0,135,0,0,54
Jan,1923,-0.4,-13.9,-7.2,53,-9999.0,235,0,780,0,0,44,0,0,46
Feb,1923,-3.0,-18.9,-11.0,60,-9999.0,310,0,807,0,0,59,0,0,38
Mar,1923,-0.6,-16.0,-8.3,101,-9999.0,263,0,818,0,0,101,0,0,40
Apr,1923,5.3,-7.7,-1.2,55,-9999.0,81,9,577,0,1,48,0,0,52
May,1923,12.4,-1.7,5.4,54,-9999.0,5,51,392,0,9,14,94,39,54
Jun,1923,17.2,0.0,8.6,58,-9999.0,1,112,284,0,13,3,120,62,47
Jul,1923,20.5,5.7,13.1,89,-9999.0,0,252,148,3,30,1,131,42,55
Aug,1923,17.2,3.3,10.3,83,-9999.0,0,161,241,1,26,4,103,20,57
Sep,1923,13.3,-1.0,6.2,42,-9999.0,3,64,356,0,11,7,71,29,54
Oct,1923,6.6,-6.6,0.0,93,-9999.0,59,13,560,0,2,58,39,0,53
Nov,1923,4.0,-10.8,-3.4,19,-9999.0,135,4,640,0,1,13,0,0,45
Dec,1923,-2.4,-16.2,-9.3,67,-9999.0,289,0,843,0,0,64,0,0,57
Jan,1924,-4.7,-18.7,-11.7,49,-9999.0,366,0,920,0,0,47,0,0,43
Feb,1924,1.0,-13.0,-6.0,33,-9999.0,186,1,667,0,0,30,0,0,46
Mar,1924,-3.1,-15.2,-9.1,124,-9999.0,279,0,842,0,0,124,0,0,50
Apr,1924,5.2,-7.6,-1.2,76,-9999.0,80,9,575,0,1,66,0,0,53
May,1924,11.4,-3.2,4.1,63,-9999.0,9,35,432,0,5,25,90,27,52
Jun,1924,19.0,0.9,10.0,10,-9999.0,0,151,241,1,17,0,129,120,46
Jul,1924,20.2,3.8,12.0,31,-9999.0,0,216,187,2,28,1,133,102,51
Aug,1924,21.0,2.6,11.8,16,-9999.0,0,211,194,2,24,0,125,110,46
Sep,1924,16.0,-1.4,7.3,35,-9999.0,2,87,322,1,10,4,82,47,46
Oct,1924,10.3,-4.6,2.9,85,-9999.0,22,31,471,0,4,19,48,0,50
Nov,1924,3.0,-11.1,-4.0,36,-9999.0,152,3,661,0,1,26,0,0,47
Dec,1924,-4.0,-17.6,-10.8,79,-9999.0,337,0,889,0,0,77,0,0,45
Jan,1925,-3.9,-17.2,-10.5,31,-9999.0,328,0,883,0,0,30,0,0,46
Feb,1925,-1.1,-13.1,-7.1,65,-9999.0,213,0,699,0,0,61,0,0,52
Mar,1925,4.0,-9.3,-2.7,43,-9999.0,119,5,643,0,1,38,0,0,51
Apr,1925,9.5,-4.6,2.5,24,-9999.0,26,27,467,0,3,11,69,45,52
May,1925,14.5,0.0,7.3,41,-9999.0,2,88,333,0,14,5,103,62,54
Jun,1925,16.3,1.8,9.1,56,-9999.0,1,125,269,0,20,2,112,56,55
Jul,1925,20.2,5.7,12.9,59,-9999.0,0,247,158,3,30,1,129,70,56
Aug,1925,17.9,4.1,11.0,82,-9999.0,0,183,220,1,27,3,106,23,57
Sep,1925,15.0,0.4,7.7,56,-9999.0,2,96,309,1,15,6,76,20,54
Oct,1925,7.6,-4.9,1.3,115,-9999.0,38,20,519,0,4,49,41,0,56
