Year,Ave Temp,Warmest Month,Coldest Month,Difference,Mean Precip,May-Sep Precip,Heat-Moist I,Summer Heat-Moist I,DDays < 0°C,DDays > 5°C,DDays < 18°C,DDays > 18°C,Frost Free Days,Begin FFP,End FFP,Frost Free Period,Snowfall,Min Temp (30),Max Temp (30),Radiation,Evaporation,Moisture Deficit,Relative Humidity
1914,3.8,12.0,-4.2,16.1,3132,536,4.4,22.3,546,792,5177,5,174,157,275,118,1066,-30,29.9,-9999.0,486,171,70
1915,4.2,13.7,-3.3,17.0,2448,281,5.8,48.9,525,910,5021,10,179,153,271,119,685,-30,29.9,-9999.0,521,189,69
1916,2.3,12.1,-9.4,21.6,2387,356,5.2,34.1,858,703,5723,5,145,171,265,94,1590,-30,29.9,-9999.0,457,117,68
1917,3.0,13.0,-4.8,17.8,2131,447,6.1,29.0,711,766,5463,6,156,167,275,108,1192,-30,29.9,-9999.0,446,115,69
1918,3.3,11.4,-4.2,15.6,2875,371,4.6,30.8,625,780,5339,6,160,172,272,100,1351,-30,29.9,-9999.0,479,105,69
1919,2.7,12.0,-4.7,16.8,2445,346,5.2,34.8,694,692,5573,5,139,172,267,96,1377,-30,29.9,-9999.0,471,142,68
1920,3.0,12.9,-2.8,15.7,2896,843,4.5,15.3,634,725,5475,7,148,184,266,83,874,-30,29.9,-9999.0,423,45,69
1921,2.8,11.3,-4.5,15.8,2872,727,4.5,15.6,684,674,5522,3,155,170,262,93,1459,-30,29.9,-9999.0,411,95,69
1922,2.6,12.2,-5.7,17.9,1933,456,6.5,26.8,849,812,5595,8,151,178,272,94,867,-30,29.9,-9999.0,446,194,67
1923,3.7,12.7,-4.5,17.2,2384,412,5.7,30.9,620,876,5218,8,162,160,266,106,1155,-30,29.9,-9999.0,511,93,66
1924,3.7,11.8,-4.1,15.9,2491,464,5.5,25.4,587,816,5224,6,171,146,270,124,965,-30,29.9,-9999.0,476,97,70
1925,4.2,11.9,-2.8,14.7,2236,404,6.4,29.6,458,836,5012,6,177,149,266,117,959,-30,29.9,-9999.0,489,65,70
1926,4.5,12.2,-2.5,14.7,2611,475,5.6,25.7,402,844,4902,7,187,159,257,97,559,-30,29.9,-9999.0,533,92,70
1927,3.1,12.6,-4.8,17.4,2751,636,4.7,19.8,702,797,5443,7,160,173,275,102,1228,-30,29.9,-9999.0,416,50,71
1928,3.9,12.4,-2.3,14.7,2449,396,5.7,31.2,507,807,5136,6,178,146,267,120,953,-30,29.9,-9999.0,472,111,71
1929,3.0,12.0,-5.7,17.7,1737,438,7.5,27.4,705,760,5453,5,159,163,265,102,876,-30,29.9,-9999.0,436,57,69
1930,3.3,12.8,-7.9,20.7,2187,491,6.1,26.0,642,766,5373,6,161,174,272,98,858,-30,29.9,-9999.0,465,92,69
1931,3.8,12.0,-2.8,14.8,2729,690,5.0,17.4,528,780,5185,6,172,157,275,118,740,-30,29.9,-9999.0,469,99,70
1932,3.2,12.0,-4.9,16.9,2629,461,5.0,26.0,657,735,5406,5,169,162,271,109,1159,-30,29.9,-9999.0,457,88,72
1933,2.9,13.1,-5.4,18.4,2770,787,4.7,16.6,661,718,5477,6,159,176,272,95,1193,-30,29.9,-9999.0,454,74,71
1934,4.5,12.4,-2.6,15.0,2816,683,5.2,18.1,414,842,4904,5,190,148,271,122,740,-30,29.9,-9999.0,518,58,70
1935,3.3,11.4,-4.6,16.0,2654,441,5.0,25.8,616,755,5350,6,159,173,271,99,1435,-30,29.9,-9999.0,467,85,69
1936,3.8,12.8,-6.4,19.2,2181,661,6.3,19.3,636,907,5166,7,180,144,269,125,860,-30,29.9,-9999.0,492,27,69
1937,3.3,12.0,-7.8,19.8,2676,600,5.0,20.0,699,838,5339,7,172,160,278,118,1119,-30,29.9,-9999.0,472,80,70
1938,3.9,12.7,-3.4,16.1,2009,258,6.9,49.1,573,895,5131,9,167,170,284,114,879,-30,29.9,-9999.0,497,224,68
1939,4.2,12.7,-4.2,16.8,3103,536,4.6,23.7,453,822,5012,8,186,162,273,111,890,-30,29.9,-9999.0,481,40,71
1940,4.8,12.8,-1.2,14.0,2792,411,5.3,31.1,428,981,4796,11,191,150,287,137,739,-30,29.9,-9999.0,526,98,70
1941,4.7,13.2,-2.5,15.7,2867,771,5.1,17.1,389,868,4856,8,186,163,272,109,744,-30,29.9,-9999.0,518,89,70
1942,4.0,13.4,-2.9,16.3,2204,365,6.3,36.6,567,924,5101,11,171,154,274,121,851,-30,29.9,-9999.0,486,112,69
1943,3.6,11.7,-6.0,17.7,2112,418,6.4,28.0,599,809,5248,7,164,177,276,99,1083,-30,29.9,-9999.0,484,75,68
1944,4.1,12.2,-2.8,15.0,2200,282,6.4,43.2,527,892,5065,9,173,165,280,116,747,-30,29.9,-9999.0,494,202,68
1945,3.3,12.0,-3.0,15.0,3006,457,4.4,26.2,617,759,5347,6,158,150,262,112,1149,-30,29.9,-9999.0,437,90,68
1946,3.2,12.1,-3.3,15.4,2782,546,4.7,22.1,637,743,5405,6,155,159,272,113,1497,-30,29.9,-9999.0,466,101,69
1947,3.9,11.8,-4.7,16.5,2818,551,4.9,21.5,547,817,5151,6,177,152,273,122,1026,-30,29.9,-9999.0,488,45,70
1948,2.8,11.2,-5.6,16.8,2957,739,4.3,15.1,761,778,5519,6,158,159,270,111,1131,-30,29.9,5.5,417,16,69
1949,2.9,11.0,-7.1,18.2,2470,473,5.2,23.4,764,750,5512,5,155,161,274,113,1349,-30,29.9,6.0,487,62,66
1950,2.4,12.0,-11.4,23.4,3359,365,3.7,32.8,861,757,5677,6,148,185,268,83,1747,-30,29.9,5.2,432,100,68
1951,3.1,12.3,-4.9,17.2,2526,311,5.2,39.6,748,828,5439,7,158,162,271,108,1263,-30,29.9,14.6,489,192,68
1952,3.6,12.2,-4.6,16.8,2784,389,4.9,31.4,604,842,5227,8,171,160,280,120,1480,-30,29.9,9.8,460,80,71
1953,4.0,12.1,-2.0,14.1,3322,640,4.2,18.9,474,800,5099,7,184,158,277,120,1108,-30,29.9,5.3,445,24,73
1954,3.1,11.0,-5.6,16.6,3079,562,4.3,19.6,619,679,5418,4,170,154,283,130,1171,-30,29.9,7.2,387,0,73
1955,2.2,10.8,-4.3,15.1,2632,548,4.6,19.7,806,636,5754,4,151,176,273,97,996,-30,29.9,8.4,380,40,71
1956,3.2,12.2,-5.1,17.2,2760,536,4.8,22.7,663,779,5393,7,160,164,274,109,1534,-30,29.9,13.4,470,168,70
1957,3.3,10.9,-6.7,17.6,2863,756,4.7,14.4,671,795,5343,6,172,143,284,142,1295,-30,29.9,10.8,447,0,70
1958,4.9,14.3,-0.9,15.3,3290,477,4.5,30.1,448,1066,4757,15,192,152,275,123,987,-30,29.9,13.0,519,146,71
1959,3.6,12.2,-2.8,15.0,2855,640,4.8,19.0,543,749,5255,5,173,166,275,109,1224,-30,29.9,10.6,444,30,72
1960,3.5,12.5,-3.8,16.3,3001,527,4.5,23.6,570,759,5288,6,176,156,270,114,1261,-30,29.9,9.0,434,118,73
1961,4.0,14.1,-3.2,17.3,3510,511,4.0,27.6,543,913,5094,13,177,151,264,113,1357,-30,29.9,11.3,470,52,73
1962,3.6,10.9,-2.5,13.4,3182,673,4.3,16.1,508,714,5230,4,178,161,277,116,1155,-30,29.9,8.5,434,25,73
1963,4.1,12.4,-3.7,16.1,3176,615,4.4,20.2,497,830,5077,8,183,158,290,132,993,-30,29.9,11.6,451,13,73
1964,2.6,10.5,-5.1,15.6,2953,730,4.3,14.4,697,636,5592,3,159,174,269,96,1189,-30,29.9,7.6,367,0,73
1965,3.3,12.0,-3.8,15.9,2738,341,4.9,35.3,605,764,5334,6,166,168,265,98,1269,-30,29.9,16.9,457,156,71
1966,3.6,11.7,-3.4,15.1,3044,448,4.5,26.2,529,741,5253,6,170,169,283,114,1184,-30,29.9,8.8,433,36,72
1967,4.0,14.3,-3.0,17.3,2984,302,4.7,47.5,583,974,5084,15,181,155,283,128,1335,-30,29.9,14.4,440,202,72
1968,3.3,12.3,-5.3,17.6,3589,643,3.7,19.1,599,736,5339,6,169,157,277,120,1183,-30,29.9,9.1,393,0,72
1969,3.2,11.1,-8.8,19.9,2927,597,4.5,18.6,707,806,5387,5,175,153,277,124,1723,-30,29.9,12.5,459,54,71
1970,3.2,11.5,-4.0,15.4,2264,368,5.8,31.2,586,692,5386,3,160,165,260,96,810,-30,29.9,13.8,440,88,70
1971,2.6,12.5,-6.2,18.7,3226,541,3.9,23.1,750,712,5596,6,158,167,265,98,1582,-30,29.9,10.7,430,52,72
1972,2.7,12.4,-6.4,18.8,2633,547,4.8,22.7,751,722,5574,5,157,148,259,112,1651,-30,29.9,12.4,407,80,71
1973,2.9,10.5,-4.2,14.7,2956,565,4.4,18.6,646,653,5508,4,160,163,278,115,1181,-30,29.9,11.6,425,48,72
1974,3.3,12.0,-4.6,16.6,3412,498,3.9,24.1,604,752,5347,7,168,167,281,115,1850,-30,29.9,12.4,436,92,72
1975,2.6,11.9,-4.9,16.8,3441,554,3.7,21.5,744,697,5602,5,158,163,272,109,1358,-30,29.9,15.7,386,116,72
1976,3.3,10.4,-3.0,13.3,2446,616,5.4,16.9,550,655,5364,4,172,161,284,124,1549,-30,29.9,4.1,406,0,74
1977,3.4,13.7,-3.9,17.6,2857,574,4.7,23.9,602,753,5338,7,170,169,273,104,790,-30,29.9,14.6,445,25,73
1978,3.5,12.4,-4.5,16.9,2547,667,5.3,18.5,620,814,5282,7,175,167,275,108,1257,-30,29.9,14.6,439,125,73
1979,3.7,12.5,-5.6,18.1,2921,646,4.7,19.4,597,852,5199,8,179,149,285,136,1188,-30,29.9,18.4,437,0,73
1980,3.6,11.1,-5.4,16.5,3140,686,4.3,16.2,560,741,5255,4,186,149,280,131,1147,-30,29.9,10.7,428,0,75
1981,4.0,13.2,-3.0,16.2,3369,850,4.2,15.6,445,785,5086,8,185,143,280,137,1001,-30,29.9,11.5,456,4,74
1982,3.1,11.4,-4.8,16.2,3089,370,4.2,30.7,698,796,5423,6,165,166,278,112,1452,-30,29.9,16.8,402,61,72
1983,3.7,12.2,-5.7,17.9,3525,587,3.9,20.8,529,743,5207,4,183,148,268,120,1306,-30,29.9,14.6,465,13,73
1984,2.9,11.4,-5.1,16.5,3348,662,3.9,17.2,606,636,5491,4,164,163,266,103,1222,-30,29.9,9.3,431,67,74
1985,2.9,13.7,-2.8,16.6,1793,323,7.2,42.5,724,785,5480,8,164,148,264,116,1107,-30,29.9,15.7,453,172,72
1986,3.9,13.9,-3.6,17.5,3142,601,4.4,23.1,495,793,5126,8,187,152,273,121,1073,-30,29.9,10.9,450,80,74
1987,4.5,12.3,-3.2,15.5,2805,536,5.2,23.0,445,888,4926,8,195,152,284,132,1087,-30,29.9,16.4,464,58,73
1988,4.0,12.2,-2.7,14.9,3002,590,4.7,20.7,483,790,5112,6,188,151,278,127,1059,-30,29.9,10.0,432,29,74
1989,3.9,11.4,-5.3,16.7,2508,518,5.6,22.1,549,848,5113,7,190,157,278,121,1080,-30,29.9,18.3,460,24,73
1990,3.8,13.3,-4.9,18.2,3150,496,4.4,26.9,605,921,5152,13,182,146,282,136,893,-30,29.9,15.1,468,133,73
1991,4.1,12.2,-3.2,15.4,2840,560,5.0,21.8,474,816,5072,8,184,152,279,127,1172,-30,29.9,13.2,462,43,73
1992,4.8,12.8,-4.0,16.8,2939,417,5.0,30.8,425,948,4814,9,202,146,271,124,839,-30,29.9,14.1,517,107,73
1993,4.0,11.8,-4.9,16.7,2576,746,5.4,15.9,542,843,5105,6,192,125,277,152,994,-30,29.9,14.4,462,57,73
1994,4.2,13.1,-3.0,16.2,3115,501,4.6,26.2,523,930,5008,11,187,141,284,144,936,-30,29.9,13.3,465,90,73
1995,4.4,12.0,-2.1,14.1,3573,546,4.0,21.9,450,893,4941,8,189,148,285,137,1356,-30,29.9,15.5,480,0,72
1996,3.2,12.4,-4.9,17.3,3093,485,4.3,25.7,633,753,5397,7,168,155,268,113,1279,-30,29.9,12.9,433,58,73
1997,4.2,13.2,-2.5,15.7,3727,1088,3.8,12.1,479,869,5028,9,188,145,282,138,1516,-30,29.9,11.8,457,0,73
1998,4.6,13.5,-3.0,16.5,3329,370,4.4,36.4,487,1014,4871,14,191,148,281,133,995,-30,29.9,15.8,523,107,72
1999,3.4,12.2,-2.8,15.0,3588,506,3.7,24.1,543,711,5329,6,168,178,270,93,1782,-30,29.9,12.1,441,47,73
2000,3.7,11.4,-3.4,14.9,2272,543,6.0,21.1,544,778,5223,6,177,162,277,115,1002,-30,29.9,13.6,438,12,73
2001,3.6,11.8,-3.0,14.8,2711,496,5.0,23.8,511,731,5241,5,176,157,281,124,772,-30,29.9,10.5,429,62,74
2002,3.9,12.6,-2.3,14.9,2610,327,5.3,38.5,508,830,5122,7,177,168,272,104,1208,-30,29.9,17.6,478,112,72
2003,4.2,12.6,-2.4,15.0,3140,339,4.5,37.1,515,917,5029,10,185,158,280,122,1165,-30,29.9,13.5,474,156,72
2004,4.9,13.5,-1.9,15.3,2939,633,5.1,21.3,394,972,4756,11,199,150,275,125,879,-30,29.9,15.3,522,61,73
2005,4.5,12.9,-1.7,14.6,3174,711,4.6,18.2,427,866,4920,8,200,133,274,141,837,-30,29.9,13.8,466,13,74
2006,4.0,12.4,-3.0,15.4,3442,324,4.1,38.3,546,889,5103,9,182,147,276,130,1277,-30,29.9,17.3,467,147,72
2007,3.6,12.5,-3.9,16.3,3660,771,3.7,16.2,546,763,5246,6,184,151,274,123,1546,-30,29.9,7.1,411,0,77
2008,3.2,11.4,-4.4,15.9,2606,540,5.1,21.2,637,739,5396,6,178,141,279,138,1282,-30,29.9,9.2,386,14,76
2009,3.7,13.7,-3.9,17.5,2662,552,5.2,24.8,624,922,5192,11,176,158,280,121,938,-30,29.9,14.5,464,95,73
2010,4.2,12.5,-1.9,14.5,3546,567,4.0,22.1,437,823,5018,8,196,155,286,131,1079,-30,29.9,13.1,445,118,76
2011,3.3,12.4,-3.5,15.9,2972,642,4.5,19.3,600,764,5341,8,178,153,287,134,1538,-30,29.9,-9999.0,364,83,76
2012,3.9,13.2,-2.7,15.9,3325,403,4.2,32.8,532,868,5122,11,189,149,281,131,1347,-30,29.9,-9999.0,444,163,76
2013,4.5,13.1,-2.4,15.5,2167,773,6.7,16.9,465,937,4921,10,198,137,285,148,937,-30,29.9,-9999.0,469,101,75
2014,4.8,14.0,-3.9,17.9,2944,406,5.0,34.5,490,1065,4807,15,206,124,290,166,862,-30,29.9,-9999.0,464,105,75
2015,5.5,13.7,-2.0,15.8,2522,384,6.2,35.8,367,1108,4546,13,219,133,282,149,630,-30,29.9,-9999.0,539,230,74
2016,4.9,13.5,-4.5,18.0,3668,527,4.1,25.7,426,983,4759,9,219,136,281,145,937,-30,29.9,-9999.0,497,59,77
2017,4.2,14.6,-3.5,18.1,2684,384,5.3,38.1,568,1001,5017,16,191,132,286,153,1285,-30,29.9,-9999.0,466,158,74
2018,4.7,13.8,-2.7,16.5,2792,584,5.3,23.6,476,1012,4852,13,198,131,281,150,737,-30,29.9,-9999.0,489,238,73
2019,4.5,13.3,-5.5,18.8,2130,544,6.8,24.5,487,982,4893,10,195,135,283,148,681,-30,29.9,-9999.0,497,155,73
