Month,Year,Max Temp,Min Temp,Ave Temp,Precipitation,Radiation,DDays < 0°C,DDays > 5°C,DDays < 18°C,DDays > 18°C,Frost Free Days,Snowfall,Evaporation,Moisture Deficit,Relative Humidity
Nov,1904,5.3,-2.6,1.3,104,-9999.0,42,23,500,0,8,25,14,0,71
Dec,1904,-0.5,-7.2,-3.8,100,-9999.0,144,6,673,0,2,64,0,0,72
Jan,1905,-2.6,-9.8,-6.2,123,-9999.0,210,3,750,0,1,96,0,0,69
Feb,1905,-2.6,-14.4,-8.5,86,-9999.0,246,2,739,0,0,83,0,0,52
Mar,1905,6.3,-4.6,0.9,69,-9999.0,52,24,533,0,4,31,36,0,61
Apr,1905,9.4,-3.1,3.2,46,-9999.0,20,35,445,1,6,16,58,12,57
May,1905,12.5,-1.2,5.7,123,-9999.0,4,57,382,1,10,28,85,0,55
Jun,1905,16.3,2.2,9.3,101,-9999.0,0,131,263,1,22,4,104,3,56
Jul,1905,23.5,4.4,13.9,49,-9999.0,0,278,128,5,29,0,141,92,45
Aug,1905,22.6,4.9,13.7,10,-9999.0,0,272,134,6,29,0,116,106,48
Sep,1905,16.2,2.6,9.4,64,-9999.0,1,140,259,2,21,4,64,0,57
Oct,1905,4.5,-3.4,0.6,189,-9999.0,49,16,543,0,6,102,23,0,71
Nov,1905,0.8,-6.1,-2.6,137,-9999.0,117,7,618,0,3,83,0,0,72
Dec,1905,-1.8,-9.4,-5.6,89,-9999.0,192,4,728,0,1,71,0,0,72
Jan,1906,-1.1,-8.6,-4.9,201,-9999.0,175,5,710,0,2,136,0,0,69
Feb,1906,0.8,-8.4,-3.8,127,-9999.0,133,6,607,0,1,98,0,0,63
Mar,1906,2.5,-10.1,-3.8,35,-9999.0,148,6,678,0,1,33,0,0,52
Apr,1906,11.3,-2.8,4.2,50,-9999.0,14,47,414,1,6,11,65,15,53
May,1906,12.8,0.7,6.7,101,-9999.0,2,77,349,1,16,14,84,0,61
Jun,1906,15.5,2.3,8.9,81,-9999.0,1,121,274,1,22,4,99,18,58
Jul,1906,25.4,6.4,15.9,22,-9999.0,0,339,78,13,30,0,150,128,46
Aug,1906,21.2,4.4,12.8,45,-9999.0,0,243,163,4,28,1,109,64,50
Sep,1906,16.8,1.7,9.3,32,-9999.0,1,136,263,2,19,2,67,35,53
Oct,1906,9.4,0.2,4.8,92,-9999.0,11,53,411,0,15,8,30,0,69
Nov,1906,0.2,-6.6,-3.2,224,-9999.0,130,6,635,0,3,147,0,0,72
Dec,1906,-0.5,-7.6,-4.0,144,-9999.0,149,6,680,0,2,95,0,0,68
Jan,1907,-8.1,-17.5,-12.8,170,-9999.0,399,0,954,0,0,166,0,0,59
Feb,1907,1.0,-7.9,-3.5,146,-9999.0,126,7,598,0,1,108,0,0,64
Mar,1907,2.3,-7.0,-2.4,133,-9999.0,113,10,634,0,2,115,0,0,64
Apr,1907,6.5,-5.0,0.8,130,-9999.0,45,17,517,0,3,90,49,0,59
May,1907,13.6,-0.1,6.8,78,-9999.0,2,77,349,1,14,11,89,12,56
Jun,1907,15.7,3.2,9.5,130,-9999.0,0,136,257,1,24,5,98,0,60
Jul,1907,21.2,4.5,12.9,60,-9999.0,0,245,159,3,29,1,128,68,50
Aug,1907,17.6,3.6,10.6,110,-9999.0,0,173,230,1,27,4,93,0,56
Sep,1907,14.4,1.9,8.2,113,-9999.0,1,107,296,2,20,10,58,0,60
Oct,1907,11.9,-0.8,5.6,18,-9999.0,8,64,387,1,12,1,37,18,58
Nov,1907,3.1,-4.4,-0.6,111,-9999.0,74,13,559,0,5,45,0,0,71
Dec,1907,-0.8,-8.1,-4.4,135,-9999.0,160,5,692,0,2,94,0,0,71
Jan,1908,-1.4,-10.3,-5.8,95,-9999.0,201,3,740,0,1,72,0,0,63
Feb,1908,-0.3,-10.4,-5.3,151,-9999.0,169,4,649,0,1,132,0,0,59
Mar,1908,2.4,-7.1,-2.4,142,-9999.0,112,10,633,0,2,123,0,0,63
Apr,1908,8.9,-2.5,3.2,88,-9999.0,20,35,444,1,7,30,56,0,60
May,1908,10.8,0.7,5.7,152,-9999.0,4,57,381,1,16,34,73,0,66
Jun,1908,16.3,2.7,9.5,101,-9999.0,0,137,256,1,23,3,103,2,57
Jul,1908,23.8,5.5,14.6,32,-9999.0,0,297,111,7,30,0,141,109,47
Aug,1908,21.1,3.4,12.2,28,-9999.0,0,225,181,3,26,1,110,82,48
Sep,1908,17.3,1.8,9.5,49,-9999.0,1,143,255,2,19,3,68,19,52
Oct,1908,7.3,-1.6,2.8,153,-9999.0,22,31,472,0,10,35,27,0,69
Nov,1908,3.8,-4.8,-0.5,86,-9999.0,72,13,556,0,4,34,0,0,67
Dec,1908,-2.5,-10.3,-6.4,94,-9999.0,215,3,753,0,1,80,0,0,70
Jan,1909,-5.9,-14.9,-10.4,262,-9999.0,325,1,880,0,0,249,0,0,61
Feb,1909,-0.5,-8.1,-4.3,147,-9999.0,145,5,621,0,1,120,0,0,69
Mar,1909,4.1,-7.2,-1.6,41,-9999.0,94,12,608,0,2,32,0,0,58
Apr,1909,4.9,-5.4,-0.2,69,-9999.0,61,13,547,0,3,55,0,0,62
May,1909,11.0,-0.2,5.4,65,-9999.0,5,52,390,1,13,17,76,11,63
Jun,1909,18.3,3.4,10.8,60,-9999.0,0,176,216,2,25,1,113,53,54
Jul,1909,21.2,4.3,12.7,96,-9999.0,0,240,164,2,28,1,128,32,50
Aug,1909,22.3,3.0,12.6,13,-9999.0,0,238,168,3,25,0,117,103,44
Sep,1909,17.9,2.6,10.3,71,-9999.0,1,164,233,3,22,3,70,0,53
Oct,1909,8.6,-1.1,3.8,66,-9999.0,16,40,443,0,12,10,30,0,67
Nov,1909,2.3,-4.3,-1.0,309,-9999.0,82,12,571,0,5,138,0,0,74
Dec,1909,-5.6,-12.8,-9.2,98,-9999.0,287,1,840,0,0,94,0,0,67
Jan,1910,-2.7,-11.4,-7.0,131,-9999.0,232,2,776,0,1,109,0,0,64
Feb,1910,-3.5,-14.2,-8.8,162,-9999.0,252,1,748,0,0,158,0,0,55
Mar,1910,7.3,-3.7,1.8,79,-9999.0,41,31,503,0,6,24,38,0,61
Apr,1910,12.1,-1.1,5.5,83,-9999.0,9,65,377,1,11,10,67,0,57
May,1910,15.9,0.7,8.3,84,-9999.0,1,114,301,2,16,6,100,15,53
Jun,1910,18.9,2.2,10.5,35,-9999.0,0,166,226,2,21,1,118,83,49
Jul,1910,24.6,5.1,14.9,18,-9999.0,0,303,104,8,29,0,147,129,44
Aug,1910,19.9,2.8,11.4,12,-9999.0,0,196,207,2,24,0,105,93,49
Sep,1910,15.6,2.0,8.8,78,-9999.0,1,123,277,2,20,6,62,0,57
Oct,1910,10.0,0.6,5.3,158,-9999.0,9,60,395,1,17,10,31,0,68
Nov,1910,2.2,-3.7,-0.8,256,-9999.0,76,13,563,0,6,107,0,0,77
Dec,1910,0.1,-6.3,-3.1,122,-9999.0,126,8,651,0,3,68,0,0,66
Jan,1911,-3.7,-12.6,-8.1,178,-9999.0,258,2,810,0,0,158,0,0,62
Feb,1911,-1.3,-12.9,-7.1,87,-9999.0,213,2,698,0,0,82,0,0,53
Mar,1911,6.1,-5.9,0.1,85,-9999.0,63,19,556,0,3,48,36,0,57
Apr,1911,8.0,-4.9,1.5,48,-9999.0,35,22,494,0,3,28,55,6,55
May,1911,10.6,-0.3,5.2,152,-9999.0,5,49,398,1,13,42,74,0,64
Jun,1911,18.6,3.7,11.1,112,-9999.0,0,185,206,2,26,2,114,1,54
Jul,1911,21.2,4.2,12.7,28,-9999.0,0,241,164,3,28,0,128,100,49
Aug,1911,19.0,2.7,10.9,58,-9999.0,0,180,223,1,24,2,101,43,51
Sep,1911,13.7,1.1,7.4,118,-9999.0,2,89,319,1,17,14,57,0,59
Oct,1911,8.4,-4.3,2.0,14,-9999.0,30,24,496,0,4,4,31,18,56
Nov,1911,-1.6,-10.2,-5.9,200,-9999.0,195,3,717,0,1,171,0,0,64
Dec,1911,-3.5,-11.3,-7.4,95,-9999.0,242,2,784,0,1,86,0,0,73
Jan,1912,-3.3,-11.9,-7.6,95,-9999.0,247,2,795,0,1,82,0,0,64
Feb,1912,0.9,-8.2,-3.6,57,-9999.0,129,6,601,0,1,43,0,0,63
Mar,1912,2.2,-11.2,-4.5,71,-9999.0,167,5,699,0,0,68,0,0,49
Apr,1912,9.0,-3.9,2.6,59,-9999.0,25,29,463,0,4,25,57,0,56
May,1912,13.7,-0.1,6.8,31,-9999.0,2,77,348,1,14,4,89,59,56
Jun,1912,20.2,3.4,11.8,71,-9999.0,0,205,187,3,25,1,124,53,49
Jul,1912,18.5,4.1,11.3,83,-9999.0,0,194,208,1,28,2,112,29,56
Aug,1912,18.1,4.0,11.0,56,-9999.0,0,185,218,1,27,2,94,38,56
Sep,1912,12.7,-1.3,5.7,75,-9999.0,4,57,369,1,10,14,56,0,54
Oct,1912,5.3,-3.4,1.0,106,-9999.0,43,18,530,0,6,50,24,0,68
Nov,1912,2.7,-4.5,-0.9,177,-9999.0,79,12,567,0,5,77,0,0,72
Dec,1912,-1.4,-9.0,-5.2,114,-9999.0,182,4,717,0,1,88,0,0,67
Jan,1913,-4.2,-15.1,-9.7,190,-9999.0,302,1,857,0,0,177,0,0,54
Feb,1913,-3.9,-16.0,-10.0,36,-9999.0,273,1,779,0,0,36,0,0,50
Mar,1913,-0.7,-10.9,-5.8,140,-9999.0,201,4,739,0,0,137,0,0,58
Apr,1913,8.7,-4.3,2.2,40,-9999.0,28,27,473,0,4,19,57,16,55
May,1913,12.7,-0.1,6.3,58,-9999.0,3,68,363,1,14,10,84,27,58
Jun,1913,17.7,3.7,10.7,109,-9999.0,0,172,220,2,26,2,109,0,57
Jul,1913,20.3,3.8,12.1,48,-9999.0,0,219,185,2,28,1,123,75,50
Aug,1913,21.3,4.5,12.9,41,-9999.0,0,247,159,4,28,1,110,68,50
Sep,1913,16.9,-0.1,8.4,54,-9999.0,1,112,290,2,14,5,69,14,48
Oct,1913,6.2,-3.4,1.4,64,-9999.0,38,20,517,0,6,26,26,0,65
Nov,1913,2.2,-4.7,-1.3,157,-9999.0,86,11,578,0,5,74,0,0,73
Dec,1913,-2.2,-9.9,-6.0,6,-9999.0,204,3,742,0,1,5,0,0,68
Jan,1914,-0.2,-7.7,-4.0,244,-9999.0,151,6,682,0,2,145,0,0,69
Feb,1914,-1.4,-12.3,-6.8,103,-9999.0,207,3,692,0,0,97,0,0,55
Mar,1914,4.7,-6.6,-0.9,118,-9999.0,82,14,589,0,2,85,0,0,58
Apr,1914,8.8,-2.5,3.1,95,-9999.0,21,35,446,1,7,33,55,0,61
May,1914,14.5,0.2,7.4,52,-9999.0,2,90,330,2,15,6,93,41,55
Jun,1914,16.6,2.7,9.7,91,-9999.0,0,142,251,1,23,3,104,14,57
Jul,1914,23.8,5.0,14.4,44,-9999.0,0,290,117,6,29,0,142,97,46
Aug,1914,22.6,3.4,13.0,25,-9999.0,0,250,156,4,26,0,118,93,44
Sep,1914,14.4,1.4,7.9,98,-9999.0,2,101,303,1,18,10,59,0,58
Oct,1914,7.4,0.0,3.7,173,-9999.0,16,39,445,0,15,26,26,0,74
Nov,1914,3.2,-3.7,-0.2,164,-9999.0,67,15,547,0,6,61,0,0,74
Dec,1914,-5.0,-15.0,-10.0,9,-9999.0,312,1,864,0,0,8,0,0,68
Jan,1915,-3.1,-12.4,-7.7,32,-9999.0,249,2,798,0,0,28,0,0,61
Feb,1915,1.5,-7.4,-2.9,80,-9999.0,113,8,582,0,2,55,0,0,65
Mar,1915,6.6,-5.8,0.4,47,-9999.0,58,21,546,0,3,24,38,0,55
Apr,1915,12.3,-1.5,5.4,84,-9999.0,9,64,378,1,10,10,68,0,55
May,1915,11.8,1.5,6.6,110,-9999.0,2,74,353,1,19,17,77,0,66
Jun,1915,16.5,2.1,9.3,77,-9999.0,0,132,262,1,21,3,105,28,55
Jul,1915,19.5,4.0,11.8,78,-9999.0,0,210,194,1,28,2,118,41,53
Aug,1915,25.3,6.3,15.8,21,-9999.0,0,336,84,15,30,0,128,106,46
Sep,1915,13.5,1.2,7.4,94,-9999.0,2,88,320,1,18,11,56,0,60
Oct,1915,9.2,0.0,4.6,88,-9999.0,11,50,417,0,15,8,30,0,69
Nov,1915,0.2,-6.8,-3.3,159,-9999.0,134,6,639,0,2,106,0,0,71
Dec,1915,-2.4,-11.1,-6.8,154,-9999.0,225,3,765,0,1,134,0,0,58
Jan,1916,-11.2,-21.3,-16.3,171,-9999.0,505,0,1060,0,0,170,0,0,55
Feb,1916,-0.7,-11.0,-5.9,151,-9999.0,183,3,664,0,0,136,0,0,58
Mar,1916,3.2,-5.6,-1.2,221,-9999.0,87,13,598,0,3,167,0,0,66
Apr,1916,8.3,-3.6,2.3,78,-9999.0,27,27,470,0,5,36,55,0,58
May,1916,9.8,-1.7,4.1,62,-9999.0,9,34,432,1,9,25,73,11,61
Jun,1916,16.6,2.0,9.3,128,-9999.0,0,132,262,1,21,5,106,0,55
Jul,1916,20.8,4.2,12.5,55,-9999.0,0,234,171,2,28,1,125,71,50
Aug,1916,21.0,3.7,12.3,47,-9999.0,0,229,177,3,27,1,110,63,48
Sep,1916,15.4,0.9,8.2,71,-9999.0,1,107,296,2,17,6,63,0,54
Oct,1916,8.6,-3.9,2.3,35,-9999.0,27,26,488,0,5,10,31,0,56
Nov,1916,-0.1,-8.7,-4.4,102,-9999.0,161,4,672,0,1,77,0,0,65
Dec,1916,-6.5,-15.5,-11.0,97,-9999.0,343,1,895,0,0,95,0,0,64
Jan,1917,-3.8,-12.8,-8.3,72,-9999.0,262,2,815,0,0,64,0,0,62
Feb,1917,-2.1,-11.4,-6.7,82,-9999.0,204,3,689,0,0,77,0,0,61
Mar,1917,-0.8,-11.6,-6.2,128,-9999.0,213,3,753,0,0,127,0,0,56
Apr,1917,3.8,-5.1,-0.6,122,-9999.0,68,11,559,0,3,103,0,0,66
May,1917,12.8,-0.6,6.1,66,-9999.0,3,64,369,1,12,13,86,20,57
Jun,1917,16.2,1.4,8.8,79,-9999.0,1,119,276,1,19,4,105,25,54
Jul,1917,24.8,4.4,14.6,8,-9999.0,0,296,111,7,29,0,149,141,42
Aug,1917,23.2,3.0,13.1,17,-9999.0,0,252,154,4,25,0,121,104,42
Sep,1917,17.6,2.2,9.9,47,-9999.0,1,154,244,3,20,2,69,22,52
Oct,1917,10.0,-3.0,3.5,40,-9999.0,18,37,452,0,7,7,34,0,56
Nov,1917,4.2,-3.1,0.6,27,-9999.0,53,18,523,0,7,8,13,0,73
Dec,1917,-0.4,-8.7,-4.6,365,-9999.0,164,5,697,0,1,259,0,0,61
Jan,1918,-2.2,-10.0,-6.1,112,-9999.0,208,3,748,0,1,87,0,0,67
Feb,1918,-2.4,-13.1,-7.7,132,-9999.0,228,2,716,0,0,126,0,0,56
Mar,1918,4.6,-5.9,-0.7,126,-9999.0,77,16,581,0,3,87,0,0,61
Apr,1918,9.4,-5.2,2.1,42,-9999.0,29,26,477,0,3,21,60,18,50
May,1918,12.0,-1.8,5.1,46,-9999.0,5,47,401,1,8,13,83,37,55
Jun,1918,21.0,2.9,12.0,32,-9999.0,0,209,182,3,24,0,129,97,46
Jul,1918,22.5,5.2,13.8,61,-9999.0,0,274,131,5,30,1,134,73,49
Aug,1918,18.8,4.4,11.6,62,-9999.0,0,203,201,2,28,2,97,35,56
Sep,1918,19.9,2.0,10.9,48,-9999.0,0,184,213,4,20,2,77,29,47
Oct,1918,9.3,1.2,5.2,116,-9999.0,9,59,397,0,18,8,29,0,72
Nov,1918,1.4,-6.0,-2.3,84,-9999.0,110,8,609,0,3,48,0,0,70
Dec,1918,-0.8,-8.3,-4.6,100,-9999.0,163,5,696,0,1,71,0,0,66
Jan,1919,-0.4,-9.5,-4.9,154,-9999.0,176,5,711,0,1,105,0,0,63
Feb,1919,-1.8,-10.9,-6.3,219,-9999.0,195,3,678,0,0,202,0,0,62
Mar,1919,3.1,-9.2,-3.1,105,-9999.0,129,8,655,0,1,96,0,0,53
Apr,1919,9.9,-3.0,3.5,69,-9999.0,18,38,437,1,6,21,60,0,56
May,1919,13.1,-0.2,6.5,61,-9999.0,3,71,358,1,13,10,86,25,57
Jun,1919,20.0,1.6,10.8,29,-9999.0,0,174,218,2,19,0,125,96,45
Jul,1919,24.7,4.0,14.3,11,-9999.0,0,289,118,6,28,0,148,137,42
Aug,1919,23.3,4.3,13.8,32,-9999.0,0,274,131,6,28,0,120,88,45
Sep,1919,15.9,0.5,8.2,19,-9999.0,1,108,294,2,16,2,65,46,52
Oct,1919,4.4,-5.8,-0.7,45,-9999.0,72,11,582,0,3,32,0,0,62
Nov,1919,-0.6,-8.9,-4.8,95,-9999.0,169,4,682,0,1,74,0,0,65
Dec,1919,-4.5,-13.9,-9.2,79,-9999.0,288,1,840,0,0,75,0,0,69
Jan,1920,-1.5,-10.2,-5.8,99,-9999.0,201,3,740,0,1,75,0,0,64
Feb,1920,0.8,-11.6,-5.4,20,-9999.0,172,4,652,0,0,17,0,0,51
Mar,1920,1.7,-7.7,-3.0,128,-9999.0,128,8,653,0,1,116,0,0,63
Apr,1920,4.7,-4.4,0.2,128,-9999.0,54,14,535,0,4,97,43,0,66
May,1920,10.7,-1.1,4.8,86,-9999.0,6,44,409,1,10,27,76,0,60
Jun,1920,16.0,1.2,8.6,48,-9999.0,1,114,282,1,18,3,104,55,54
Jul,1920,25.0,5.5,15.2,42,-9999.0,0,318,95,9,30,0,148,106,44
Aug,1920,22.3,4.7,13.5,43,-9999.0,0,265,141,5,28,1,115,72,48
Sep,1920,15.0,1.7,8.3,108,-9999.0,1,112,290,2,19,9,61,0,58
Oct,1920,6.7,-1.3,2.7,82,-9999.0,23,30,476,0,11,20,26,0,72
Nov,1920,1.6,-6.3,-2.3,93,-9999.0,111,8,610,0,3,54,0,0,69
Dec,1920,-1.4,-8.0,-4.7,140,-9999.0,166,5,700,0,2,101,0,0,60
Jan,1921,-1.3,-9.9,-5.6,155,-9999.0,195,4,733,0,1,115,0,0,64
Feb,1921,1.1,-8.5,-3.7,133,-9999.0,130,6,603,0,1,101,0,0,62
Mar,1921,2.3,-6.8,-2.2,159,-9999.0,109,10,629,0,2,136,0,0,64
Apr,1921,6.3,-3.8,1.2,91,-9999.0,39,20,503,0,5,57,48,0,63
May,1921,14.1,-0.2,6.9,14,-9999.0,2,81,343,1,13,2,92,78,55
Jun,1921,18.5,4.1,11.3,57,-9999.0,0,190,202,2,26,1,113,56,56
Jul,1921,22.8,3.2,13.0,24,-9999.0,0,248,157,3,26,0,138,114,43
Aug,1921,22.6,3.6,13.1,21,-9999.0,0,253,154,4,26,0,117,96,45
Sep,1921,11.8,-1.1,5.4,45,-9999.0,5,51,380,1,11,9,53,7,58
Oct,1921,10.8,-1.2,4.8,70,-9999.0,11,53,410,0,11,6,35,0,60
Nov,1921,1.0,-6.5,-2.7,157,-9999.0,120,7,622,0,3,97,0,0,70
Dec,1921,-3.6,-12.2,-7.9,131,-9999.0,255,2,800,0,0,120,0,0,72
Jan,1922,-5.8,-16.2,-11.0,63,-9999.0,344,1,899,0,0,60,0,0,56
Feb,1922,-4.1,-16.6,-10.4,85,-9999.0,293,1,790,0,0,84,0,0,49
Mar,1922,1.5,-8.9,-3.7,79,-9999.0,146,6,676,0,1,74,0,0,59
Apr,1922,5.2,-5.1,0.1,109,-9999.0,56,14,538,0,3,84,45,0,62
May,1922,12.7,-1.5,5.6,43,-9999.0,4,55,386,1,9,10,86,44,54
Jun,1922,21.6,3.8,12.7,21,-9999.0,0,230,157,4,26,0,131,110,47
Jul,1922,23.0,3.8,13.4,30,-9999.0,0,261,142,4,28,0,139,109,44
Aug,1922,23.2,5.6,14.4,27,-9999.0,0,292,115,8,29,0,118,91,48
Sep,1922,17.9,2.6,10.3,55,-9999.0,1,164,233,3,21,3,70,15,53
Oct,1922,10.4,-1.1,4.6,87,-9999.0,11,51,415,0,11,8,34,0,61
Nov,1922,0.1,-7.8,-3.8,60,-9999.0,147,5,654,0,2,42,0,0,68
Dec,1922,-6.2,-14.4,-10.3,251,-9999.0,321,1,873,0,0,243,0,0,64
Jan,1923,-1.3,-8.6,-4.9,199,-9999.0,177,5,712,0,2,137,0,0,69
Feb,1923,-3.4,-16.1,-9.7,61,-9999.0,270,1,773,0,0,60,0,0,48
Mar,1923,2.6,-9.7,-3.5,54,-9999.0,141,7,669,0,1,50,0,0,53
Apr,1923,8.4,-5.0,1.7,42,-9999.0,34,23,490,0,3,23,56,15,53
May,1923,12.4,-0.3,6.0,136,-9999.0,3,63,372,1,13,27,83,0,59
Jun,1923,16.0,3.5,9.7,109,-9999.0,0,144,248,1,25,3,100,0,60
Jul,1923,23.3,6.2,14.8,40,-9999.0,0,301,107,8,30,0,137,97,50
Aug,1923,21.3,4.3,12.8,42,-9999.0,0,243,163,4,28,1,110,68,49
Sep,1923,18.9,0.3,9.6,15,-9999.0,1,145,253,3,15,1,75,60,44
Oct,1923,9.6,-2.7,3.5,67,-9999.0,18,37,452,0,7,11,33,0,58
Nov,1923,2.4,-5.0,-1.3,90,-9999.0,88,11,580,0,4,43,0,0,71
Dec,1923,-1.7,-10.3,-6.0,148,-9999.0,203,3,740,0,1,122,0,0,64
Jan,1924,-5.4,-15.0,-10.2,104,-9999.0,319,1,873,0,0,98,0,0,59
Feb,1924,3.2,-5.3,-1.1,107,-9999.0,77,13,530,0,3,49,0,0,67
Mar,1924,2.7,-7.7,-2.5,69,-9999.0,115,9,637,0,1,61,0,0,60
Apr,1924,7.4,-5.0,1.2,38,-9999.0,39,20,504,0,3,24,53,15,56
May,1924,17.7,-0.7,8.5,21,-9999.0,1,120,294,2,12,1,111,90,44
Jun,1924,17.5,1.2,9.3,85,-9999.0,0,133,260,1,18,3,112,26,50
Jul,1924,23.8,4.2,14.0,25,-9999.0,0,279,127,5,28,0,143,119,44
Aug,1924,20.3,3.8,12.1,49,-9999.0,0,219,186,2,27,1,106,57,50
Sep,1924,17.8,0.0,8.9,46,-9999.0,1,125,274,2,14,3,72,26,46
Oct,1924,8.9,-1.7,3.6,105,-9999.0,17,38,448,0,10,17,31,0,63
Nov,1924,-0.1,-6.7,-3.4,236,-9999.0,135,6,640,0,2,159,0,0,73
Dec,1924,-7.0,-16.5,-11.7,123,-9999.0,365,1,918,0,0,121,0,0,64
Jan,1925,-1.2,-9.5,-5.4,211,-9999.0,188,4,725,0,1,152,0,0,65
Feb,1925,2.6,-4.9,-1.2,160,-9999.0,79,13,533,0,4,76,0,0,71
Mar,1925,3.8,-6.3,-1.3,111,-9999.0,88,13,599,0,2,84,0,0,62
Apr,1925,10.6,-3.2,3.7,45,-9999.0,17,41,428,1,6,12,63,18,54
May,1925,15.5,0.5,8.0,92,-9999.0,1,107,310,2,16,7,98,6,53
Jun,1925,18.5,3.2,10.8,82,-9999.0,0,176,215,2,24,1,114,32,53
Jul,1925,24.9,5.5,15.2,35,-9999.0,0,317,96,9,30,0,148,113,45
Aug,1925,21.2,3.9,12.6,44,-9999.0,0,236,170,3,27,1,110,67,49
Sep,1925,15.6,1.7,8.7,75,-9999.0,1,120,280,2,19,6,63,0,56
Oct,1925,7.0,-4.9,1.0,30,-9999.0,42,18,528,0,4,14,29,0,57
