Year,Ave Temp,Warmest Month,Coldest Month,Difference,Mean Precip,May-Sep Precip,Heat-Moist I,Summer Heat-Moist I,DDays < 0°C,DDays > 5°C,DDays < 18°C,DDays > 18°C,Frost Free Days,Begin FFP,End FFP,Frost Free Period,Snowfall,Min Temp (30),Max Temp (30),Radiation,Evaporation,Moisture Deficit,Relative Humidity
1938,1.5,13.0,-8.8,21.7,1248,306,9.2,42.4,1273,931,6006,12,123,183,251,68,785,-42.5,32.7,-9999.0,628,243,55
1939,2.1,14.1,-13.1,27.1,797,230,15.2,61.3,1094,926,5767,12,114,172,245,73,681,-42.5,32.7,-9999.0,658,332,51
1940,2.5,14.4,-9.1,23.6,1265,294,9.9,49.1,1106,1074,5626,18,124,179,256,76,630,-42.5,32.7,-9999.0,697,384,53
1941,1.6,13.9,-9.5,23.4,1209,420,9.6,33.0,1133,832,5953,10,116,171,228,58,548,-42.5,32.7,-9999.0,593,100,55
1942,0.5,14.2,-13.3,27.4,1144,258,9.2,54.9,1492,841,6357,12,104,189,237,48,684,-42.5,32.7,-9999.0,627,337,52
1943,1.5,13.8,-10.6,24.4,1021,185,11.3,74.4,1261,897,5997,12,112,197,241,43,1008,-42.5,32.7,-9999.0,641,345,52
1944,0.6,12.7,-12.0,24.7,1031,334,10.2,38.0,1449,779,6344,6,102,172,232,60,491,-42.5,32.7,-9999.0,569,290,52
1945,0.7,13.5,-10.1,23.5,1284,474,8.3,28.4,1341,748,6288,7,109,159,233,73,712,-42.5,32.7,-9999.0,531,131,57
1946,1.5,14.6,-11.6,26.2,979,212,11.7,69.1,1220,892,6009,15,110,195,231,36,663,-42.5,32.7,-9999.0,613,361,54
1947,1.4,14.5,-12.1,26.6,1002,356,11.4,40.8,1284,896,6036,12,121,165,244,79,616,-42.5,32.7,-9999.0,572,193,55
1948,0.9,13.2,-11.4,24.6,1123,234,9.7,56.4,1462,936,6207,12,115,180,240,61,585,-42.5,32.7,17.8,596,315,53
1949,1.3,13.8,-17.3,31.1,1041,252,10.9,54.9,1390,956,6069,15,120,163,243,80,835,-42.5,32.7,18.7,670,342,52
1950,1.4,12.2,-10.0,22.2,1196,284,9.5,42.8,1132,737,6044,6,105,199,243,43,801,-42.5,32.7,19.1,549,265,56
1951,0.5,13.8,-10.9,24.8,1197,281,8.8,49.2,1414,757,6367,8,102,171,230,60,693,-42.5,32.7,20.0,599,227,55
1952,1.0,13.2,-11.1,24.3,797,187,13.8,70.8,1481,963,6178,12,110,173,244,70,765,-42.5,32.7,19.1,676,434,49
1953,2.2,14.8,-9.4,24.2,895,217,13.6,68.3,1032,920,5768,15,107,190,238,48,582,-42.5,32.7,19.8,594,374,52
1954,2.0,15.0,-10.2,25.2,972,252,12.4,59.5,1084,872,5829,13,106,179,235,57,617,-42.5,32.7,19.4,648,312,52
1955,0.5,14.4,-12.7,27.1,1203,279,8.7,51.5,1551,896,6366,14,109,179,238,59,515,-42.5,32.7,20.9,581,258,53
1956,1.1,14.0,-13.0,27.0,921,140,12.0,100.0,1413,934,6150,11,112,162,232,70,913,-42.5,32.7,22.1,661,426,51
1957,1.3,14.0,-14.0,28.0,1085,298,10.4,47.1,1324,909,6089,13,119,164,234,70,672,-42.5,32.7,16.6,569,278,54
1958,2.4,14.9,-10.3,25.2,922,148,13.5,100.8,1097,1018,5679,16,124,153,240,87,645,-42.5,32.7,18.8,615,442,53
1959,1.7,14.0,-8.3,22.3,789,259,14.8,53.9,1155,884,5944,12,116,194,243,49,582,-42.5,32.7,19.4,625,299,53
1960,1.3,15.3,-11.8,27.1,940,177,12.1,86.4,1352,970,6059,17,114,190,248,58,521,-42.5,32.7,19.3,660,385,52
1961,1.5,14.9,-10.9,25.7,999,319,11.5,46.6,1292,971,6032,22,117,179,233,54,463,-42.5,32.7,18.2,584,322,54
1962,1.6,12.7,-13.8,26.5,877,254,13.3,50.1,1238,878,5959,8,115,177,233,56,820,-42.5,32.7,21.2,641,304,52
1963,2.2,13.6,-12.5,26.1,1244,401,9.8,34.0,1172,1000,5762,14,132,165,266,101,583,-42.5,32.7,16.1,586,220,54
1964,0.2,14.9,-12.8,27.7,1278,304,8.0,49.1,1553,801,6461,11,104,178,221,43,637,-42.5,32.7,21.5,563,296,53
1965,1.2,13.5,-8.7,22.2,978,297,11.4,45.4,1205,749,6125,6,109,193,220,27,850,-42.5,32.7,18.0,584,244,55
1966,1.5,15.0,-10.4,25.4,834,240,13.8,62.3,1303,967,6006,15,115,174,262,88,471,-42.5,32.7,21.6,610,342,51
1967,1.7,14.4,-11.9,26.3,1144,333,10.3,43.2,1198,941,5917,16,120,184,249,65,649,-42.5,32.7,13.0,568,243,56
1968,1.0,13.9,-10.6,24.6,1064,350,10.3,39.7,1269,763,6207,8,109,183,241,58,671,-42.5,32.7,13.0,538,167,54
1969,1.6,14.5,-8.9,23.4,904,228,12.9,63.5,1231,940,5952,15,113,181,248,67,649,-42.5,32.7,18.2,623,374,52
1970,1.0,14.3,-9.5,23.9,1199,287,9.2,50.0,1305,853,6187,14,106,174,226,52,648,-42.5,32.7,16.3,535,265,56
1971,1.0,15.3,-11.1,26.3,1277,262,8.6,58.4,1342,856,6207,16,106,177,220,43,902,-42.5,32.7,14.6,571,274,55
1972,1.2,13.2,-11.8,25.0,1117,311,10.0,42.3,1262,819,6108,8,112,192,230,38,811,-42.5,32.7,14.3,561,232,55
1973,1.0,13.7,-11.9,25.6,1098,286,10.0,47.8,1375,857,6197,11,111,177,239,62,600,-42.5,32.7,18.5,570,273,54
1974,1.5,14.7,-10.1,24.8,896,153,12.9,95.9,1260,930,5989,14,104,194,220,26,806,-42.5,32.7,24.6,670,417,51
1975,0.3,15.2,-10.8,26.0,1249,267,8.3,56.9,1428,763,6437,13,93,184,219,34,790,-42.5,32.7,19.5,545,251,54
1976,1.1,14.3,-9.3,23.6,882,238,12.6,60.2,1295,839,6138,10,105,172,246,74,809,-42.5,32.7,22.7,581,315,50
1977,1.7,13.8,-11.5,25.3,975,312,12.0,44.3,1224,939,5918,13,117,188,240,52,292,-42.5,32.7,16.6,646,303,52
1978,1.2,13.6,-13.8,27.4,1031,276,10.8,49.4,1271,810,6123,8,106,186,240,54,797,-42.5,32.7,18.5,620,324,53
1979,1.3,14.1,-16.0,30.1,758,167,14.9,84.0,1409,989,6085,16,115,180,242,62,687,-42.5,32.7,19.7,601,391,51
1980,2.1,13.8,-10.0,23.8,1093,396,11.1,34.9,1024,841,5798,9,120,166,249,83,544,-42.5,32.7,14.8,611,226,55
1981,2.7,14.3,-7.0,21.3,1153,322,11.0,44.4,913,937,5574,15,124,173,244,72,451,-42.5,32.7,18.7,632,323,55
1982,0.4,14.1,-10.9,25.0,1382,366,7.5,38.5,1463,807,6410,11,111,181,245,63,1032,-42.5,32.7,12.8,527,182,57
1983,1.2,14.3,-11.8,26.1,1409,369,7.9,38.7,1269,835,6120,12,117,182,244,62,792,-42.5,32.7,13.0,527,150,59
1984,0.1,14.3,-12.1,26.4,1051,371,9.6,38.5,1537,798,6500,11,106,170,233,63,787,-42.5,32.7,14.4,501,155,55
1985,0.1,15.1,-12.8,27.8,1026,290,9.8,51.9,1631,855,6507,12,107,173,226,53,653,-42.5,32.7,20.4,630,293,52
1986,1.8,13.8,-9.8,23.5,1218,285,9.7,48.2,1079,851,5891,11,115,194,229,35,864,-42.5,32.7,17.8,613,263,55
1987,2.1,12.8,-11.0,23.8,869,325,13.9,39.5,1188,955,5797,10,123,160,237,77,341,-42.5,32.7,19.6,660,350,52
1988,2.0,15.5,-11.4,26.9,945,124,12.7,124.5,1345,1131,5829,26,125,189,230,41,577,-42.5,32.7,24.6,705,509,52
1989,1.6,15.9,-11.1,27.0,1092,256,10.6,62.3,1260,942,5979,19,117,182,239,57,749,-42.5,32.7,17.2,639,289,54
1990,1.6,14.3,-14.5,28.7,963,202,12.0,70.4,1333,1025,5987,19,122,197,264,67,507,-42.5,32.7,17.3,647,343,53
1991,1.4,14.4,-11.1,25.5,1050,326,10.9,44.1,1268,928,6038,17,117,180,248,67,658,-42.5,32.7,12.4,570,274,54
1992,2.3,13.7,-11.2,24.9,804,206,15.3,66.5,1120,960,5720,10,130,164,237,73,288,-42.5,32.7,15.5,648,332,54
1993,0.2,10.9,-10.7,21.7,1149,405,8.9,27.0,1373,605,6471,3,102,161,236,74,845,-42.5,32.7,12.5,513,116,55
1994,2.1,15.0,-8.9,23.9,1029,188,11.8,79.5,1196,1068,5775,22,125,168,250,81,514,-42.5,32.7,17.4,681,398,54
1995,1.8,13.4,-8.3,21.7,1447,333,8.1,40.2,1044,807,5908,9,114,180,249,70,962,-42.5,32.7,13.5,540,219,57
1996,1.7,14.8,-9.8,24.6,1592,286,7.4,51.8,1168,915,5934,16,115,176,233,57,940,-42.5,32.7,18.5,575,330,56
1997,1.4,13.6,-10.2,23.8,1298,436,8.8,31.3,1296,923,6048,12,127,169,261,92,1175,-42.5,32.7,13.3,554,111,55
1998,2.1,16.0,-9.6,25.6,1333,374,9.1,42.7,1121,1001,5789,27,125,175,266,91,747,-42.5,32.7,15.0,618,214,58
1999,2.1,14.0,-8.1,22.1,1252,341,9.7,41.1,1035,872,5785,13,115,186,234,48,906,-42.5,32.7,20.5,583,242,55
2000,2.3,15.3,-8.8,24.1,1129,238,10.9,64.4,1122,1034,5714,23,130,169,239,69,666,-42.5,32.7,19.3,651,332,56
2001,2.7,15.5,-10.1,25.6,961,207,13.2,74.8,1117,1145,5592,28,136,171,257,86,532,-42.5,32.7,17.8,662,362,56
2002,1.6,16.1,-9.8,25.9,1038,281,11.2,57.3,1258,983,5966,22,124,184,254,70,675,-42.5,32.7,17.5,628,288,56
2003,3.0,17.2,-8.7,25.9,1083,191,12.0,90.0,993,1150,5465,43,136,166,241,75,614,-42.5,32.7,17.0,663,376,58
2004,2.4,14.0,-9.0,23.0,1084,392,11.5,35.8,980,898,5660,11,137,174,247,73,668,-42.5,32.7,13.5,594,164,59
2005,2.5,15.4,-8.6,24.0,1247,403,10.0,38.2,1004,942,5659,17,132,164,245,81,511,-42.5,32.7,16.5,615,198,57
2006,2.5,16.6,-9.3,25.9,1213,218,10.3,76.5,1133,1112,5651,30,134,170,245,75,854,-42.5,32.7,20.5,663,349,56
2007,3.3,18.1,-11.8,29.9,940,205,14.1,88.3,1047,1254,5411,58,142,173,250,77,540,-42.5,32.7,21.7,717,375,57
2008,1.8,15.2,-10.9,26.2,1194,241,9.9,63.2,1241,984,5917,20,129,162,246,84,803,-42.5,32.7,20.1,571,322,57
2009,1.9,13.8,-10.5,24.3,1102,342,10.8,40.3,1165,955,5857,14,131,172,263,91,753,-42.5,32.7,17.0,573,261,58
2010,2.1,13.7,-7.8,21.5,1254,338,9.7,40.6,1043,901,5773,12,128,202,248,47,551,-42.5,32.7,18.6,593,214,58
2011,1.5,14.6,-9.4,24.0,1249,329,9.2,44.4,1263,955,6008,19,128,174,254,80,989,-42.5,32.7,-9999.0,545,269,59
2012,3.3,16.2,-7.9,24.1,1008,163,13.2,98.9,940,1162,5365,34,140,177,255,78,547,-42.5,32.7,-9999.0,658,396,58
2013,2.0,15.9,-10.5,26.4,913,282,13.2,56.3,1267,1120,5830,32,138,158,268,110,556,-42.5,32.7,-9999.0,576,317,58
2014,2.6,15.1,-7.7,22.8,1464,350,8.6,43.2,996,979,5596,15,139,163,259,96,854,-42.5,32.7,-9999.0,602,216,60
2015,3.5,13.8,-8.6,22.4,1051,386,12.8,35.7,905,1131,5289,20,156,160,257,97,523,-42.5,32.7,-9999.0,624,214,59
2016,3.1,14.4,-11.0,25.4,1258,267,10.4,54.1,958,1085,5415,19,149,176,256,80,622,-42.5,32.7,-9999.0,641,316,59
2017,2.9,16.1,-11.0,27.1,1455,290,8.9,55.4,967,1065,5510,25,140,174,255,82,954,-42.5,32.7,-9999.0,655,300,60
2018,2.8,15.7,-8.6,24.3,1191,265,10.7,59.4,1058,1109,5546,24,143,151,250,99,703,-42.5,32.7,-9999.0,642,311,59
2019,1.9,14.8,-8.4,23.2,1242,350,9.6,42.2,1148,953,5858,19,131,171,269,98,768,-42.5,32.7,-9999.0,563,251,59
