Year,Ave Temp,Warmest Month,Coldest Month,Difference,Mean Precip,May-Sep Precip,Heat-Moist I,Summer Heat-Moist I,DDays < 0°C,DDays > 5°C,DDays < 18°C,DDays > 18°C,Frost Free Days,Begin FFP,End FFP,Frost Free Period,Snowfall,Min Temp (30),Max Temp (30),Radiation,Evaporation,Moisture Deficit,Relative Humidity
1944,5.4,13.7,-1.4,15.1,1985,630,7.7,21.8,383,1093,4600,14,200,156,280,124,443,-27.4,31.7,-9999.0,520,95,69
1945,4.9,14.2,-1.5,15.6,2960,474,5.0,29.8,413,985,4786,13,193,138,267,129,685,-27.4,31.7,-9999.0,520,173,71
1946,4.8,13.9,-1.6,15.5,2872,479,5.2,29.1,417,982,4796,13,191,144,273,129,799,-27.4,31.7,-9999.0,528,168,71
1947,5.3,12.9,-3.8,16.7,2810,484,5.4,26.7,376,1031,4633,10,203,138,273,136,801,-27.4,31.7,-9999.0,572,98,69
1948,4.1,12.5,-4.3,16.8,3038,775,4.6,16.1,551,918,5075,9,180,150,263,113,975,-27.4,31.7,4.2,474,2,71
1949,4.3,12.8,-6.9,19.7,2743,449,5.2,28.5,596,981,4996,10,186,150,274,125,1134,-27.4,31.7,10.1,550,68,67
1950,3.8,13.7,-12.1,25.8,3060,495,4.5,27.7,700,987,5178,13,181,173,265,92,1298,-27.4,31.7,8.2,513,62,70
1951,4.3,13.8,-4.1,17.9,2598,416,5.5,33.2,583,1035,4976,14,178,156,271,115,985,-27.4,31.7,15.7,558,232,68
1952,4.8,13.7,-5.2,18.9,1604,433,9.2,31.6,498,1074,4786,14,185,152,278,126,807,-27.4,31.7,13.4,538,106,67
1953,5.5,13.3,-0.2,13.5,3154,608,4.9,21.9,286,978,4562,11,212,150,275,125,516,-27.4,31.7,6.1,530,78,72
1954,4.3,11.3,-4.9,16.2,2791,595,5.1,19.0,462,811,5007,6,191,148,277,128,868,-27.4,31.7,8.9,483,31,72
1955,3.2,12.6,-3.2,15.8,3070,569,4.3,22.2,670,789,5405,7,166,168,269,101,1013,-27.4,31.7,10.9,444,70,71
1956,4.6,13.9,-4.3,18.2,2659,631,5.5,21.9,493,1007,4879,13,187,155,271,116,1173,-27.4,31.7,14.2,522,143,70
1957,4.7,12.2,-7.3,19.5,1896,394,7.8,31.0,520,1027,4847,12,198,134,276,142,778,-27.4,31.7,9.3,540,84,69
1958,6.7,16.5,0.9,15.6,2452,318,6.8,51.9,273,1363,4155,38,224,136,272,136,311,-27.4,31.7,10.1,640,260,70
1959,4.8,14.0,-1.9,15.9,3044,784,4.9,17.9,390,932,4810,11,197,158,271,113,768,-27.4,31.7,6.3,525,64,72
1960,4.9,14.7,-2.9,17.6,2499,636,6.0,23.1,416,1013,4761,14,196,150,271,122,771,-27.4,31.7,7.7,536,126,71
1961,5.4,15.8,-1.7,17.5,2913,530,5.3,29.8,357,1109,4603,27,196,143,256,113,593,-27.4,31.7,11.6,583,131,70
1962,5.1,12.3,-1.7,14.0,2365,613,6.4,20.1,348,938,4709,8,203,153,275,122,702,-27.4,31.7,9.0,502,55,71
1963,5.4,14.0,-3.9,17.9,2561,566,6.0,24.7,372,1062,4605,15,208,153,288,136,429,-27.4,31.7,11.7,544,5,72
1964,4.0,12.4,-4.6,17.1,2779,789,5.0,15.7,514,825,5115,6,183,162,268,106,818,-27.4,31.7,4.5,464,1,73
1965,4.9,14.0,-2.0,16.1,2523,442,5.9,31.7,398,991,4757,13,194,165,263,98,953,-27.4,31.7,16.8,499,145,71
1966,4.9,13.2,-2.8,16.0,2652,562,5.6,23.5,380,950,4755,10,200,155,285,130,649,-27.4,31.7,11.7,513,40,72
1967,5.5,16.0,-1.9,17.9,2763,393,5.6,40.8,385,1191,4559,30,206,152,284,132,661,-27.4,31.7,14.4,555,167,71
1968,4.7,13.9,-4.5,18.4,3027,792,4.8,17.6,432,929,4863,10,196,149,274,125,673,-27.4,31.7,5.5,526,36,72
1969,4.5,12.2,-8.5,20.7,2163,616,6.7,19.8,556,1023,4914,11,196,145,276,131,1012,-27.4,31.7,13.7,537,80,71
1970,4.6,13.7,-3.0,16.7,2193,403,6.7,34.1,448,960,4883,13,180,158,257,100,576,-27.4,31.7,14.8,568,179,70
1971,4.0,15.3,-4.6,19.9,3068,562,4.6,27.2,554,920,5099,17,182,149,262,113,1106,-27.4,31.7,9.0,486,130,72
1972,4.1,14.2,-4.7,18.9,3130,803,4.5,17.7,538,913,5051,11,182,139,256,116,1355,-27.4,31.7,11.4,517,27,71
1973,4.6,13.1,-3.0,16.0,2153,456,6.8,28.6,427,920,4864,9,191,155,274,119,694,-27.4,31.7,14.1,512,139,71
1974,5.2,13.9,-2.9,16.8,2842,495,5.3,28.1,384,1056,4672,16,201,159,279,121,1033,-27.4,31.7,13.1,511,110,71
1975,4.1,14.1,-3.6,17.7,3046,443,4.6,31.9,516,912,5047,12,181,159,271,112,825,-27.4,31.7,15.1,481,105,72
1976,4.8,12.2,-1.3,13.5,2207,590,6.7,20.7,376,888,4813,8,197,152,282,129,916,-27.4,31.7,8.5,466,36,72
1977,4.8,15.4,-2.5,17.8,2445,597,6.1,25.7,421,973,4821,17,192,164,267,104,457,-27.4,31.7,11.7,520,33,71
1978,4.8,13.7,-3.6,17.3,1924,719,7.7,19.0,450,989,4824,12,194,155,275,120,617,-27.4,31.7,13.1,518,41,72
1979,5.0,13.9,-6.4,20.2,2239,435,6.7,31.8,486,1107,4729,16,196,145,284,139,773,-27.4,31.7,17.2,551,100,69
1980,4.8,12.6,-4.9,17.5,2648,684,5.6,18.4,419,925,4808,7,209,144,277,133,582,-27.4,31.7,13.3,489,32,74
1981,5.6,15.6,-0.9,16.5,2796,810,5.6,19.3,276,1009,4546,20,213,138,278,140,578,-27.4,31.7,10.8,538,72,73
1982,4.3,13.0,-3.2,16.1,2890,576,5.0,22.5,508,951,4985,11,182,163,278,115,1029,-27.4,31.7,14.3,466,24,72
1983,5.1,14.0,-5.4,19.4,2763,840,5.5,16.7,380,963,4701,9,212,141,266,125,518,-27.4,31.7,12.1,530,26,73
1984,4.5,13.7,-4.9,18.6,3185,809,4.5,16.9,430,893,4925,11,194,153,266,113,709,-27.4,31.7,9.8,518,96,74
1985,4.1,15.9,-2.6,18.5,2178,494,6.5,32.1,601,1007,5054,21,183,138,262,124,901,-27.4,31.7,16.4,498,177,70
1986,5.5,15.9,-1.6,17.5,2828,615,5.5,25.8,323,1061,4558,21,215,136,272,136,624,-27.4,31.7,12.9,527,99,73
1987,6.1,14.0,-2.4,16.4,2004,505,8.0,27.8,325,1203,4353,17,222,143,281,138,489,-27.4,31.7,18.6,576,119,71
1988,5.3,13.6,-1.9,15.6,2823,651,5.4,20.9,345,1023,4610,11,216,143,274,131,669,-27.4,31.7,12.4,532,69,74
1989,5.3,12.9,-4.1,17.0,2563,476,6.0,27.1,392,1065,4636,13,216,150,279,129,638,-27.4,31.7,15.5,495,105,73
1990,5.0,14.8,-5.0,19.8,3582,592,4.2,25.0,474,1120,4735,23,206,141,283,142,714,-27.4,31.7,14.5,531,96,74
1991,5.4,14.2,-2.5,16.8,2605,536,5.9,26.6,343,1048,4595,16,214,143,281,138,1042,-27.4,31.7,14.1,490,94,74
1992,6.3,14.6,-3.2,17.8,2263,594,7.2,24.5,289,1232,4253,18,232,135,269,134,275,-27.4,31.7,15.1,592,69,72
1993,5.2,13.7,-4.4,18.1,2081,701,7.3,19.5,427,1060,4676,10,211,114,276,162,502,-27.4,31.7,9.9,502,43,72
1994,5.7,14.7,-2.1,16.8,2553,445,6.2,32.9,366,1178,4475,21,217,129,285,156,523,-27.4,31.7,15.1,552,132,73
1995,5.7,13.8,-0.9,14.7,2903,463,5.4,29.7,317,1103,4477,16,215,142,287,145,647,-27.4,31.7,12.8,554,29,72
1996,4.5,14.6,-4.1,18.7,3092,577,4.7,25.3,485,975,4923,16,192,153,269,116,781,-27.4,31.7,9.8,511,124,73
1997,5.5,15.5,-1.4,16.9,3221,843,4.8,18.3,343,1105,4547,21,212,135,284,149,1168,-27.4,31.7,7.4,493,60,73
1998,6.1,15.5,-1.8,17.3,2504,366,6.4,42.3,344,1271,4374,33,220,139,283,144,417,-27.4,31.7,13.6,575,177,73
1999,5.1,14.3,-1.1,15.4,3186,624,4.7,23.0,332,962,4692,13,206,173,274,101,966,-27.4,31.7,9.2,472,18,74
2000,5.2,13.3,-1.7,15.0,2206,769,6.9,17.3,359,1005,4653,12,207,149,278,129,533,-27.4,31.7,11.9,537,58,73
2001,5.5,14.6,-1.0,15.6,2490,610,6.2,24.0,316,1033,4569,16,213,145,284,139,388,-27.4,31.7,10.3,524,62,73
2002,5.5,14.3,-1.1,15.4,2440,503,6.3,28.4,362,1102,4572,18,210,160,273,114,843,-27.4,31.7,17.8,511,133,73
2003,6.2,15.4,-0.4,15.8,2725,304,5.9,50.8,306,1272,4312,30,221,144,286,142,421,-27.4,31.7,15.6,598,212,72
2004,6.6,15.8,-0.6,16.4,2417,747,6.9,21.1,246,1279,4173,31,236,138,278,140,429,-27.4,31.7,11.9,569,116,74
2005,6.1,15.1,-0.2,15.3,2243,561,7.2,27.0,263,1150,4325,18,232,121,277,155,329,-27.4,31.7,9.4,549,70,74
2006,6.0,15.0,-0.7,15.7,2848,406,5.6,36.9,316,1206,4383,23,221,142,282,140,470,-27.4,31.7,15.4,563,139,74
2007,5.5,15.1,-1.7,16.8,2744,489,5.6,30.9,334,1065,4570,17,219,142,276,134,682,-27.4,31.7,8.8,526,83,76
2008,5.0,13.9,-3.2,17.2,2491,600,6.0,23.2,427,1024,4747,15,211,130,282,151,722,-27.4,31.7,9.0,475,48,75
2009,5.6,16.0,-2.2,18.2,2678,563,5.8,28.4,402,1215,4553,30,208,149,283,134,668,-27.4,31.7,16.3,505,119,74
2010,5.8,14.0,-0.4,14.4,2607,806,6.1,17.4,266,1057,4438,15,231,146,289,143,458,-27.4,31.7,10.2,512,105,77
2011,4.7,14.1,-2.0,16.1,2879,570,5.1,24.7,414,945,4861,15,205,144,290,146,1042,-27.4,31.7,-9999.0,456,75,77
2012,5.5,15.5,-1.3,16.8,3258,583,4.7,26.5,367,1112,4585,24,221,142,287,144,833,-27.4,31.7,-9999.0,496,136,77
2013,6.0,15.3,-1.4,16.7,2583,797,6.2,19.2,324,1235,4378,28,228,125,291,165,619,-27.4,31.7,-9999.0,529,105,76
2014,6.4,15.8,-2.3,18.1,3213,666,5.1,23.7,305,1338,4234,33,239,122,297,174,672,-27.4,31.7,-9999.0,524,46,77
2015,7.3,15.9,-0.4,16.3,2549,407,6.8,39.0,216,1460,3923,36,256,123,283,160,281,-27.4,31.7,-9999.0,596,176,75
2016,6.5,15.4,-3.6,19.0,2805,484,5.9,31.9,294,1278,4208,22,255,116,285,169,428,-27.4,31.7,-9999.0,533,94,78
2017,5.7,16.8,-3.0,19.7,2796,328,5.6,51.1,402,1266,4503,39,221,127,289,161,832,-27.4,31.7,-9999.0,525,194,76
2018,6.1,16.0,-2.2,18.2,2734,406,5.9,39.4,332,1283,4339,31,236,113,282,169,745,-27.4,31.7,-9999.0,504,193,77
2019,5.8,15.2,-4.5,19.8,2019,566,7.8,27.0,350,1195,4444,21,228,116,286,170,412,-27.4,31.7,-9999.0,513,72,76
