Month,Year,Max Temp,Min Temp,Ave Temp,Precipitation,Radiation,DDays < 0°C,DDays > 5°C,DDays < 18°C,DDays > 18°C,Frost Free Days,Snowfall,Evaporation,Moisture Deficit,Relative Humidity
May,1904,14.2,-0.5,6.9,47,-9999.0,2,79,345,0,12,6,103,56,53
Jun,1904,19.0,2.7,10.8,2,-9999.0,0,176,216,2,23,0,128,126,51
Jul,1904,21.1,4.7,12.9,6,-9999.0,0,246,159,3,29,0,139,132,51
Aug,1904,21.2,6.4,13.8,17,-9999.0,0,275,131,6,30,0,123,106,55
Sep,1904,17.1,2.3,9.7,62,-9999.0,1,148,250,3,21,3,86,24,54
Oct,1904,10.5,-1.8,4.4,105,-9999.0,13,47,424,0,9,11,50,0,58
Nov,1904,11.0,-4.9,3.1,20,-9999.0,25,27,448,0,4,3,39,19,47
Dec,1904,5.1,-8.9,-1.9,81,-9999.0,100,0,615,0,1,35,0,0,41
Jan,1905,5.3,-6.4,-0.5,256,-9999.0,77,6,576,0,3,70,0,0,57
Feb,1905,4.8,-8.6,-1.9,310,-9999.0,93,1,554,0,1,175,0,0,50
Mar,1905,6.1,-6.7,-0.3,310,-9999.0,70,7,569,0,2,195,0,0,54
Apr,1905,8.6,-6.4,1.1,66,-9999.0,41,14,507,0,2,43,69,2,48
May,1905,10.0,-3.3,3.3,135,-9999.0,13,27,455,0,5,66,84,0,55
Jun,1905,17.7,0.9,9.3,1,-9999.0,0,132,262,0,17,0,123,121,49
Jul,1905,22.8,4.5,13.7,2,-9999.0,0,270,135,4,29,0,150,148,47
Aug,1905,22.0,4.2,13.1,4,-9999.0,0,251,155,4,28,0,132,128,48
Sep,1905,18.7,1.4,10.1,30,-9999.0,1,158,239,3,18,1,94,64,48
Oct,1905,12.4,-5.0,3.7,7,-9999.0,16,40,444,0,4,1,58,51,44
Nov,1905,6.5,-7.6,-0.5,232,-9999.0,72,6,556,0,2,93,0,0,49
Dec,1905,2.5,-13.9,-5.7,142,-9999.0,196,0,732,0,0,115,0,0,49
Jan,1906,3.6,-9.3,-2.8,379,-9999.0,124,0,647,0,1,184,0,0,51
Feb,1906,5.7,-7.7,-1.0,370,-9999.0,77,2,529,0,1,168,0,0,51
Mar,1906,4.3,-8.4,-2.1,387,-9999.0,106,0,625,0,1,326,0,0,53
Apr,1906,6.2,-6.5,-0.2,192,-9999.0,60,7,545,0,2,152,0,0,54
May,1906,9.7,-2.7,3.5,185,-9999.0,12,29,450,0,6,86,82,0,58
Jun,1906,15.2,0.0,7.6,22,-9999.0,1,90,312,0,13,2,110,87,52
Jul,1906,22.5,5.7,14.1,14,-9999.0,0,282,124,5,30,0,146,132,50
Aug,1906,21.0,3.4,12.2,14,-9999.0,0,224,181,3,26,0,127,114,48
Sep,1906,18.4,0.5,9.5,6,-9999.0,1,141,257,2,16,0,94,88,46
Oct,1906,14.3,-2.4,6.0,15,-9999.0,7,72,373,0,8,1,63,47,47
Nov,1906,3.9,-7.9,-2.0,250,-9999.0,103,0,601,0,2,137,0,0,56
Dec,1906,3.3,-7.0,-1.9,512,-9999.0,98,0,613,0,2,214,0,0,39
Jan,1907,-0.8,-13.1,-7.0,370,-9999.0,230,0,774,0,0,307,0,0,51
Feb,1907,8.1,-6.4,0.8,256,-9999.0,50,11,476,0,2,63,39,0,49
Mar,1907,2.6,-8.9,-3.2,396,-9999.0,132,0,658,0,1,362,0,0,56
Apr,1907,11.0,-4.6,3.2,50,-9999.0,20,29,444,0,3,17,78,27,48
May,1907,10.5,-3.6,3.4,31,-9999.0,13,28,451,0,4,15,87,57,52
Jun,1907,13.7,-0.4,6.7,25,-9999.0,2,71,341,0,12,4,102,77,55
Jul,1907,20.6,4.0,12.3,4,-9999.0,0,227,177,2,28,0,137,132,50
Aug,1907,18.6,3.9,11.3,4,-9999.0,0,193,211,2,27,0,113,109,55
Sep,1907,16.9,0.3,8.6,2,-9999.0,1,117,284,2,15,0,87,85,49
Oct,1907,12.3,-0.1,6.1,84,-9999.0,6,74,369,0,15,3,54,0,60
Nov,1907,7.4,-6.9,0.2,6,-9999.0,58,9,533,0,2,2,32,26,50
Dec,1907,5.0,-7.8,-1.4,334,-9999.0,89,1,598,0,2,123,0,0,61
Jan,1908,3.6,-10.8,-3.6,334,-9999.0,142,0,670,0,1,187,0,0,46
Feb,1908,3.5,-11.0,-3.8,362,-9999.0,132,0,605,0,0,277,0,0,46
Mar,1908,6.4,-9.2,-1.4,107,-9999.0,91,4,603,0,1,83,0,0,45
Apr,1908,10.4,-5.7,2.3,40,-9999.0,27,22,470,0,2,19,76,36,46
May,1908,9.0,-5.2,1.9,55,-9999.0,26,17,499,0,2,34,81,26,51
Jun,1908,15.5,-0.7,7.4,3,-9999.0,1,86,318,0,11,0,112,109,49
Jul,1908,23.7,6.8,15.2,13,-9999.0,0,317,96,9,30,0,152,139,50
Aug,1908,20.2,4.9,12.5,8,-9999.0,0,234,172,3,29,0,120,112,54
Sep,1908,17.5,0.6,9.0,26,-9999.0,1,130,270,2,16,2,89,64,49
Oct,1908,9.9,-4.2,2.9,62,-9999.0,22,31,471,0,5,14,50,0,52
Nov,1908,7.4,-7.5,0.0,14,-9999.0,63,9,541,0,2,5,0,0,48
Dec,1908,2.1,-11.9,-4.9,105,-9999.0,172,0,706,0,0,77,0,0,53
Jan,1909,3.2,-5.6,-1.2,717,-9999.0,89,4,597,0,4,236,0,0,66
Feb,1909,0.4,-11.3,-5.5,409,-9999.0,173,0,653,0,0,362,0,0,53
Mar,1909,2.8,-10.0,-3.6,209,-9999.0,143,0,672,0,1,195,0,0,51
Apr,1909,9.4,-6.5,1.5,32,-9999.0,36,16,496,0,2,19,72,40,46
May,1909,11.6,-4.1,3.7,10,-9999.0,11,31,443,0,4,4,93,83,48
Jun,1909,16.8,1.9,9.4,4,-9999.0,0,133,260,0,21,0,116,112,54
Jul,1909,21.6,4.6,13.1,4,-9999.0,0,253,148,3,29,0,142,138,50
Aug,1909,20.8,4.9,12.8,5,-9999.0,0,244,162,4,29,0,123,119,52
Sep,1909,16.8,1.3,9.1,6,-9999.0,1,130,269,2,18,0,86,80,52
Oct,1909,12.6,-2.9,4.9,86,-9999.0,10,54,409,0,7,7,58,0,49
Nov,1909,6.4,-6.5,0.0,244,-9999.0,63,9,541,0,3,85,0,0,54
Dec,1909,-0.3,-13.2,-6.7,367,-9999.0,223,0,763,0,0,318,0,0,46
Jan,1910,0.5,-11.9,-5.7,277,-9999.0,197,0,736,0,1,207,0,0,51
Feb,1910,2.3,-12.3,-5.0,44,-9999.0,162,0,640,0,0,38,0,0,45
Mar,1910,9.4,-5.8,1.8,69,-9999.0,41,20,504,0,3,21,60,0,48
Apr,1910,13.4,-4.1,4.7,48,-9999.0,12,46,400,0,4,8,88,41,44
May,1910,16.3,-0.4,7.9,7,-9999.0,1,104,313,0,13,1,115,108,48
Jun,1910,18.2,2.1,10.1,4,-9999.0,0,155,237,1,21,0,124,120,51
Jul,1910,23.1,6.3,14.7,10,-9999.0,0,299,108,7,30,0,149,139,50
Aug,1910,21.8,4.6,13.2,2,-9999.0,0,256,150,4,28,0,130,129,49
Sep,1910,17.4,1.8,9.6,39,-9999.0,1,146,252,3,20,2,88,48,52
Oct,1910,12.6,-1.7,5.4,102,-9999.0,8,62,391,0,10,6,57,0,53
Nov,1910,8.1,-5.3,1.4,33,-9999.0,41,16,497,0,4,8,33,0,53
Dec,1910,6.0,-7.6,-0.8,178,-9999.0,78,4,580,0,2,55,0,0,49
Jan,1911,3.5,-8.1,-2.3,641,-9999.0,111,1,630,0,2,276,0,0,56
Feb,1911,-1.8,-14.1,-8.0,234,-9999.0,233,0,723,0,0,225,0,0,50
Mar,1911,6.6,-6.1,0.2,324,-9999.0,62,11,553,0,2,179,50,0,54
Apr,1911,7.9,-7.1,0.4,75,-9999.0,51,11,529,0,1,56,66,0,48
May,1911,11.3,-4.6,3.3,34,-9999.0,13,27,455,0,3,16,92,59,47
Jun,1911,18.0,1.9,9.9,4,-9999.0,0,149,243,1,20,0,123,119,51
Jul,1911,21.4,5.5,13.5,15,-9999.0,0,263,140,4,30,0,139,124,52
Aug,1911,21.2,1.9,11.5,1,-9999.0,0,202,202,2,21,0,130,129,44
Sep,1911,14.7,-0.4,7.2,13,-9999.0,2,84,325,1,13,2,79,66,52
Oct,1911,12.3,-4.8,3.7,4,-9999.0,16,40,444,0,4,1,58,53,44
Nov,1911,6.9,-9.0,-1.0,67,-9999.0,81,6,571,0,1,30,0,0,44
Dec,1911,1.6,-13.6,-6.0,161,-9999.0,203,0,741,0,0,133,0,0,51
Jan,1912,5.2,-9.3,-2.0,55,-9999.0,106,0,623,0,1,22,0,0,47
Feb,1912,5.9,-11.0,-2.5,0,-9999.0,105,0,571,0,0,0,0,0,40
Mar,1912,3.4,-10.1,-3.3,172,-9999.0,136,0,664,0,1,159,0,0,49
Apr,1912,4.2,-8.3,-2.1,83,-9999.0,100,1,602,0,1,77,0,0,53
May,1912,10.5,-3.8,3.3,54,-9999.0,13,27,455,0,4,26,87,33,52
Jun,1912,17.1,1.1,9.1,1,-9999.0,1,127,267,0,18,0,119,119,51
Jul,1912,17.7,4.2,10.9,8,-9999.0,0,183,219,0,28,0,118,110,58
Aug,1912,18.9,3.1,11.0,1,-9999.0,0,185,218,1,25,0,116,115,52
Sep,1912,16.3,-1.3,7.5,15,-9999.0,2,91,316,1,10,2,86,71,46
Oct,1912,8.4,-4.6,1.9,72,-9999.0,32,23,502,0,4,25,46,0,54
Nov,1912,7.5,-7.2,0.1,47,-9999.0,60,6,536,0,2,16,32,0,48
Dec,1912,3.2,-12.4,-4.6,50,-9999.0,164,0,697,0,0,36,0,0,42
Jan,1913,-1.0,-13.0,-7.0,230,-9999.0,231,0,775,0,0,191,0,0,51
Feb,1913,0.8,-12.9,-6.1,144,-9999.0,187,0,669,0,0,131,0,0,47
Mar,1913,3.3,-10.8,-3.7,69,-9999.0,146,0,676,0,0,64,0,0,47
Apr,1913,8.4,-6.6,0.9,28,-9999.0,44,13,515,0,2,19,68,40,48
May,1913,13.1,-2.2,5.5,80,-9999.0,4,53,389,0,7,20,99,19,50
Jun,1913,13.9,0.7,7.3,32,-9999.0,1,83,322,0,16,4,101,69,57
Jul,1913,19.0,3.6,11.3,41,-9999.0,0,194,209,1,27,1,127,86,53
Aug,1913,20.5,4.7,12.6,19,-9999.0,0,238,168,3,28,0,122,103,52
Sep,1913,17.2,0.6,8.9,9,-9999.0,1,126,274,2,16,1,89,79,49
Oct,1913,11.6,-3.5,4.0,7,-9999.0,14,43,434,0,6,1,55,47,50
Nov,1913,6.5,-5.1,0.7,176,-9999.0,51,12,519,0,4,50,29,0,58
Dec,1913,2.3,-11.0,-4.4,327,-9999.0,158,0,690,0,1,226,0,0,42
Jan,1914,1.4,-7.5,-3.0,880,-9999.0,128,0,653,0,2,443,0,0,65
Feb,1914,4.2,-9.7,-2.7,210,-9999.0,109,0,577,0,1,139,0,0,49
Mar,1914,8.6,-7.5,0.6,13,-9999.0,57,12,542,0,1,6,58,45,45
Apr,1914,7.4,-5.2,1.1,124,-9999.0,41,14,508,0,3,81,63,0,55
May,1914,13.6,-1.4,6.1,27,-9999.0,3,65,368,0,10,5,101,75,52
Jun,1914,15.9,0.5,8.2,18,-9999.0,1,103,295,0,15,1,113,95,52
Jul,1914,20.8,4.1,12.4,8,-9999.0,0,231,173,2,28,0,138,130,50
Aug,1914,21.5,4.6,13.1,3,-9999.0,0,252,155,4,28,0,129,126,50
Sep,1914,17.7,0.6,9.1,15,-9999.0,1,132,267,2,16,1,90,76,48
Oct,1914,12.3,-2.8,4.8,32,-9999.0,11,52,411,0,7,3,57,25,50
Nov,1914,10.6,-6.8,1.9,10,-9999.0,36,19,483,0,2,2,38,29,42
Dec,1914,-0.2,-13.7,-6.9,177,-9999.0,229,0,769,0,0,155,0,0,49
Jan,1915,1.2,-11.3,-5.1,286,-9999.0,180,0,716,0,1,199,0,0,51
Feb,1915,0.7,-9.8,-4.6,332,-9999.0,151,0,628,0,1,276,0,0,58
Mar,1915,7.3,-7.7,-0.2,37,-9999.0,69,6,567,0,1,23,0,0,47
Apr,1915,8.0,-5.3,1.4,147,-9999.0,37,15,499,0,3,89,66,0,53
May,1915,7.5,-3.5,2.0,126,-9999.0,25,18,495,0,5,77,72,0,61
Jun,1915,17.1,-0.5,8.3,0,-9999.0,1,106,291,0,12,0,121,121,46
Jul,1915,20.2,3.2,11.7,3,-9999.0,0,207,196,1,26,0,136,133,49
Aug,1915,22.7,4.4,13.6,2,-9999.0,0,267,139,5,28,0,135,133,47
Sep,1915,16.2,0.2,8.2,31,-9999.0,1,107,296,2,15,3,84,54,50
Oct,1915,15.2,-3.3,5.9,2,-9999.0,7,71,375,0,6,0,66,63,42
Nov,1915,6.5,-7.8,-0.6,39,-9999.0,74,5,559,0,2,16,0,0,49
Dec,1915,3.8,-9.1,-2.7,226,-9999.0,116,0,637,0,1,115,0,0,47
Jan,1916,-3.7,-13.9,-8.8,798,-9999.0,273,0,830,0,0,726,0,0,57
Feb,1916,5.6,-9.1,-1.7,313,-9999.0,89,2,548,0,1,170,0,0,47
Mar,1916,9.1,-5.7,1.7,147,-9999.0,42,18,508,0,3,48,59,0,49
Apr,1916,10.1,-5.9,2.1,83,-9999.0,30,20,478,0,2,42,75,0,46
May,1916,10.3,-4.7,2.8,34,-9999.0,17,23,470,0,3,18,87,54,49
Jun,1916,16.9,0.2,8.5,0,-9999.0,1,112,285,0,14,0,119,119,49
Jul,1916,19.7,2.7,11.2,2,-9999.0,0,191,211,1,25,0,134,132,49
Aug,1916,18.8,3.4,11.1,25,-9999.0,0,189,214,2,26,1,115,90,53
Sep,1916,17.3,0.5,8.9,35,-9999.0,1,126,273,2,16,2,89,54,48
Oct,1916,7.9,-4.4,1.8,151,-9999.0,33,22,505,0,4,55,44,0,57
Nov,1916,5.8,-9.0,-1.6,63,-9999.0,94,3,589,0,1,32,0,0,47
Dec,1916,0.8,-12.3,-5.7,298,-9999.0,195,0,732,0,0,240,0,0,52
Jan,1917,-1.8,-16.3,-9.0,144,-9999.0,282,0,837,0,0,132,0,0,43
Feb,1917,1.0,-11.8,-5.4,420,-9999.0,172,0,652,0,0,370,0,0,50
Mar,1917,1.9,-13.6,-5.9,105,-9999.0,204,0,742,0,0,104,0,0,42
Apr,1917,5.8,-8.6,-1.4,81,-9999.0,84,7,581,0,1,72,0,0,48
May,1917,7.6,-3.9,1.9,63,-9999.0,27,17,500,0,4,39,73,10,59
Jun,1917,18.5,2.5,10.5,1,-9999.0,0,166,226,2,23,0,125,124,51
Jul,1917,23.1,7.5,15.3,22,-9999.0,0,320,93,10,31,0,146,124,54
Aug,1917,21.8,5.4,13.6,5,-9999.0,0,269,137,5,29,0,129,124,51
Sep,1917,18.5,1.8,10.2,13,-9999.0,1,162,236,3,20,1,93,79,49
Oct,1917,17.3,0.2,8.8,3,-9999.0,2,133,287,0,15,0,71,68,48
Nov,1917,9.8,-5.1,2.3,81,-9999.0,31,26,470,0,4,14,36,0,49
Dec,1917,8.8,-6.9,1.0,78,-9999.0,52,14,525,0,2,13,0,0,49
Jan,1918,4.0,-9.7,-2.9,67,-9999.0,125,0,648,0,1,33,0,0,49
Feb,1918,1.7,-10.8,-4.6,492,-9999.0,151,0,627,0,0,407,0,0,51
Mar,1918,5.4,-7.2,-0.9,294,-9999.0,81,3,588,0,2,210,0,0,54
Apr,1918,9.4,-7.0,1.2,7,-9999.0,40,13,505,0,1,5,72,65,44
May,1918,10.4,-4.5,3.0,71,-9999.0,16,24,467,0,3,37,88,17,50
Jun,1918,21.4,5.6,13.5,11,-9999.0,0,254,140,7,28,0,138,127,53
Jul,1918,19.7,4.1,11.9,5,-9999.0,0,213,190,2,28,0,131,126,53
Aug,1918,18.9,3.0,10.9,8,-9999.0,0,183,220,1,25,0,116,108,51
Sep,1918,17.9,2.7,10.3,41,-9999.0,1,165,232,3,22,2,89,48,53
Oct,1918,12.2,-1.0,5.6,55,-9999.0,8,65,385,0,12,3,55,0,57
Nov,1918,4.7,-7.4,-1.4,70,-9999.0,89,3,581,0,2,34,0,0,55
Dec,1918,2.3,-11.2,-4.5,176,-9999.0,161,0,694,0,1,123,31,0,46
Jan,1919,5.0,-10.4,-2.7,42,-9999.0,121,0,644,0,1,20,0,0,44
Feb,1919,-0.9,-12.1,-6.5,344,-9999.0,199,0,682,0,0,319,0,0,54
Mar,1919,2.9,-10.3,-3.7,249,-9999.0,145,0,675,0,1,233,0,0,50
Apr,1919,9.8,-5.1,2.3,40,-9999.0,27,23,470,0,3,18,73,34,49
May,1919,15.7,0.1,7.9,72,-9999.0,1,103,314,0,14,6,111,39,51
Jun,1919,18.4,1.9,10.2,1,-9999.0,0,156,236,1,21,0,126,124,50
Jul,1919,23.4,6.5,14.9,7,-9999.0,0,304,103,8,30,0,150,143,50
Aug,1919,22.7,5.8,14.3,2,-9999.0,0,288,118,7,30,0,134,132,50
Sep,1919,17.5,1.9,9.7,29,-9999.0,1,148,250,3,20,2,88,59,52
Oct,1919,8.7,-5.5,1.6,40,-9999.0,35,21,511,0,3,16,47,7,51
Nov,1919,7.2,-8.2,-0.5,60,-9999.0,71,8,555,0,1,24,0,0,46
Dec,1919,5.6,-9.3,-1.8,307,-9999.0,98,1,612,0,1,128,0,0,48
Jan,1920,8.3,-8.8,-0.3,23,-9999.0,73,4,569,0,1,6,0,0,41
Feb,1920,4.4,-10.6,-3.1,213,-9999.0,117,0,587,0,1,150,0,0,45
Mar,1920,3.6,-10.3,-3.3,313,-9999.0,136,0,663,0,1,288,0,0,48
Apr,1920,6.3,-7.8,-0.8,108,-9999.0,71,4,563,0,1,92,0,0,50
May,1920,12.8,-2.2,5.3,60,-9999.0,5,51,393,0,7,16,98,38,51
Jun,1920,15.8,1.6,8.7,30,-9999.0,1,116,280,0,19,2,111,81,55
Jul,1920,20.4,5.2,12.8,18,-9999.0,0,243,162,3,30,0,133,116,54
Aug,1920,20.6,4.9,12.8,35,-9999.0,0,242,164,4,29,1,122,88,53
Sep,1920,16.6,1.0,8.8,27,-9999.0,1,123,277,2,17,2,85,59,51
Oct,1920,7.4,-4.1,1.6,79,-9999.0,34,22,509,0,5,30,43,0,59
Nov,1920,4.6,-6.3,-0.9,106,-9999.0,78,3,566,0,3,45,0,0,59
Dec,1920,2.3,-9.6,-3.7,354,-9999.0,140,0,668,0,1,219,0,0,46
Jan,1921,1.6,-10.0,-4.2,376,-9999.0,158,0,690,0,1,233,0,0,54
Feb,1921,5.7,-10.3,-2.3,140,-9999.0,100,0,564,0,1,85,0,0,43
Mar,1921,7.3,-6.8,0.2,128,-9999.0,62,7,553,0,2,71,53,0,50
Apr,1921,7.4,-7.2,0.1,32,-9999.0,55,8,537,0,1,25,64,32,49
May,1921,9.4,-1.8,3.8,74,-9999.0,11,31,441,0,8,32,79,6,61
Jun,1921,17.2,3.1,10.2,12,-9999.0,0,156,236,1,24,0,116,104,56
Jul,1921,21.4,5.5,13.4,8,-9999.0,0,262,141,4,30,0,139,131,52
Aug,1921,20.3,5.4,12.8,2,-9999.0,0,244,162,4,29,0,119,118,55
Sep,1921,16.7,0.9,8.8,22,-9999.0,1,124,276,2,17,2,86,64,51
Oct,1921,14.7,-0.5,7.1,36,-9999.0,4,93,339,0,13,1,63,27,52
Nov,1921,8.8,-5.4,1.7,5,-9999.0,38,16,490,0,4,1,34,29,51
Dec,1921,4.8,-7.0,-1.1,380,-9999.0,84,1,590,0,2,129,0,0,54
Jan,1922,-1.6,-14.0,-7.8,191,-9999.0,251,0,800,0,0,167,0,0,50
Feb,1922,-0.9,-10.9,-5.9,421,-9999.0,183,0,665,0,0,380,0,0,59
Mar,1922,2.6,-10.9,-4.1,165,-9999.0,157,0,688,0,0,157,0,0,49
Apr,1922,5.7,-9.4,-1.9,62,-9999.0,94,4,595,0,1,57,0,0,45
May,1922,12.1,-2.3,4.9,57,-9999.0,6,44,407,0,7,18,94,37,53
Jun,1922,18.8,3.4,11.1,12,-9999.0,0,185,207,2,25,0,125,113,53
Jul,1922,21.8,5.8,13.8,27,-9999.0,0,274,132,4,30,0,141,114,52
Aug,1922,20.3,5.7,13.0,19,-9999.0,0,248,158,4,29,0,119,100,56
Sep,1922,20.7,3.9,12.3,3,-9999.0,0,222,176,7,25,0,100,98,50
Oct,1922,12.2,-2.6,4.8,74,-9999.0,11,53,411,0,8,6,56,0,51
Nov,1922,4.8,-8.4,-1.8,119,-9999.0,98,4,594,0,1,63,0,0,51
Dec,1922,2.7,-7.2,-2.3,213,-9999.0,107,0,626,0,2,99,0,0,56
Jan,1923,2.8,-9.1,-3.2,313,-9999.0,132,0,658,0,1,162,0,0,54
Feb,1923,3.1,-12.3,-4.6,98,-9999.0,153,0,630,0,0,82,0,0,43
Mar,1923,6.0,-8.8,-1.4,83,-9999.0,91,1,603,0,1,64,0,0,47
Apr,1923,5.4,-6.3,-0.4,152,-9999.0,65,6,553,0,2,125,0,0,57
May,1923,12.4,-1.6,5.4,44,-9999.0,5,52,391,0,9,11,95,51,54
Jun,1923,13.0,-0.5,6.3,21,-9999.0,2,64,353,0,12,4,98,77,56
Jul,1923,20.4,5.7,13.0,4,-9999.0,0,250,149,3,30,0,132,128,55
Aug,1923,18.8,3.9,11.4,10,-9999.0,0,197,206,2,27,0,114,104,54
Sep,1923,16.6,2.5,9.5,56,-9999.0,1,144,254,3,21,3,83,27,56
Oct,1923,10.1,-3.5,3.3,39,-9999.0,19,35,457,0,6,7,50,12,54
Nov,1923,9.1,-5.5,1.8,87,-9999.0,37,17,487,0,4,18,35,0,50
Dec,1923,2.6,-11.1,-4.2,109,-9999.0,154,0,686,0,1,74,0,0,62
Jan,1924,1.6,-12.0,-5.2,67,-9999.0,183,0,719,0,1,47,0,0,48
Feb,1924,7.6,-6.7,0.4,107,-9999.0,55,9,488,0,2,31,37,0,50
Mar,1924,1.3,-11.4,-5.0,161,-9999.0,181,0,715,0,0,157,0,0,51
Apr,1924,7.2,-6.0,0.6,33,-9999.0,48,11,523,0,2,24,63,29,53
May,1924,16.2,0.6,8.4,19,-9999.0,1,116,298,0,16,1,113,94,52
Jun,1924,19.0,2.5,10.8,1,-9999.0,0,174,218,2,23,0,128,128,50
Jul,1924,22.0,5.6,13.8,3,-9999.0,0,274,132,4,30,0,143,140,51
Aug,1924,20.6,4.0,12.3,3,-9999.0,0,227,178,3,27,0,124,121,50
Sep,1924,18.9,2.0,10.4,12,-9999.0,1,169,228,4,20,1,94,83,49
Oct,1924,9.7,-2.8,3.5,101,-9999.0,18,37,452,0,7,17,49,0,57
Nov,1924,6.1,-6.5,-0.2,73,-9999.0,66,7,546,0,3,27,0,0,55
Dec,1924,2.1,-10.4,-4.1,187,-9999.0,152,0,683,0,1,125,0,0,48
Jan,1925,2.7,-9.6,-3.5,65,-9999.0,139,0,667,0,1,36,0,0,53
Feb,1925,3.6,-8.5,-2.4,332,-9999.0,103,0,568,0,1,208,0,0,54
Mar,1925,5.9,-7.6,-0.9,183,-9999.0,81,2,587,0,1,130,0,0,51
Apr,1925,7.5,-4.7,1.4,128,-9999.0,37,14,499,0,3,77,63,0,57
May,1925,12.8,-0.1,6.4,24,-9999.0,3,69,361,0,14,4,95,71,58
Jun,1925,16.5,2.5,9.5,22,-9999.0,0,137,256,0,22,1,113,91,56
Jul,1925,20.8,6.6,13.7,18,-9999.0,0,271,134,4,30,0,132,114,57
Aug,1925,19.0,4.0,11.5,13,-9999.0,0,200,204,2,27,0,115,101,54
Sep,1925,14.7,-1.2,6.8,15,-9999.0,3,76,337,0,11,2,80,65,50
Oct,1925,10.9,-2.8,4.1,110,-9999.0,14,43,433,0,7,14,52,0,54
Nov,1925,5.6,-7.1,-0.8,36,-9999.0,76,4,562,0,2,15,0,0,54
Dec,1925,7.1,-8.6,-0.7,72,-9999.0,77,2,578,0,1,22,0,0,52
