Month,Year,Max Temp,Min Temp,Ave Temp,Precipitation,Radiation,DDays < 0°C,DDays > 5°C,DDays < 18°C,DDays > 18°C,Frost Free Days,Snowfall,Evaporation,Moisture Deficit,Relative Humidity
Aug,1906,17.0,5.8,11.4,75,-9999.0,0,198,206,2,30,2,90,15,64
Sep,1906,12.9,1.5,7.2,51,-9999.0,2,85,324,1,19,6,58,7,63
Oct,1906,6.7,-3.0,1.9,43,-9999.0,32,23,502,0,7,15,31,0,65
Nov,1906,-2.1,-11.2,-6.6,88,-9999.0,210,0,739,0,1,78,0,0,62
Dec,1906,-2.4,-8.1,-5.2,119,-9999.0,181,0,716,0,2,91,0,0,71
Jan,1907,-9.1,-17.9,-13.5,142,-9999.0,422,0,976,0,0,140,0,0,61
Feb,1907,-0.7,-9.3,-5.0,112,-9999.0,162,0,640,0,1,96,0,0,64
Mar,1907,-1.8,-8.2,-5.0,194,-9999.0,180,0,714,0,1,188,0,0,73
Apr,1907,3.3,-7.1,-1.9,53,-9999.0,96,4,597,0,1,48,0,0,60
May,1907,6.0,-2.4,1.8,92,-9999.0,28,16,503,0,7,58,58,0,69
Jun,1907,9.1,0.8,5.0,139,-9999.0,4,45,391,0,17,42,69,0,72
Jul,1907,16.3,5.0,10.6,92,-9999.0,0,173,229,0,29,3,101,8,64
Aug,1907,15.5,3.7,9.6,51,-9999.0,0,140,263,0,27,3,86,35,62
Sep,1907,11.9,0.5,6.2,48,-9999.0,3,65,354,0,16,8,56,8,63
Oct,1907,9.5,-1.8,3.9,47,-9999.0,15,41,439,0,10,6,37,0,61
Nov,1907,0.5,-6.8,-3.1,51,-9999.0,130,2,634,0,2,34,0,0,70
Dec,1907,-3.5,-11.0,-7.3,77,-9999.0,238,0,779,0,1,69,0,0,76
Jan,1908,-4.5,-12.2,-8.4,76,-9999.0,264,0,817,0,1,68,0,0,67
Feb,1908,-3.5,-12.5,-8.0,149,-9999.0,235,0,725,0,0,144,0,0,62
Mar,1908,-1.9,-10.7,-6.3,98,-9999.0,215,0,755,0,0,96,0,0,64
Apr,1908,6.5,-6.0,0.3,66,-9999.0,53,9,532,0,2,50,53,0,55
May,1908,5.9,-1.9,2.0,250,-9999.0,25,17,496,0,8,154,56,0,72
Jun,1908,8.5,0.5,4.5,144,-9999.0,5,39,405,0,15,51,66,0,72
Jul,1908,19.5,5.5,12.5,46,-9999.0,0,232,172,2,30,1,119,73,57
Aug,1908,15.5,4.6,10.1,51,-9999.0,0,155,247,0,28,3,84,33,65
Sep,1908,13.1,1.7,7.4,61,-9999.0,2,90,318,1,19,7,59,0,63
Oct,1908,2.7,-3.8,-0.5,129,-9999.0,69,11,576,0,5,89,0,0,75
Nov,1908,0.3,-9.4,-4.5,19,-9999.0,163,0,675,0,1,15,0,0,61
Dec,1908,-5.8,-12.3,-9.0,50,-9999.0,284,0,835,0,0,47,0,0,68
Jan,1909,-6.2,-13.9,-10.0,136,-9999.0,314,0,869,0,0,129,0,0,66
Feb,1909,-4.6,-11.4,-8.0,109,-9999.0,233,0,723,0,0,105,0,0,71
Mar,1909,-1.8,-10.0,-5.9,143,-9999.0,204,0,742,0,1,140,0,0,66
Apr,1909,-0.6,-9.3,-5.0,115,-9999.0,172,1,688,0,1,113,0,0,64
May,1909,6.0,-3.5,1.2,168,-9999.0,35,13,520,0,5,112,60,0,66
Jun,1909,13.9,2.4,8.1,42,-9999.0,1,102,297,0,22,3,92,50,63
Jul,1909,17.8,5.3,11.5,80,-9999.0,0,202,201,1,30,2,109,29,61
Aug,1909,18.9,5.6,12.2,49,-9999.0,0,225,180,3,29,1,101,51,59
Sep,1909,10.7,2.5,6.6,182,-9999.0,3,72,343,0,21,27,48,0,73
Oct,1909,5.6,-3.7,1.0,47,-9999.0,43,18,529,0,5,22,29,0,66
Nov,1909,-0.7,-7.4,-4.1,166,-9999.0,153,2,662,0,2,121,0,0,72
Dec,1909,-9.9,-17.3,-13.6,108,-9999.0,423,0,976,0,0,107,0,0,71
Jan,1910,-8.4,-15.7,-12.0,125,-9999.0,375,0,930,0,0,122,0,0,68
Feb,1910,-8.0,-17.0,-12.5,127,-9999.0,353,0,850,0,0,126,0,0,60
Mar,1910,4.8,-5.8,-0.5,39,-9999.0,73,9,575,0,3,26,0,0,61
Apr,1910,9.1,-4.3,2.4,99,-9999.0,27,25,468,0,4,45,62,0,54
May,1910,10.1,-1.7,4.2,129,-9999.0,9,36,428,0,9,50,77,0,60
Jun,1910,15.0,1.4,8.2,32,-9999.0,1,104,294,0,19,2,101,69,57
Jul,1910,19.7,6.0,12.9,40,-9999.0,0,246,159,3,30,1,119,79,58
Aug,1910,17.5,2.4,10.0,24,-9999.0,0,152,251,0,23,1,99,74,53
Sep,1910,11.1,1.0,6.0,123,-9999.0,4,62,359,0,17,21,52,0,66
Oct,1910,7.8,-2.4,2.7,140,-9999.0,24,29,476,0,8,34,33,0,64
Nov,1910,-0.5,-6.9,-3.7,149,-9999.0,144,2,651,0,2,105,0,0,73
Dec,1910,-4.3,-10.3,-7.3,48,-9999.0,240,0,781,0,1,43,0,0,67
Jan,1911,-6.1,-13.2,-9.6,162,-9999.0,302,0,857,0,0,151,0,0,69
Feb,1911,-7.6,-16.7,-12.2,95,-9999.0,343,0,841,0,0,95,0,0,60
Mar,1911,1.5,-8.4,-3.5,20,-9999.0,139,0,667,0,1,18,0,0,60
Apr,1911,2.7,-7.7,-2.5,68,-9999.0,110,1,615,0,1,64,0,0,60
May,1911,7.1,-2.8,2.2,118,-9999.0,23,18,491,0,6,71,64,0,65
Jun,1911,12.6,2.7,7.7,113,-9999.0,1,91,310,0,23,10,84,0,67
Jul,1911,16.1,3.8,9.9,33,-9999.0,0,151,250,0,28,1,102,69,61
Aug,1911,15.4,3.0,9.2,38,-9999.0,0,128,275,0,25,3,87,49,60
Sep,1911,10.3,-0.2,5.1,69,-9999.0,5,47,388,0,14,16,51,0,65
Oct,1911,3.1,-6.0,-1.4,84,-9999.0,88,9,604,0,2,67,0,0,65
Nov,1911,-4.4,-11.8,-8.1,100,-9999.0,244,0,782,0,0,94,0,0,68
Dec,1911,-6.6,-14.3,-10.5,82,-9999.0,327,0,880,0,0,80,0,0,74
Jan,1912,-5.3,-12.5,-8.9,44,-9999.0,276,0,834,0,0,40,0,0,69
Feb,1912,-3.9,-12.0,-8.0,58,-9999.0,233,0,723,0,0,56,0,0,66
Mar,1912,-5.9,-17.0,-11.5,146,-9999.0,358,0,915,0,0,146,0,0,53
Apr,1912,2.1,-6.8,-2.3,120,-9999.0,106,0,610,0,1,112,0,0,65
May,1912,7.0,-3.0,2.0,90,-9999.0,25,17,497,0,5,55,64,0,64
Jun,1912,13.8,2.1,8.0,71,-9999.0,1,98,302,0,21,6,92,21,62
Jul,1912,14.9,4.4,9.7,85,-9999.0,0,142,260,0,29,4,94,8,66
Aug,1912,14.3,4.0,9.1,88,-9999.0,0,127,277,0,27,6,79,0,66
Sep,1912,6.9,-2.2,2.3,67,-9999.0,17,20,470,0,8,29,42,0,68
Oct,1912,2.7,-5.1,-1.2,130,-9999.0,83,9,597,0,3,100,0,0,70
Nov,1912,0.5,-6.3,-2.9,53,-9999.0,124,0,627,0,3,34,0,0,72
Dec,1912,-5.1,-12.7,-8.9,62,-9999.0,281,0,831,0,0,59,0,0,66
Jan,1913,-7.1,-15.4,-11.2,88,-9999.0,351,0,906,0,0,85,0,0,64
Feb,1913,-8.2,-17.9,-13.1,70,-9999.0,368,0,866,0,0,69,0,0,58
Mar,1913,-4.4,-12.9,-8.6,118,-9999.0,270,0,828,0,0,117,0,0,64
Apr,1913,5.0,-6.6,-0.8,89,-9999.0,72,8,564,0,2,76,0,0,57
May,1913,8.3,-1.4,3.5,86,-9999.0,12,28,451,0,9,41,68,0,66
Jun,1913,12.4,2.8,7.6,157,-9999.0,1,89,313,0,23,15,82,0,68
Jul,1913,15.3,4.7,10.0,146,-9999.0,0,152,249,0,29,6,95,0,66
Aug,1913,17.7,5.7,11.7,37,-9999.0,0,207,197,2,29,1,94,56,62
Sep,1913,12.4,0.5,6.5,85,-9999.0,3,70,346,0,16,13,58,0,61
Oct,1913,2.7,-5.1,-1.2,124,-9999.0,83,9,598,0,3,95,0,0,70
Nov,1913,-0.1,-7.7,-3.9,195,-9999.0,148,1,656,0,2,140,0,0,69
Dec,1913,-4.9,-14.2,-9.5,23,-9999.0,295,0,850,0,0,22,0,0,67
Jan,1914,-3.2,-9.9,-6.6,88,-9999.0,220,0,762,0,1,71,0,0,72
Feb,1914,-5.8,-13.2,-9.5,90,-9999.0,265,0,766,0,0,88,0,0,68
Mar,1914,1.1,-10.1,-4.5,57,-9999.0,167,0,700,0,1,55,0,0,56
Apr,1914,3.9,-5.5,-0.8,112,-9999.0,71,7,563,0,2,95,0,0,64
May,1914,10.3,-1.7,4.3,81,-9999.0,8,37,424,0,9,30,78,0,59
Jun,1914,11.3,1.9,6.6,142,-9999.0,2,70,342,0,21,21,79,0,69
Jul,1914,18.5,5.3,11.9,62,-9999.0,0,213,190,2,30,1,113,52,59
Aug,1914,17.9,3.6,10.7,8,-9999.0,0,176,227,1,26,0,99,91,56
Sep,1914,11.6,0.4,6.0,116,-9999.0,4,62,360,0,15,20,55,0,63
Oct,1914,6.0,-2.3,1.8,86,-9999.0,32,23,503,0,8,30,28,0,70
Nov,1914,2.8,-6.3,-1.7,21,-9999.0,97,5,592,0,3,11,0,0,65
Dec,1914,-8.1,-15.7,-11.9,43,-9999.0,370,0,923,0,0,43,0,0,60
Jan,1915,-6.0,-13.3,-9.7,94,-9999.0,302,0,857,0,0,88,0,0,68
Feb,1915,-1.9,-10.1,-6.0,37,-9999.0,187,0,668,0,1,34,0,0,66
Mar,1915,0.1,-9.1,-4.5,92,-9999.0,166,0,699,0,1,88,0,0,63
Apr,1915,7.9,-2.9,2.5,124,-9999.0,26,22,466,0,6,55,56,0,62
May,1915,5.4,-1.9,1.8,146,-9999.0,28,16,503,0,8,92,54,0,74
Jun,1915,9.5,-0.4,4.6,124,-9999.0,5,40,403,0,12,42,74,0,67
Jul,1915,14.1,3.4,8.8,126,-9999.0,0,117,287,0,27,9,91,0,65
Aug,1915,18.5,5.2,11.8,45,-9999.0,0,212,192,2,29,1,99,54,59
Sep,1915,8.1,0.9,4.5,108,-9999.0,7,40,406,0,17,28,41,0,75
Oct,1915,7.7,-2.1,2.8,31,-9999.0,22,31,472,0,9,7,32,2,66
Nov,1915,-2.5,-8.6,-5.6,109,-9999.0,188,0,706,0,1,91,0,0,74
Dec,1915,-5.8,-11.6,-8.7,133,-9999.0,275,0,824,0,1,125,0,0,66
Jan,1916,-14.1,-21.4,-17.7,139,-9999.0,550,0,1105,0,0,139,0,0,66
Feb,1916,-3.3,-11.8,-7.6,115,-9999.0,224,0,712,0,0,110,0,0,64
Mar,1916,0.6,-7.4,-3.4,128,-9999.0,138,6,666,0,2,119,0,0,67
Apr,1916,4.2,-6.0,-0.9,83,-9999.0,74,12,567,0,2,72,0,0,62
May,1916,4.6,-4.4,0.1,111,-9999.0,55,9,554,0,3,80,55,0,66
Jun,1916,11.0,-0.1,5.4,90,-9999.0,3,51,377,0,13,23,81,0,63
Jul,1916,18.8,5.0,11.9,65,-9999.0,0,214,190,2,29,1,116,51,57
Aug,1916,17.3,3.8,10.6,47,-9999.0,0,170,233,1,27,2,96,49,58
Sep,1916,11.9,-0.2,5.8,78,-9999.0,4,58,366,0,13,14,57,0,60
Oct,1916,2.2,-4.8,-1.3,137,-9999.0,85,9,600,0,4,107,0,0,73
Nov,1916,-3.5,-11.2,-7.3,83,-9999.0,221,2,759,0,1,75,0,0,67
Dec,1916,-9.3,-15.9,-12.6,126,-9999.0,391,0,944,0,0,124,0,0,75
Jan,1917,-9.1,-16.5,-12.8,87,-9999.0,399,0,954,0,0,85,0,0,67
Feb,1917,-6.1,-14.9,-10.5,134,-9999.0,297,0,794,0,0,132,0,0,62
Mar,1917,-6.3,-16.5,-11.4,102,-9999.0,358,0,914,0,0,101,0,0,56
Apr,1917,-0.6,-8.3,-4.5,128,-9999.0,159,2,673,0,1,126,0,0,68
May,1917,6.2,-3.1,1.5,122,-9999.0,31,15,511,0,5,80,60,0,66
Jun,1917,12.2,0.4,6.3,62,-9999.0,2,65,351,0,15,11,87,25,61
Jul,1917,21.0,7.0,14.0,29,-9999.0,0,279,127,5,31,0,125,95,58
Aug,1917,17.9,5.0,11.5,18,-9999.0,0,200,204,2,29,1,96,79,60
Sep,1917,13.2,2.4,7.8,152,-9999.0,2,97,308,1,21,16,58,0,65
Oct,1917,6.2,-4.0,1.1,30,-9999.0,42,18,527,0,5,14,30,0,63
Nov,1917,3.7,-5.6,-1.0,44,-9999.0,80,9,569,0,3,19,0,0,65
Dec,1917,-1.4,-7.9,-4.7,124,-9999.0,166,1,699,0,2,89,0,0,70
Jan,1918,-6.6,-14.0,-10.3,174,-9999.0,321,0,876,0,0,165,0,0,68
Feb,1918,-6.1,-14.7,-10.4,134,-9999.0,293,0,791,0,0,133,0,0,63
Mar,1918,1.5,-8.3,-3.4,95,-9999.0,137,0,665,0,1,88,0,0,61
Apr,1918,1.2,-8.1,-3.5,94,-9999.0,135,0,644,0,1,91,0,0,63
May,1918,6.3,-3.3,1.5,74,-9999.0,32,15,512,0,5,48,61,0,65
Jun,1918,17.0,4.4,10.7,84,-9999.0,0,172,220,2,27,1,106,22,60
Jul,1918,16.6,5.9,11.3,102,-9999.0,0,193,209,1,30,3,100,0,66
Aug,1918,15.4,4.3,9.9,53,-9999.0,0,148,254,0,28,3,84,31,64
Sep,1918,11.8,2.1,7.0,110,-9999.0,2,80,332,0,20,14,53,0,68
Oct,1918,6.9,-0.9,3.0,84,-9999.0,21,32,466,0,12,18,29,0,72
Nov,1918,-2.4,-9.7,-6.1,107,-9999.0,198,0,721,0,1,92,0,0,69
Dec,1918,-4.2,-11.9,-8.1,56,-9999.0,260,0,805,0,0,52,0,0,73
Jan,1919,-3.2,-10.8,-7.0,32,-9999.0,230,0,775,0,1,27,0,0,68
Feb,1919,-6.5,-14.8,-10.6,175,-9999.0,300,0,797,0,0,173,0,0,64
Mar,1919,-0.3,-10.6,-5.5,52,-9999.0,193,0,730,0,0,51,0,0,58
Apr,1919,5.5,-5.3,0.1,64,-9999.0,56,12,537,0,3,49,49,0,60
May,1919,10.9,-1.7,4.6,44,-9999.0,7,41,415,0,9,15,81,37,58
Jun,1919,17.9,2.8,10.3,7,-9999.0,0,161,231,1,23,0,115,108,53
Jul,1919,22.0,6.3,14.2,19,-9999.0,0,284,123,5,30,0,133,114,53
Aug,1919,20.2,6.6,13.4,19,-9999.0,0,261,145,5,30,0,105,86,58
Sep,1919,12.6,2.5,7.6,49,-9999.0,2,93,314,1,21,5,56,7,67
Oct,1919,-0.6,-7.0,-3.8,169,-9999.0,146,4,678,0,2,159,0,0,73
Nov,1919,-4.5,-11.3,-7.9,100,-9999.0,237,0,776,0,1,92,0,0,70
Dec,1919,-8.0,-15.8,-11.9,201,-9999.0,371,0,923,0,0,198,0,0,67
Jan,1920,-3.1,-11.6,-7.3,39,-9999.0,239,0,785,0,1,33,0,0,64
Feb,1920,-4.4,-13.4,-8.9,147,-9999.0,254,0,750,0,0,143,0,0,62
Mar,1920,-3.7,-12.6,-8.1,149,-9999.0,259,0,812,0,0,148,0,0,62
Apr,1920,-1.4,-8.2,-4.8,122,-9999.0,169,0,684,0,1,120,0,0,72
May,1920,6.4,-2.8,1.8,106,-9999.0,28,16,503,0,6,67,60,0,67
Jun,1920,11.8,0.6,6.2,82,-9999.0,2,62,355,0,16,15,84,2,63
Jul,1920,18.6,6.2,12.4,59,-9999.0,0,229,175,2,30,1,112,52,61
Aug,1920,17.4,5.4,11.4,39,-9999.0,0,199,205,2,29,1,93,53,62
Sep,1920,11.6,1.2,6.4,74,-9999.0,3,68,349,0,18,11,54,0,66
Oct,1920,2.8,-3.3,-0.3,116,-9999.0,64,12,569,0,6,76,0,0,77
Nov,1920,-4.2,-9.3,-6.8,111,-9999.0,212,0,743,0,1,99,0,0,78
Dec,1920,-5.0,-10.7,-7.9,113,-9999.0,254,0,798,0,1,104,0,0,65
Jan,1921,-5.1,-11.8,-8.5,99,-9999.0,266,0,820,0,1,89,0,0,71
Feb,1921,-2.3,-10.9,-6.6,88,-9999.0,200,0,684,0,0,82,0,0,64
Mar,1921,-0.3,-8.8,-4.6,106,-9999.0,168,0,701,0,1,102,0,0,65
Apr,1921,1.7,-7.4,-2.9,97,-9999.0,119,0,626,0,1,92,0,0,64
May,1921,6.3,-1.5,2.4,172,-9999.0,21,20,484,0,9,100,57,0,72
Jun,1921,14.5,3.5,9.0,63,-9999.0,1,123,271,0,25,3,93,30,64
Jul,1921,18.7,5.8,12.2,57,-9999.0,0,225,179,2,30,1,113,57,60
Aug,1921,17.8,5.8,11.8,52,-9999.0,0,211,193,2,30,1,94,42,62
Sep,1921,8.0,-0.1,3.9,79,-9999.0,9,33,423,0,14,24,43,0,72
Oct,1921,9.4,-2.0,3.7,19,-9999.0,16,39,445,0,9,3,36,17,61
Nov,1921,0.1,-7.7,-3.8,149,-9999.0,146,0,653,0,2,105,0,0,68
Dec,1921,-5.6,-12.0,-8.8,178,-9999.0,278,0,827,0,0,168,0,0,75
Jan,1922,-10.3,-17.2,-13.8,105,-9999.0,429,0,984,0,0,104,0,0,69
Feb,1922,-9.5,-17.4,-13.5,140,-9999.0,380,0,878,0,0,139,0,0,65
Mar,1922,-2.8,-12.1,-7.5,98,-9999.0,244,0,792,0,0,97,0,0,61
Apr,1922,0.7,-8.3,-3.8,154,-9999.0,142,3,653,0,1,150,0,0,63
May,1922,7.0,-2.1,2.4,78,-9999.0,21,20,483,0,8,45,62,0,68
Jun,1922,15.7,3.0,9.3,65,-9999.0,0,133,260,0,24,2,102,37,59
Jul,1922,17.2,5.1,11.1,101,-9999.0,0,189,213,1,29,3,106,5,62
Aug,1922,18.7,7.4,13.0,97,-9999.0,0,251,155,4,30,2,95,0,65
Sep,1922,14.6,2.2,8.4,22,-9999.0,1,113,288,2,21,2,64,42,60
Oct,1922,7.7,-2.4,2.7,20,-9999.0,24,29,477,0,8,5,33,13,64
Nov,1922,-3.5,-9.9,-6.7,152,-9999.0,211,0,741,0,1,135,0,0,73
Dec,1922,-8.1,-13.8,-10.9,100,-9999.0,341,0,893,0,0,98,0,0,72
Jan,1923,-4.9,-11.1,-8.0,62,-9999.0,255,0,806,0,1,55,0,0,73
Feb,1923,-7.0,-18.1,-12.6,77,-9999.0,354,0,852,0,0,77,0,0,53
Mar,1923,-3.4,-13.9,-8.7,87,-9999.0,270,0,828,0,0,87,0,0,56
Apr,1923,2.0,-7.9,-3.0,147,-9999.0,121,3,628,0,1,140,0,0,61
May,1923,8.1,-2.1,3.0,108,-9999.0,16,24,466,0,7,56,67,0,64
Jun,1923,11.6,1.0,6.3,134,-9999.0,2,65,350,0,17,23,82,0,65
Jul,1923,19.4,7.3,13.3,59,-9999.0,0,259,143,3,31,1,114,55,62
Aug,1923,16.3,5.2,10.8,59,-9999.0,0,177,226,1,29,2,87,28,64
Sep,1923,13.0,1.7,7.3,49,-9999.0,2,87,321,1,19,6,58,9,63
Oct,1923,2.0,-4.9,-1.5,63,-9999.0,89,9,606,0,4,50,0,0,73
Nov,1923,1.6,-7.5,-3.0,27,-9999.0,126,4,630,0,2,17,0,0,64
Dec,1923,-6.7,-14.4,-10.6,97,-9999.0,330,0,882,0,0,95,0,0,74
Jan,1924,-7.6,-15.4,-11.5,85,-9999.0,359,0,914,0,0,83,0,0,66
Feb,1924,-1.1,-11.0,-6.1,124,-9999.0,188,0,670,0,0,113,0,0,59
Mar,1924,-5.4,-13.2,-9.3,158,-9999.0,282,0,847,0,0,158,0,0,66
Apr,1924,1.5,-6.9,-2.7,84,-9999.0,114,4,620,0,1,80,0,0,67
May,1924,10.6,-2.3,4.2,47,-9999.0,9,35,430,0,7,19,80,33,57
Jun,1924,13.1,0.4,6.7,37,-9999.0,2,72,339,0,15,5,92,55,59
Jul,1924,18.6,5.3,12.0,93,-9999.0,0,217,187,2,30,2,114,21,59
Aug,1924,18.0,4.4,11.2,23,-9999.0,0,191,212,2,28,1,98,75,58
Sep,1924,12.4,1.0,6.7,129,-9999.0,3,74,339,0,17,18,57,0,63
Oct,1924,4.8,-1.9,1.5,113,-9999.0,37,21,515,0,9,45,25,0,75
Nov,1924,-2.0,-9.0,-5.5,130,-9999.0,186,0,704,0,1,107,0,0,71
Dec,1924,-10.4,-16.9,-13.7,76,-9999.0,425,0,978,0,0,76,0,0,66
Jan,1925,-5.7,-10.3,-8.0,94,-9999.0,256,0,806,0,1,83,0,0,80
Feb,1925,-2.1,-7.2,-4.7,82,-9999.0,154,0,631,0,2,68,0,0,78
Mar,1925,-0.1,-8.7,-4.4,137,-9999.0,163,0,695,0,1,131,0,0,65
Apr,1925,4.6,-4.5,0.0,147,-9999.0,56,8,539,0,4,114,45,0,66
May,1925,10.2,-0.2,5.0,108,-9999.0,6,46,404,0,13,32,75,0,65
Jun,1925,11.3,2.0,6.6,131,-9999.0,2,71,341,0,21,20,78,0,69
Jul,1925,19.1,7.0,13.1,83,-9999.0,0,251,149,3,31,1,112,30,62
Aug,1925,16.8,4.8,10.8,61,-9999.0,0,177,226,1,28,2,91,29,62
Sep,1925,10.0,1.9,6.0,140,-9999.0,4,61,361,0,20,24,47,0,73
