Month,Year,Max Temp,Min Temp,Ave Temp,Precipitation,Radiation,DDays < 0°C,DDays > 5°C,DDays < 18°C,DDays > 18°C,Frost Free Days,Snowfall,Evaporation,Moisture Deficit,Relative Humidity
Apr,1906,7.5,-4.2,1.7,18,-9999.0,34,14,490,0,4,10,51,33,58
May,1906,8.8,-0.4,4.2,106,-9999.0,9,36,428,0,13,41,64,0,69
Jun,1906,11.2,0.5,5.8,90,-9999.0,3,57,366,0,15,19,78,0,65
Jul,1906,21.7,7.3,14.5,28,-9999.0,0,294,114,7,31,0,123,95,57
Aug,1906,17.6,4.3,10.9,1,-9999.0,0,182,221,1,28,0,90,89,59
Sep,1906,11.8,1.6,6.7,43,-9999.0,3,74,339,0,19,6,48,6,66
Oct,1906,6.2,-1.6,2.3,85,-9999.0,27,26,489,0,10,25,24,0,72
Nov,1906,-2.2,-9.1,-5.7,187,-9999.0,190,0,710,1,1,157,0,0,71
Dec,1906,-3.1,-9.7,-6.4,109,-9999.0,214,0,753,0,1,93,0,0,69
Jan,1907,-12.5,-21.7,-17.1,153,-9999.0,531,0,1086,0,0,152,0,0,58
Feb,1907,-3.3,-11.2,-7.2,106,-9999.0,217,0,703,0,0,100,0,0,66
Mar,1907,-2.9,-10.5,-6.7,123,-9999.0,226,0,768,0,0,122,0,0,68
Apr,1907,3.1,-7.8,-2.3,25,-9999.0,105,4,609,0,1,24,0,0,58
May,1907,9.5,-2.4,3.6,92,-9999.0,12,29,447,0,7,42,71,0,59
Jun,1907,12.0,0.9,6.4,119,-9999.0,2,66,348,0,17,20,82,0,63
Jul,1907,17.8,4.2,11.0,39,-9999.0,0,184,218,0,28,1,107,67,58
Aug,1907,12.7,3.5,8.1,111,-9999.0,0,100,309,0,26,10,67,0,69
Sep,1907,10.6,2.1,6.3,101,-9999.0,3,67,351,0,20,16,44,0,71
Oct,1907,8.0,-1.4,3.3,26,-9999.0,19,35,458,0,11,5,27,1,67
Nov,1907,-0.4,-6.5,-3.5,59,-9999.0,138,2,643,0,3,40,0,0,74
Dec,1907,-3.0,-9.6,-6.3,93,-9999.0,212,0,751,0,1,78,0,0,72
Jan,1908,-3.8,-12.7,-8.3,86,-9999.0,262,0,814,0,0,76,0,0,62
Feb,1908,-4.5,-12.8,-8.6,130,-9999.0,247,0,742,0,0,126,0,0,65
Mar,1908,-2.0,-10.5,-6.2,85,-9999.0,213,0,753,0,0,84,0,0,65
Apr,1908,4.2,-6.1,-0.9,35,-9999.0,74,2,568,0,2,30,0,0,61
May,1908,7.5,-2.1,2.7,88,-9999.0,18,22,474,0,7,48,62,0,66
Jun,1908,13.6,1.2,7.4,59,-9999.0,1,86,318,0,18,6,89,31,60
Jul,1908,18.6,5.2,11.9,33,-9999.0,0,215,189,2,30,1,109,76,59
Aug,1908,17.0,4.2,10.6,65,-9999.0,0,173,230,1,28,3,87,23,60
Sep,1908,12.2,0.9,6.5,30,-9999.0,3,71,345,0,17,5,51,20,63
Oct,1908,4.6,-3.1,0.7,79,-9999.0,47,17,537,0,6,41,22,0,71
Nov,1908,1.5,-6.8,-2.7,32,-9999.0,118,0,619,1,2,20,0,0,67
Dec,1908,-5.5,-13.7,-9.6,84,-9999.0,296,0,851,0,0,81,0,0,72
Jan,1909,-11.0,-18.9,-14.9,145,-9999.0,465,0,1019,0,0,144,0,0,64
Feb,1909,-4.5,-11.3,-7.9,214,-9999.0,232,0,722,0,0,206,0,0,71
Mar,1909,-0.3,-9.7,-5.0,33,-9999.0,180,0,715,0,1,32,0,0,61
Apr,1909,2.2,-7.7,-2.8,22,-9999.0,116,0,622,0,1,21,0,0,61
May,1909,7.9,-2.5,2.7,67,-9999.0,18,22,476,0,6,37,64,0,63
Jun,1909,13.8,1.4,7.6,90,-9999.0,1,90,313,0,19,8,90,0,60
Jul,1909,15.8,3.8,9.8,128,-9999.0,0,147,254,0,28,6,96,0,62
Aug,1909,16.6,3.3,10.0,31,-9999.0,0,152,250,0,26,2,87,56,58
Sep,1909,13.2,2.8,8.0,78,-9999.0,2,103,300,1,22,7,52,0,66
Oct,1909,4.8,-2.1,1.4,88,-9999.0,38,20,517,0,9,37,21,0,75
Nov,1909,-1.7,-7.6,-4.7,89,-9999.0,167,0,680,0,2,69,0,0,75
Dec,1909,-7.3,-14.5,-10.9,48,-9999.0,340,0,892,0,0,47,0,0,65
Jan,1910,-5.4,-12.9,-9.1,62,-9999.0,285,0,840,0,0,57,0,0,68
Feb,1910,-7.1,-16.0,-11.6,112,-9999.0,326,0,824,0,0,111,0,0,61
Mar,1910,2.4,-6.4,-2.0,64,-9999.0,103,0,621,0,2,53,0,0,66
Apr,1910,7.0,-4.1,1.4,25,-9999.0,37,13,498,0,4,15,49,25,60
May,1910,11.3,-1.4,5.0,50,-9999.0,6,46,404,0,10,15,79,29,58
Jun,1910,13.3,0.7,7.0,80,-9999.0,2,77,330,0,16,10,89,9,59
Jul,1910,18.8,3.9,11.4,24,-9999.0,0,196,206,1,28,1,113,89,54
Aug,1910,14.5,2.6,8.5,45,-9999.0,0,111,295,0,24,4,78,33,62
Sep,1910,11.9,1.3,6.6,42,-9999.0,3,73,342,0,18,6,49,7,65
Oct,1910,4.8,-1.9,1.4,91,-9999.0,37,20,515,0,9,37,21,0,75
Nov,1910,-1.5,-7.0,-4.3,95,-9999.0,157,0,667,0,2,71,0,0,77
Dec,1910,-3.0,-8.7,-5.8,142,-9999.0,198,0,735,0,1,115,0,0,68
Jan,1911,-9.5,-17.7,-13.6,140,-9999.0,424,0,979,0,0,138,0,0,63
Feb,1911,-7.7,-17.6,-12.7,89,-9999.0,358,0,855,0,0,88,0,0,57
Mar,1911,0.5,-9.2,-4.4,49,-9999.0,163,0,695,0,1,47,0,0,61
Apr,1911,3.8,-7.6,-1.9,25,-9999.0,96,1,597,0,1,23,0,0,57
May,1911,7.3,-2.6,2.4,83,-9999.0,21,20,485,0,6,48,61,0,65
Jun,1911,13.6,1.2,7.4,99,-9999.0,1,86,318,0,18,10,90,0,60
Jul,1911,17.4,4.3,10.9,36,-9999.0,0,180,222,0,28,1,104,68,59
Aug,1911,15.6,3.3,9.5,50,-9999.0,0,136,267,0,26,3,82,32,61
Sep,1911,9.7,0.9,5.3,68,-9999.0,5,51,381,0,17,14,42,0,70
Oct,1911,5.9,-4.7,0.6,15,-9999.0,49,16,541,0,4,8,25,10,61
Nov,1911,-6.0,-12.5,-9.2,192,-9999.0,277,0,816,0,0,183,0,0,72
Dec,1911,-5.7,-12.5,-9.1,116,-9999.0,285,0,837,0,0,111,0,0,76
Jan,1912,-7.2,-14.7,-10.9,136,-9999.0,342,0,897,0,0,131,0,0,67
Feb,1912,-3.7,-10.1,-6.9,117,-9999.0,208,0,693,0,1,110,0,0,73
Mar,1912,-3.2,-14.0,-8.6,5,-9999.0,270,0,827,0,0,5,0,0,55
Apr,1912,3.0,-5.5,-1.3,67,-9999.0,81,0,577,0,2,59,0,0,67
May,1912,9.4,-1.4,4.0,26,-9999.0,9,34,434,0,10,11,69,43,63
Jun,1912,15.6,2.8,9.2,64,-9999.0,1,129,264,0,23,3,98,34,59
Jul,1912,14.0,4.3,9.2,80,-9999.0,0,128,274,0,29,5,84,4,69
Aug,1912,13.2,4.2,8.7,66,-9999.0,0,115,290,0,28,5,68,1,71
Sep,1912,9.6,-1.2,4.2,51,-9999.0,8,36,415,0,10,14,45,0,63
Oct,1912,2.2,-4.7,-1.2,79,-9999.0,83,9,598,0,4,61,0,0,73
Nov,1912,-1.5,-7.1,-4.3,94,-9999.0,158,0,668,1,2,70,0,0,76
Dec,1912,-4.1,-10.8,-7.5,78,-9999.0,244,0,786,0,1,70,0,0,71
Jan,1913,-8.7,-17.1,-12.9,139,-9999.0,402,0,957,0,0,136,0,0,63
Feb,1913,-7.8,-17.6,-12.7,52,-9999.0,359,0,857,0,0,52,0,0,57
Mar,1913,-4.4,-12.7,-8.5,38,-9999.0,268,0,824,0,0,38,0,0,64
Apr,1913,4.7,-6.1,-0.7,21,-9999.0,70,4,562,0,2,18,0,0,60
May,1913,8.3,-1.6,3.4,65,-9999.0,13,27,454,0,9,31,64,0,66
Jun,1913,12.6,1.9,7.2,182,-9999.0,1,82,323,0,21,20,83,0,65
Jul,1913,15.5,3.5,9.5,52,-9999.0,0,138,264,0,27,3,95,42,62
Aug,1913,16.4,4.9,10.7,60,-9999.0,0,174,229,1,29,2,83,23,63
Sep,1913,11.7,-0.5,5.6,48,-9999.0,4,55,372,0,13,9,50,3,60
Oct,1913,2.9,-4.3,-0.7,122,-9999.0,72,11,581,0,4,87,0,0,72
Nov,1913,-1.5,-7.8,-4.6,49,-9999.0,166,0,678,0,2,38,0,0,73
Dec,1913,-3.4,-10.4,-6.9,2,-9999.0,228,0,768,0,1,1,0,0,71
Jan,1914,-2.9,-8.9,-5.9,188,-9999.0,202,0,741,0,1,143,0,0,74
Feb,1914,-5.5,-12.5,-9.0,64,-9999.0,255,0,752,0,0,63,0,0,70
Mar,1914,0.5,-8.7,-4.1,60,-9999.0,156,0,687,0,1,57,0,0,63
Apr,1914,5.3,-4.4,0.4,54,-9999.0,50,8,527,0,4,39,44,0,64
May,1914,10.1,-1.4,4.3,51,-9999.0,8,37,424,0,9,19,73,21,61
Jun,1914,12.3,1.3,6.8,68,-9999.0,2,73,337,0,19,10,82,14,64
Jul,1914,18.8,5.0,11.9,22,-9999.0,0,214,190,2,29,0,111,89,57
Aug,1914,19.0,3.9,11.4,5,-9999.0,0,198,205,2,27,0,97,93,54
Sep,1914,10.2,1.6,5.9,121,-9999.0,4,59,364,0,19,22,43,0,71
Oct,1914,5.7,-1.3,2.2,89,-9999.0,28,26,491,0,11,26,22,0,75
Nov,1914,-0.3,-6.0,-3.2,98,-9999.0,130,0,635,0,3,64,0,0,76
Dec,1914,-7.3,-15.4,-11.3,34,-9999.0,353,0,906,0,0,33,0,0,70
Jan,1915,-5.9,-13.7,-9.8,58,-9999.0,307,0,862,0,0,55,0,0,66
Feb,1915,-2.2,-8.7,-5.4,30,-9999.0,172,0,652,0,1,26,0,0,72
Mar,1915,2.4,-7.6,-2.6,62,-9999.0,118,0,640,0,1,54,0,0,61
Apr,1915,7.4,-3.4,2.0,58,-9999.0,30,17,479,0,5,29,50,0,62
May,1915,7.1,-0.6,3.2,135,-9999.0,14,26,458,0,12,67,57,0,73
Jun,1915,11.9,0.9,6.4,83,-9999.0,2,67,348,0,17,14,81,0,64
Jul,1915,15.4,4.2,9.8,108,-9999.0,0,147,255,0,28,5,92,0,64
Aug,1915,20.6,6.3,13.4,16,-9999.0,0,263,143,5,30,0,101,85,56
Sep,1915,10.6,0.5,5.5,56,-9999.0,5,54,375,0,16,11,46,0,66
Oct,1915,6.1,-1.1,2.5,97,-9999.0,25,28,481,0,12,26,23,0,74
Nov,1915,-3.7,-9.4,-6.5,87,-9999.0,208,0,735,0,1,76,0,0,75
Dec,1915,-4.3,-11.3,-7.8,113,-9999.0,252,0,796,0,1,103,0,0,65
Jan,1916,-14.1,-23.9,-19.0,93,-9999.0,590,0,1145,0,0,93,0,0,55
Feb,1916,-6.1,-13.3,-9.7,142,-9999.0,270,0,773,0,0,140,0,0,69
Mar,1916,-0.4,-7.8,-4.1,87,-9999.0,155,1,686,0,1,82,0,0,69
Apr,1916,4.3,-5.4,-0.5,36,-9999.0,67,10,556,0,3,30,0,0,64
May,1916,7.1,-3.3,1.9,56,-9999.0,26,17,499,0,5,35,61,5,63
Jun,1916,12.6,1.0,6.8,101,-9999.0,2,73,337,0,17,14,85,0,62
Jul,1916,14.4,3.5,8.9,87,-9999.0,0,122,282,0,27,6,88,1,65
Aug,1916,17.7,3.6,10.7,38,-9999.0,0,174,229,1,26,2,92,54,56
Sep,1916,12.4,0.5,6.5,26,-9999.0,3,70,347,0,16,4,52,26,61
Oct,1916,6.5,-4.9,0.8,8,-9999.0,46,17,535,0,4,4,26,18,59
Nov,1916,-3.6,-10.6,-7.1,67,-9999.0,218,0,752,0,1,60,0,0,70
Dec,1916,-8.5,-16.0,-12.2,114,-9999.0,381,0,934,0,0,113,0,0,70
Jan,1917,-6.9,-14.6,-10.7,48,-9999.0,336,0,890,0,0,45,0,0,66
Feb,1917,-7.8,-14.3,-11.0,116,-9999.0,312,0,809,0,0,115,0,0,71
Mar,1917,-5.2,-13.7,-9.5,80,-9999.0,285,0,853,0,0,80,0,0,63
Apr,1917,0.8,-7.2,-3.2,84,-9999.0,127,0,635,0,1,81,0,0,67
May,1917,7.5,-1.6,3.0,86,-9999.0,16,24,467,0,9,45,61,0,68
Jun,1917,11.7,0.1,5.9,74,-9999.0,3,58,363,0,14,15,82,7,62
Jul,1917,20.1,4.8,12.4,19,-9999.0,0,232,173,2,29,0,119,99,54
Aug,1917,19.5,4.7,12.1,17,-9999.0,0,221,184,3,28,0,99,82,55
Sep,1917,13.2,1.6,7.4,59,-9999.0,2,89,319,1,19,7,53,0,62
Oct,1917,7.3,-2.3,2.5,51,-9999.0,25,28,482,0,8,14,26,0,66
Nov,1917,1.5,-4.1,-1.3,26,-9999.0,88,3,580,0,5,12,0,0,78
Dec,1917,-4.2,-10.8,-7.5,242,-9999.0,245,0,787,0,1,218,0,0,66
Jan,1918,-4.3,-10.6,-7.5,135,-9999.0,242,0,789,0,1,116,0,0,73
Feb,1918,-6.1,-14.3,-10.2,100,-9999.0,288,0,785,0,0,99,0,0,65
Mar,1918,-1.4,-9.1,-5.2,70,-9999.0,186,0,722,0,1,69,0,0,68
Apr,1918,5.7,-7.2,-0.7,10,-9999.0,70,3,561,0,1,9,0,0,53
May,1918,8.0,-2.8,2.6,25,-9999.0,19,21,477,0,6,14,65,40,62
Jun,1918,16.0,2.3,9.1,57,-9999.0,1,128,266,0,22,2,101,44,57
Jul,1918,17.7,5.7,11.7,64,-9999.0,0,208,196,1,30,1,103,39,62
Aug,1918,14.6,4.0,9.3,73,-9999.0,0,133,270,0,27,5,76,2,66
Sep,1918,16.6,2.5,9.5,10,-9999.0,1,144,254,3,21,1,63,54,56
Oct,1918,6.2,-0.4,2.9,145,-9999.0,22,31,469,0,14,32,22,0,77
Nov,1918,-1.6,-7.7,-4.6,93,-9999.0,167,0,679,1,2,72,0,0,74
Dec,1918,-3.9,-10.6,-7.3,80,-9999.0,238,0,780,0,1,71,0,0,71
Jan,1919,-2.6,-10.0,-6.3,64,-9999.0,214,0,755,0,1,51,0,0,69
Feb,1919,-6.2,-13.4,-9.8,179,-9999.0,270,0,774,0,0,177,0,0,69
Mar,1919,-3.1,-11.6,-7.4,107,-9999.0,242,0,788,0,0,107,0,0,64
Apr,1919,5.3,-5.3,0.0,38,-9999.0,57,6,540,0,3,30,0,0,61
May,1919,8.8,-1.7,3.5,48,-9999.0,12,29,449,0,8,22,67,19,64
Jun,1919,13.6,-0.6,6.5,36,-9999.0,2,68,346,0,11,6,92,56,54
Jul,1919,19.7,4.6,12.1,26,-9999.0,0,222,182,2,29,0,117,91,54
Aug,1919,18.9,5.5,12.2,35,-9999.0,0,224,181,3,29,1,94,59,58
Sep,1919,12.3,1.7,7.0,64,-9999.0,2,80,331,0,19,8,50,0,65
Oct,1919,2.4,-5.2,-1.4,98,-9999.0,88,9,604,0,3,77,0,0,70
Nov,1919,-4.2,-9.7,-6.9,137,-9999.0,215,0,748,0,1,123,0,0,76
Dec,1919,-6.3,-14.3,-10.3,52,-9999.0,322,0,874,0,0,50,0,0,71
Jan,1920,-4.2,-12.1,-8.2,80,-9999.0,259,0,811,0,1,71,0,0,66
Feb,1920,-2.9,-12.6,-7.7,17,-9999.0,228,0,716,0,0,17,0,0,60
Mar,1920,-1.8,-9.6,-5.7,78,-9999.0,198,0,736,0,1,76,0,0,67
Apr,1920,0.8,-7.1,-3.2,95,-9999.0,127,0,635,0,1,91,0,0,68
May,1920,7.5,-3.1,2.2,26,-9999.0,23,19,491,0,5,15,63,37,62
Jun,1920,11.9,0.3,6.1,64,-9999.0,2,61,358,0,15,12,82,18,62
Jul,1920,20.1,5.7,12.9,40,-9999.0,0,246,158,3,30,1,117,77,56
Aug,1920,18.1,5.3,11.7,26,-9999.0,0,207,198,2,29,1,91,65,60
Sep,1920,10.6,1.6,6.1,111,-9999.0,4,64,357,0,19,19,44,0,70
Oct,1920,2.8,-3.2,-0.2,117,-9999.0,62,13,566,0,6,76,0,0,77
Nov,1920,-1.4,-7.4,-4.4,76,-9999.0,161,0,672,1,2,58,0,0,74
Dec,1920,-3.2,-8.8,-6.0,88,-9999.0,203,0,740,0,1,73,0,0,65
Jan,1921,-4.1,-11.8,-8.0,123,-9999.0,254,0,805,0,1,108,0,0,67
Feb,1921,-3.2,-10.7,-7.0,79,-9999.0,210,0,695,0,0,74,0,0,68
Mar,1921,-1.4,-9.1,-5.2,97,-9999.0,186,0,722,0,1,95,0,0,68
Apr,1921,1.9,-6.7,-2.4,88,-9999.0,107,0,611,0,2,82,0,0,66
May,1921,9.9,-1.8,4.1,16,-9999.0,9,34,433,0,8,6,72,57,60
Jun,1921,13.5,2.5,8.0,104,-9999.0,1,99,300,0,23,8,87,0,64
Jul,1921,17.8,3.8,10.8,19,-9999.0,0,178,224,0,28,1,108,88,56
Aug,1921,17.3,4.9,11.1,32,-9999.0,0,187,216,2,29,1,87,55,61
Sep,1921,8.5,-0.1,4.2,49,-9999.0,8,37,414,0,14,14,40,0,71
Oct,1921,7.4,-1.8,2.8,59,-9999.0,22,31,472,0,10,13,26,0,67
Nov,1921,-2.5,-8.3,-5.4,136,-9999.0,184,0,702,1,1,112,0,0,75
Dec,1921,-6.9,-14.3,-10.6,79,-9999.0,330,0,882,0,0,77,0,0,76
Jan,1922,-7.8,-16.2,-12.0,50,-9999.0,374,0,929,0,0,49,0,0,63
Feb,1922,-9.1,-18.6,-13.9,100,-9999.0,390,0,888,0,0,100,0,0,58
Mar,1922,-3.4,-11.7,-7.5,117,-9999.0,246,0,794,0,0,117,0,0,65
Apr,1922,2.2,-7.7,-2.7,69,-9999.0,115,1,621,0,1,66,0,0,61
May,1922,8.2,-3.3,2.4,25,-9999.0,21,20,483,0,5,14,66,41,60
Jun,1922,17.1,2.5,9.8,16,-9999.0,0,145,247,1,22,0,107,91,54
Jul,1922,19.2,4.6,11.9,6,-9999.0,0,215,189,2,29,0,114,108,55
Aug,1922,17.8,5.7,11.7,85,-9999.0,0,209,196,2,29,2,88,3,62
Sep,1922,13.8,2.5,8.1,67,-9999.0,2,106,297,1,21,6,54,0,63
Oct,1922,6.4,-1.7,2.4,133,-9999.0,27,27,486,0,10,38,24,0,71
Nov,1922,-2.6,-8.2,-5.4,26,-9999.0,184,0,702,0,2,22,0,0,76
Dec,1922,-8.7,-15.3,-12.0,122,-9999.0,374,0,927,0,0,120,0,0,68
Jan,1923,-3.9,-10.9,-7.4,132,-9999.0,240,0,786,0,1,113,0,0,70
Feb,1923,-6.3,-15.7,-11.0,44,-9999.0,311,0,808,0,0,44,0,0,60
Mar,1923,-1.5,-10.8,-6.1,49,-9999.0,211,0,750,0,0,48,0,0,61
Apr,1923,5.0,-6.2,-0.6,51,-9999.0,68,4,558,0,2,42,0,0,58
May,1923,8.9,-1.5,3.7,84,-9999.0,11,31,443,0,9,37,67,0,64
Jun,1923,12.5,2.1,7.3,212,-9999.0,1,83,322,0,21,23,82,0,66
Jul,1923,18.9,5.7,12.3,55,-9999.0,0,228,176,2,30,1,110,55,59
Aug,1923,17.6,4.8,11.2,54,-9999.0,0,193,211,2,29,2,89,35,60
Sep,1923,14.2,0.8,7.5,31,-9999.0,2,91,315,1,16,3,57,27,57
Oct,1923,6.2,-3.1,1.5,85,-9999.0,35,21,512,0,6,33,25,0,66
Nov,1923,-0.5,-6.6,-3.6,54,-9999.0,140,0,646,0,3,37,0,0,74
Dec,1923,-3.6,-10.8,-7.2,122,-9999.0,237,0,778,0,1,108,0,0,70
Jan,1924,-6.6,-14.0,-10.3,104,-9999.0,322,0,877,0,0,99,0,0,68
Feb,1924,0.8,-6.9,-3.1,86,-9999.0,117,0,587,0,2,60,0,0,69
Mar,1924,-1.3,-10.4,-5.9,37,-9999.0,204,0,742,0,0,36,0,0,62
Apr,1924,3.6,-6.6,-1.5,14,-9999.0,87,2,585,0,2,12,0,0,61
May,1924,13.3,-0.9,6.2,13,-9999.0,3,66,367,0,11,2,87,75,54
Jun,1924,14.5,1.4,7.9,59,-9999.0,1,97,303,0,19,5,94,35,58
Jul,1924,19.6,5.1,12.3,30,-9999.0,0,228,176,2,29,1,115,85,56
Aug,1924,16.6,4.6,10.6,62,-9999.0,0,173,230,1,28,3,84,23,62
Sep,1924,13.7,2.0,7.8,37,-9999.0,2,99,306,1,20,4,54,17,62
Oct,1924,5.3,-1.8,1.8,122,-9999.0,33,23,505,0,10,44,22,0,74
Nov,1924,-3.4,-8.9,-6.1,79,-9999.0,200,0,723,0,1,68,0,0,77
Dec,1924,-7.8,-16.0,-11.9,130,-9999.0,371,0,924,0,0,128,0,0,69
Jan,1925,-4.4,-12.5,-8.4,161,-9999.0,265,0,819,0,0,144,0,0,65
Feb,1925,-1.9,-7.9,-4.9,89,-9999.0,159,0,637,0,1,76,0,0,74
Mar,1925,0.2,-7.9,-3.8,45,-9999.0,149,0,679,0,1,42,0,0,67
Apr,1925,6.0,-5.5,0.3,41,-9999.0,53,6,532,0,2,30,47,7,58
May,1925,12.3,-0.8,5.8,22,-9999.0,4,58,380,0,11,5,82,60,57
Jun,1925,14.6,2.2,8.4,76,-9999.0,1,109,288,0,22,5,93,17,60
Jul,1925,20.2,6.0,13.1,20,-9999.0,0,252,148,3,30,0,117,96,57
Aug,1925,16.0,4.4,10.2,31,-9999.0,0,158,245,0,28,1,82,50,63
Sep,1925,12.0,1.5,6.8,31,-9999.0,3,75,338,0,19,4,49,18,65
