Month,Year,Max Temp,Min Temp,Ave Temp,Precipitation,Radiation,DDays < 0°C,DDays > 5°C,DDays < 18°C,DDays > 18°C,Frost Free Days,Snowfall,Evaporation,Moisture Deficit,Relative Humidity
May,1904,11.4,-1.5,5.0,79,-9999.0,6,46,404,0,9,24,85,6,57
Jun,1904,17.5,0.3,8.9,25,-9999.0,1,120,274,0,14,1,118,93,47
Jul,1904,21.2,4.1,12.6,30,-9999.0,0,238,166,2,28,0,134,104,49
Aug,1904,21.8,4.6,13.2,51,-9999.0,0,255,152,4,28,1,120,70,49
Sep,1904,18.0,0.3,9.2,17,-9999.0,1,134,266,2,15,1,82,64,46
Oct,1904,10.5,-3.0,3.8,115,-9999.0,16,40,443,0,7,17,42,0,55
Nov,1904,7.3,-9.2,-0.9,7,-9999.0,80,7,568,0,1,3,0,0,43
Dec,1904,-1.7,-13.4,-7.6,91,-9999.0,246,0,789,0,0,82,0,0,58
Jan,1905,-3.4,-12.7,-8.0,225,-9999.0,257,0,807,0,0,199,0,0,61
Feb,1905,-1.7,-17.0,-9.4,46,-9999.0,262,0,762,0,0,45,0,0,40
Mar,1905,3.5,-8.5,-2.5,254,-9999.0,115,3,637,0,1,222,0,0,55
Apr,1905,7.4,-5.5,0.9,123,-9999.0,43,16,512,0,2,82,58,0,54
May,1905,9.2,-2.8,3.2,124,-9999.0,14,26,458,0,6,61,75,0,59
Jun,1905,16.9,0.9,8.9,65,-9999.0,1,120,274,0,17,3,113,48,51
Jul,1905,22.4,4.1,13.3,25,-9999.0,0,257,145,3,28,0,141,116,47
Aug,1905,22.3,4.4,13.4,27,-9999.0,0,261,145,5,28,0,124,97,47
Sep,1905,18.0,0.1,9.1,51,-9999.0,1,131,269,2,14,3,82,31,46
Oct,1905,6.6,-6.8,-0.1,47,-9999.0,61,13,563,0,2,30,0,0,52
Nov,1905,4.3,-9.4,-2.6,46,-9999.0,116,4,617,0,1,28,0,0,49
Dec,1905,-5.0,-18.0,-11.5,85,-9999.0,359,0,911,0,0,84,0,0,52
Jan,1906,-4.1,-14.6,-9.4,328,-9999.0,293,0,848,0,0,304,0,0,56
Feb,1906,-1.8,-13.7,-7.7,182,-9999.0,228,0,717,0,0,175,0,0,52
Mar,1906,-0.7,-13.2,-7.0,262,-9999.0,232,0,776,0,0,260,0,0,50
Apr,1906,7.4,-6.2,0.6,87,-9999.0,48,12,523,0,2,62,58,0,52
May,1906,11.4,-2.4,4.5,198,-9999.0,7,39,419,0,7,70,86,0,54
Jun,1906,14.6,-0.4,7.1,43,-9999.0,1,79,328,0,12,5,103,60,52
Jul,1906,21.9,4.3,13.1,31,-9999.0,0,252,149,3,28,0,138,107,48
Aug,1906,20.8,4.6,12.7,65,-9999.0,0,241,165,3,28,1,115,51,51
Sep,1906,17.2,0.4,8.8,41,-9999.0,1,122,278,2,15,3,78,37,48
Oct,1906,9.9,-4.4,2.7,42,-9999.0,23,30,474,0,4,10,42,0,51
Nov,1906,0.9,-10.8,-4.9,107,-9999.0,174,0,688,0,1,85,0,0,54
Dec,1906,-0.5,-9.1,-4.8,171,-9999.0,170,0,704,0,1,125,0,0,46
Jan,1907,-5.6,-15.7,-10.7,200,-9999.0,334,0,888,0,0,191,0,0,57
Feb,1907,0.9,-10.3,-4.7,129,-9999.0,154,0,631,0,1,108,0,0,55
Mar,1907,0.4,-7.6,-3.6,327,-9999.0,143,0,672,0,1,305,0,0,67
Apr,1907,6.0,-5.0,0.5,69,-9999.0,49,12,525,0,3,50,52,0,60
May,1907,10.4,-2.1,4.2,74,-9999.0,9,36,428,0,8,29,80,7,58
Jun,1907,13.9,0.8,7.3,105,-9999.0,1,84,321,0,16,11,97,0,58
Jul,1907,21.6,3.8,12.7,36,-9999.0,0,239,165,2,28,1,137,101,47
Aug,1907,19.7,2.4,11.0,50,-9999.0,0,186,217,2,23,2,112,63,48
Sep,1907,16.3,-0.7,7.8,32,-9999.0,2,98,307,1,12,3,76,44,48
Oct,1907,12.6,-2.7,4.9,48,-9999.0,10,55,406,0,7,4,47,0,50
Nov,1907,2.8,-9.5,-3.3,31,-9999.0,135,2,640,0,1,21,0,0,53
Dec,1907,-2.7,-13.4,-8.0,202,-9999.0,259,0,804,0,0,186,0,0,65
Jan,1908,-3.8,-17.7,-10.8,120,-9999.0,337,0,891,0,0,115,0,0,44
Feb,1908,-1.7,-15.9,-8.8,119,-9999.0,251,0,746,0,0,116,0,0,44
Mar,1908,0.6,-11.9,-5.6,114,-9999.0,197,0,734,0,0,112,0,0,51
Apr,1908,9.4,-5.9,1.8,55,-9999.0,33,20,487,0,2,30,66,11,48
May,1908,9.6,-2.4,3.6,155,-9999.0,11,30,446,0,7,70,77,0,59
Jun,1908,13.2,0.7,6.9,147,-9999.0,2,76,332,0,16,19,93,0,60
Jul,1908,22.6,5.5,14.0,35,-9999.0,0,280,126,5,30,0,140,105,50
Aug,1908,19.4,3.5,11.4,60,-9999.0,0,199,205,2,26,2,110,49,52
Sep,1908,17.3,0.2,8.7,39,-9999.0,1,122,279,2,15,3,79,40,48
Oct,1908,6.3,-4.4,1.0,140,-9999.0,43,18,529,0,4,66,33,0,61
Nov,1908,2.6,-11.3,-4.4,57,-9999.0,160,1,670,0,1,43,0,0,48
Dec,1908,-4.2,-15.0,-9.6,183,-9999.0,296,0,851,0,0,176,0,0,56
Jan,1909,-1.9,-11.4,-6.7,350,-9999.0,222,0,765,0,1,284,0,0,60
Feb,1909,-3.3,-14.0,-8.7,204,-9999.0,249,0,743,0,0,199,0,0,56
Mar,1909,0.6,-11.1,-5.2,105,-9999.0,186,2,722,0,0,103,0,0,54
Apr,1909,3.3,-9.8,-3.2,70,-9999.0,128,5,636,0,0,67,0,0,51
May,1909,9.4,-3.8,2.8,94,-9999.0,18,23,472,0,4,51,77,0,55
Jun,1909,18.2,2.2,10.2,47,-9999.0,0,158,234,1,22,1,119,72,51
Jul,1909,21.7,4.8,13.2,48,-9999.0,0,256,145,3,29,1,136,88,50
Aug,1909,22.4,5.6,14.0,48,-9999.0,0,280,126,7,29,1,122,74,50
Sep,1909,14.5,1.9,8.2,108,-9999.0,1,108,294,2,20,10,66,0,59
Oct,1909,9.9,-4.3,2.8,44,-9999.0,23,30,473,0,4,10,41,0,52
Nov,1909,1.8,-7.5,-2.9,276,-9999.0,123,6,625,0,2,173,0,0,63
Dec,1909,-7.7,-19.3,-13.5,95,-9999.0,420,0,973,0,0,95,0,0,55
Jan,1910,-5.4,-16.9,-11.2,175,-9999.0,348,0,903,0,0,169,0,0,52
Feb,1910,-5.0,-17.1,-11.0,162,-9999.0,312,0,809,0,0,161,0,0,50
Mar,1910,6.4,-6.8,-0.2,56,-9999.0,69,12,566,0,2,35,0,0,52
Apr,1910,11.8,-4.3,3.7,52,-9999.0,17,38,428,0,4,14,74,22,47
May,1910,13.1,-2.0,5.5,70,-9999.0,4,54,386,0,8,17,94,24,51
Jun,1910,20.3,1.2,10.7,7,-9999.0,0,173,219,2,18,0,133,126,44
Jul,1910,23.7,5.6,14.7,28,-9999.0,0,298,109,7,30,0,147,119,47
Aug,1910,22.0,1.5,11.7,8,-9999.0,0,208,196,2,20,0,125,118,41
Sep,1910,17.4,1.0,9.2,56,-9999.0,1,134,265,2,17,4,78,22,50
Oct,1910,11.1,-3.8,3.6,69,-9999.0,17,38,447,0,5,11,44,0,50
Nov,1910,2.9,-7.0,-2.0,100,-9999.0,104,6,601,0,2,55,0,0,62
Dec,1910,-1.9,-12.5,-7.2,103,-9999.0,237,0,778,0,0,92,0,0,50
Jan,1911,-3.7,-12.7,-8.2,219,-9999.0,260,0,812,0,0,195,0,0,62
Feb,1911,-6.0,-20.8,-13.4,45,-9999.0,378,0,876,0,0,45,0,0,40
Mar,1911,2.9,-10.8,-4.0,85,-9999.0,152,2,683,0,0,81,0,0,48
Apr,1911,5.1,-7.2,-1.1,87,-9999.0,77,8,572,0,1,76,0,0,54
May,1911,11.2,-2.1,4.6,110,-9999.0,7,40,417,0,8,38,85,0,55
Jun,1911,17.6,3.2,10.4,104,-9999.0,0,163,229,1,24,2,113,9,55
Jul,1911,21.0,3.6,12.3,19,-9999.0,0,226,178,2,27,0,134,115,48
Aug,1911,21.5,1.8,11.7,3,-9999.0,0,207,198,2,21,0,123,119,43
Sep,1911,15.1,-0.4,7.4,54,-9999.0,2,88,320,1,13,6,71,17,51
Oct,1911,6.9,-6.7,0.1,109,-9999.0,57,14,556,0,2,66,35,0,52
Nov,1911,-2.3,-13.0,-7.7,174,-9999.0,232,0,770,0,0,161,0,0,56
Dec,1911,-6.1,-17.9,-12.0,81,-9999.0,373,0,926,0,0,80,0,0,56
Jan,1912,-3.6,-13.7,-8.6,187,-9999.0,270,0,826,0,0,169,0,0,58
Feb,1912,-2.9,-15.4,-9.2,114,-9999.0,258,0,756,0,0,112,0,0,49
Mar,1912,-0.5,-13.9,-7.2,186,-9999.0,238,0,784,0,0,184,0,0,47
Apr,1912,3.9,-8.0,-2.1,85,-9999.0,99,3,602,0,1,79,0,0,55
May,1912,9.9,-3.2,3.4,57,-9999.0,13,27,454,0,5,28,79,22,55
Jun,1912,17.8,2.1,10.0,68,-9999.0,0,151,241,1,21,2,117,49,52
Jul,1912,19.1,4.7,11.9,71,-9999.0,0,214,190,2,29,1,120,49,56
Aug,1912,18.1,3.7,10.9,82,-9999.0,0,181,222,1,27,3,102,20,55
Sep,1912,10.3,-1.8,4.2,63,-9999.0,8,37,413,0,9,18,55,0,59
Oct,1912,5.5,-4.6,0.5,129,-9999.0,51,15,545,0,4,71,31,0,63
Nov,1912,2.1,-7.8,-2.9,106,-9999.0,123,2,626,0,2,66,0,0,61
Dec,1912,-4.0,-16.0,-10.0,81,-9999.0,313,0,865,0,0,78,0,0,50
Jan,1913,-6.5,-17.3,-11.9,156,-9999.0,371,0,926,0,0,152,0,0,54
Feb,1913,-5.7,-19.2,-12.5,114,-9999.0,352,0,849,0,0,114,0,0,45
Mar,1913,-0.9,-12.3,-6.6,168,-9999.0,223,0,764,0,0,166,0,0,54
Apr,1913,8.2,-6.1,1.1,53,-9999.0,41,17,508,0,2,34,61,8,50
May,1913,12.7,-0.9,5.9,147,-9999.0,4,60,376,0,11,31,90,0,56
Jun,1913,16.8,2.7,9.8,131,-9999.0,0,145,247,1,23,4,110,0,56
Jul,1913,18.4,5.0,11.7,130,-9999.0,0,207,196,1,29,3,115,0,58
Aug,1913,21.8,5.3,13.6,48,-9999.0,0,267,139,5,29,1,120,72,51
Sep,1913,15.5,0.6,8.0,65,-9999.0,2,104,299,1,16,6,72,7,53
Oct,1913,5.9,-5.7,0.1,74,-9999.0,57,14,556,0,3,45,33,0,58
Nov,1913,1.8,-7.8,-3.0,105,-9999.0,126,4,629,0,2,67,0,0,62
Dec,1913,-3.0,-17.1,-10.0,62,-9999.0,314,0,866,0,0,60,0,0,51
Jan,1914,-2.4,-12.8,-7.6,240,-9999.0,245,0,793,0,0,206,0,0,57
Feb,1914,-3.7,-14.8,-9.2,147,-9999.0,260,0,759,0,0,144,0,0,54
Mar,1914,2.6,-11.3,-4.3,59,-9999.0,162,1,694,0,0,56,0,0,47
Apr,1914,7.2,-4.3,1.4,106,-9999.0,36,19,497,0,4,63,56,0,59
May,1914,14.0,-0.9,6.5,54,-9999.0,2,73,356,0,11,9,97,43,53
Jun,1914,15.5,1.9,8.7,119,-9999.0,1,115,280,0,21,6,104,0,57
Jul,1914,21.8,5.1,13.5,40,-9999.0,0,264,140,4,29,0,136,96,50
Aug,1914,22.0,3.4,12.7,13,-9999.0,0,240,166,3,26,0,123,110,46
Sep,1914,15.3,-0.4,7.5,83,-9999.0,2,91,316,1,13,9,72,0,51
Oct,1914,9.6,-2.3,3.6,84,-9999.0,17,38,447,0,8,13,39,0,59
Nov,1914,5.5,-9.5,-2.0,19,-9999.0,102,6,599,0,1,10,0,0,46
Dec,1914,-5.0,-19.1,-12.0,45,-9999.0,375,0,927,0,0,45,0,0,44
Jan,1915,-4.1,-15.9,-10.0,84,-9999.0,312,0,867,0,0,79,0,0,51
Feb,1915,0.1,-11.9,-5.9,66,-9999.0,183,0,665,0,0,60,0,0,52
Mar,1915,3.8,-10.6,-3.4,50,-9999.0,136,0,664,0,0,46,0,0,47
Apr,1915,11.9,-2.5,4.7,87,-9999.0,12,47,400,0,7,15,73,0,53
May,1915,9.3,-1.9,3.7,170,-9999.0,11,30,444,0,8,76,74,0,62
Jun,1915,14.9,-0.6,7.2,66,-9999.0,1,80,326,0,11,8,104,39,51
Jul,1915,20.0,3.0,11.5,47,-9999.0,0,201,202,1,26,1,128,81,49
Aug,1915,23.0,4.1,13.6,28,-9999.0,0,267,139,5,28,0,128,100,45
Sep,1915,13.9,0.7,7.3,112,-9999.0,2,87,321,1,16,13,66,0,58
Oct,1915,11.3,-3.9,3.7,13,-9999.0,16,39,445,0,5,2,45,32,50
Nov,1915,0.3,-9.3,-4.5,119,-9999.0,162,0,673,0,1,91,0,0,61
Dec,1915,-2.9,-14.7,-8.8,100,-9999.0,278,0,827,0,0,94,0,0,43
Jan,1916,-6.4,-16.6,-11.5,137,-9999.0,359,0,914,0,0,133,0,0,56
Feb,1916,-0.5,-14.1,-7.3,175,-9999.0,218,0,705,0,0,166,0,0,46
Mar,1916,3.2,-7.7,-2.3,146,-9999.0,110,6,631,0,1,126,0,0,58
Apr,1916,8.0,-5.6,1.2,23,-9999.0,39,18,504,0,2,15,60,37,52
May,1916,9.3,-4.4,2.4,139,-9999.0,20,20,482,0,3,80,78,0,53
Jun,1916,16.5,-0.5,8.0,108,-9999.0,1,99,300,0,12,8,113,5,48
Jul,1916,22.3,4.9,13.6,41,-9999.0,0,268,137,4,29,0,139,98,49
Aug,1916,20.2,3.1,11.6,42,-9999.0,0,206,199,2,25,1,114,73,49
Sep,1916,16.5,-0.9,7.8,22,-9999.0,2,98,307,1,11,2,77,55,46
Oct,1916,7.2,-4.9,1.2,130,-9999.0,40,19,524,0,4,58,35,0,57
Nov,1916,-0.1,-13.6,-6.9,111,-9999.0,214,1,746,0,0,99,0,0,47
Dec,1916,-7.2,-18.4,-12.8,225,-9999.0,399,0,951,0,0,223,0,0,52
Jan,1917,-8.3,-20.6,-14.5,130,-9999.0,450,0,1004,0,0,129,0,0,48
Feb,1917,-4.3,-16.7,-10.5,325,-9999.0,297,0,794,0,0,322,0,0,49
Mar,1917,-4.5,-17.9,-11.2,202,-9999.0,352,1,908,0,0,202,0,0,45
Apr,1917,2.2,-9.0,-3.4,147,-9999.0,132,7,642,0,1,142,0,0,57
May,1917,8.8,-2.8,3.0,97,-9999.0,16,24,465,0,6,50,74,0,60
Jun,1917,16.2,-0.2,8.0,24,-9999.0,1,98,301,0,13,2,111,87,49
Jul,1917,24.1,5.7,14.9,28,-9999.0,0,304,103,8,30,0,149,121,47
Aug,1917,21.1,2.9,12.0,18,-9999.0,0,218,187,2,25,0,119,101,46
Sep,1917,17.1,1.4,9.3,80,-9999.0,1,136,263,2,18,5,77,0,51
Oct,1917,8.9,-6.3,1.3,15,-9999.0,39,20,520,0,2,7,40,24,48
Nov,1917,6.3,-6.8,-0.3,68,-9999.0,67,14,548,0,2,25,0,0,53
Dec,1917,0.8,-7.0,-3.1,179,-9999.0,126,4,651,0,2,100,0,0,49
Jan,1918,-3.9,-14.9,-9.4,212,-9999.0,294,0,849,0,0,197,0,0,54
Feb,1918,-3.9,-16.8,-10.3,165,-9999.0,292,0,790,0,0,163,0,0,48
Mar,1918,3.2,-10.1,-3.5,91,-9999.0,139,0,667,0,1,85,0,0,50
Apr,1918,4.3,-7.7,-1.7,93,-9999.0,90,5,590,0,1,85,0,0,55
May,1918,10.0,-2.4,3.8,82,-9999.0,11,31,441,0,7,36,79,0,58
Jun,1918,20.8,4.5,12.7,57,-9999.0,0,230,157,4,27,0,131,74,51
Jul,1918,20.8,5.3,13.1,71,-9999.0,0,251,149,3,30,1,130,59,53
Aug,1918,19.5,3.0,11.2,51,-9999.0,0,192,211,2,25,2,111,59,50
Sep,1918,17.5,1.5,9.5,59,-9999.0,1,142,257,2,18,4,78,19,51
Oct,1918,10.0,-1.8,4.1,129,-9999.0,14,43,433,0,9,16,40,0,60
Nov,1918,1.2,-11.2,-5.0,68,-9999.0,175,0,689,0,1,54,0,0,51
Dec,1918,-2.7,-15.4,-9.0,122,-9999.0,283,0,834,0,0,116,0,0,68
Jan,1919,-2.3,-15.8,-9.1,24,-9999.0,284,0,839,0,0,22,0,0,46
Feb,1919,-3.5,-15.2,-9.4,226,-9999.0,263,0,763,0,0,221,0,0,52
Mar,1919,1.8,-12.4,-5.3,86,-9999.0,188,1,723,0,0,84,0,0,46
Apr,1919,8.1,-5.7,1.2,46,-9999.0,39,19,503,0,2,29,61,15,52
May,1919,15.2,-1.4,6.9,18,-9999.0,2,80,345,0,9,2,104,86,48
Jun,1919,21.9,1.4,11.7,8,-9999.0,0,201,190,3,19,0,142,134,41
Jul,1919,25.5,5.1,15.3,12,-9999.0,0,320,93,10,29,0,159,147,42
Aug,1919,22.8,3.9,13.4,19,-9999.0,0,261,145,5,27,0,127,108,45
Sep,1919,16.9,1.5,9.2,89,-9999.0,1,135,264,2,19,6,76,0,52
Oct,1919,2.6,-6.6,-2.0,102,-9999.0,102,7,623,0,2,86,0,0,64
Nov,1919,-1.6,-13.7,-7.7,118,-9999.0,231,0,769,0,0,109,0,0,51
Dec,1919,-3.9,-18.3,-11.1,109,-9999.0,347,0,899,0,0,107,0,0,49
Jan,1920,-1.9,-14.3,-8.1,37,-9999.0,258,0,809,0,0,33,0,0,50
Feb,1920,-0.7,-15.1,-7.9,67,-9999.0,231,0,721,0,0,65,0,0,44
Mar,1920,-0.6,-12.3,-6.4,154,-9999.0,218,0,759,0,0,152,0,0,53
Apr,1920,2.0,-8.8,-3.4,155,-9999.0,133,1,642,0,1,150,0,0,58
May,1920,10.4,-2.3,4.1,50,-9999.0,9,34,432,0,7,20,81,31,57
Jun,1920,16.8,0.5,8.7,23,-9999.0,1,115,281,0,15,1,114,90,50
Jul,1920,22.8,4.9,13.9,23,-9999.0,0,275,130,5,29,0,143,120,48
Aug,1920,21.4,3.6,12.5,50,-9999.0,0,233,172,3,27,1,120,70,48
Sep,1920,14.9,0.5,7.7,95,-9999.0,2,96,309,1,16,10,70,0,54
Oct,1920,6.2,-4.2,1.0,100,-9999.0,42,18,528,0,5,46,32,0,62
Nov,1920,-0.2,-9.6,-4.9,103,-9999.0,173,0,688,0,1,82,0,0,62
Dec,1920,-4.3,-14.3,-9.3,186,-9999.0,289,0,842,0,0,178,0,0,42
Jan,1921,-3.6,-14.3,-8.9,188,-9999.0,276,0,834,0,0,172,0,0,55
Feb,1921,-1.5,-15.0,-8.2,120,-9999.0,239,0,731,0,0,116,0,0,46
Mar,1921,2.5,-9.3,-3.4,96,-9999.0,137,0,665,0,1,89,0,0,55
Apr,1921,4.3,-7.3,-1.5,102,-9999.0,86,5,584,0,1,91,0,0,57
May,1921,11.6,-0.3,5.6,93,-9999.0,4,56,384,0,13,22,84,0,61
Jun,1921,19.1,3.5,11.3,29,-9999.0,0,189,203,2,25,0,122,93,53
Jul,1921,22.8,4.6,13.7,36,-9999.0,0,270,135,4,29,0,143,107,47
Aug,1921,21.2,4.2,12.7,57,-9999.0,0,241,165,3,28,1,118,61,49
Sep,1921,14.2,-1.5,6.3,59,-9999.0,3,68,350,0,10,9,69,10,50
Oct,1921,13.2,-4.0,4.6,56,-9999.0,12,50,418,0,5,5,50,0,44
Nov,1921,4.3,-7.4,-1.5,197,-9999.0,92,5,586,0,2,98,0,0,56
Dec,1921,-1.7,-13.3,-7.5,210,-9999.0,244,0,787,0,0,189,0,0,58
Jan,1922,-7.6,-19.8,-13.7,218,-9999.0,427,0,981,0,0,215,0,0,48
Feb,1922,-5.0,-17.3,-11.2,268,-9999.0,315,0,813,0,0,266,0,0,49
Mar,1922,-1.2,-14.2,-7.7,117,-9999.0,249,1,798,0,0,117,0,0,48
Apr,1922,3.5,-9.7,-3.1,121,-9999.0,125,6,632,0,0,116,0,0,50
May,1922,10.7,-2.3,4.2,88,-9999.0,9,36,429,0,7,34,82,0,56
Jun,1922,20.6,1.4,11.0,67,-9999.0,0,182,210,2,19,1,134,67,44
Jul,1922,21.7,4.5,13.1,99,-9999.0,0,252,148,3,29,1,137,37,49
Aug,1922,22.2,6.3,14.2,112,-9999.0,0,287,119,7,30,1,120,8,52
Sep,1922,18.8,0.7,9.7,56,-9999.0,1,149,249,3,16,3,84,28,46
Oct,1922,11.7,-4.5,3.6,117,-9999.0,17,38,448,0,4,18,46,0,47
Nov,1922,0.7,-11.3,-5.3,295,-9999.0,182,3,699,0,1,242,0,0,52
Dec,1922,-3.5,-13.2,-8.4,233,-9999.0,267,0,814,0,0,217,0,0,53
Jan,1923,-3.1,-12.9,-8.0,240,-9999.0,255,0,806,0,0,212,0,0,59
Feb,1923,-5.3,-21.0,-13.1,129,-9999.0,369,0,867,0,0,129,0,0,38
Mar,1923,-1.8,-17.2,-9.5,168,-9999.0,298,0,854,0,0,168,0,0,40
Apr,1923,5.2,-7.5,-1.1,150,-9999.0,79,10,574,0,1,132,0,0,53
May,1923,11.9,-1.7,5.1,83,-9999.0,5,47,401,0,9,24,87,4,55
Jun,1923,15.9,0.6,8.3,96,-9999.0,1,106,292,0,16,6,108,12,52
Jul,1923,22.6,7.0,14.8,50,-9999.0,0,302,105,8,31,0,137,87,53
Aug,1923,20.0,3.4,11.7,62,-9999.0,0,206,198,2,26,2,113,51,50
Sep,1923,16.7,0.8,8.8,83,-9999.0,1,123,278,2,17,6,76,0,51
Oct,1923,5.3,-4.7,0.3,135,-9999.0,53,15,550,0,4,78,31,0,63
Nov,1923,3.8,-8.9,-2.6,103,-9999.0,116,6,617,0,1,62,0,0,52
Dec,1923,-4.7,-17.7,-11.2,198,-9999.0,348,0,900,0,0,194,0,0,59
Jan,1924,-6.9,-19.9,-13.4,139,-9999.0,417,0,972,0,0,137,0,0,46
Feb,1924,0.5,-12.6,-6.0,155,-9999.0,187,0,669,0,0,141,0,0,48
Mar,1924,-1.7,-14.3,-8.0,115,-9999.0,256,0,807,0,0,114,0,0,49
Apr,1924,4.5,-6.8,-1.1,93,-9999.0,78,9,573,0,1,81,0,0,58
May,1924,13.9,-2.2,5.9,40,-9999.0,4,60,377,0,7,8,98,59,48
Jun,1924,17.6,0.1,8.9,62,-9999.0,1,121,274,0,14,3,119,57,47
Jul,1924,21.8,3.9,12.8,53,-9999.0,0,245,160,3,28,1,138,85,47
Aug,1924,22.2,2.2,12.2,22,-9999.0,0,223,182,3,22,1,126,103,42
Sep,1924,15.9,-0.1,7.9,105,-9999.0,2,101,303,1,14,10,74,0,50
Oct,1924,6.9,-3.1,1.9,185,-9999.0,31,23,501,0,7,63,33,0,64
Nov,1924,0.8,-10.7,-4.9,131,-9999.0,174,2,688,0,1,104,0,0,54
Dec,1924,-5.9,-18.5,-12.2,256,-9999.0,380,0,933,0,0,252,0,0,47
Jan,1925,-5.2,-13.5,-9.3,252,-9999.0,293,0,847,0,0,233,0,0,64
Feb,1925,-0.9,-9.9,-5.4,176,-9999.0,171,0,651,0,1,155,0,0,63
Mar,1925,2.3,-9.5,-3.6,225,-9999.0,143,0,671,0,1,210,0,0,54
Apr,1925,7.5,-4.4,1.5,169,-9999.0,35,18,494,0,4,99,57,0,58
May,1925,13.5,-0.4,6.6,113,-9999.0,2,73,355,0,13,17,94,0,55
Jun,1925,15.7,1.8,8.7,188,-9999.0,1,117,278,0,20,10,105,0,56
Jul,1925,21.4,6.1,13.8,80,-9999.0,0,273,133,4,30,1,132,51,54
Aug,1925,19.3,3.8,11.6,82,-9999.0,0,203,201,2,27,2,109,27,53
Sep,1925,14.9,1.3,8.1,156,-9999.0,1,106,297,1,18,14,69,0,57
