Month,Year,Max Temp,Min Temp,Ave Temp,Precipitation,Radiation,DDays < 0°C,DDays > 5°C,DDays < 18°C,DDays > 18°C,Frost Free Days,Snowfall,Evaporation,Moisture Deficit,Relative Humidity
Nov,1905,4.4,-3.5,0.5,409,-9999.0,55,3,526,0,6,126,13,0,71
Dec,1905,1.2,-4.9,-1.9,355,-9999.0,98,0,613,0,4,149,0,0,76
Jan,1906,-0.3,-6.2,-3.3,512,-9999.0,134,0,660,0,3,270,0,0,75
Feb,1906,2.7,-5.1,-1.2,239,-9999.0,79,0,533,0,3,113,0,0,70
Mar,1906,4.1,-5.6,-0.7,229,-9999.0,78,0,583,0,3,159,0,0,63
Apr,1906,7.4,-1.9,2.7,116,-9999.0,24,17,458,0,9,47,48,0,67
May,1906,12.3,0.3,6.3,121,-9999.0,3,68,363,0,15,21,81,0,61
Jun,1906,13.7,1.6,7.6,204,-9999.0,1,90,312,0,19,19,90,0,61
Jul,1906,20.8,6.2,13.5,28,-9999.0,0,265,139,4,30,0,120,93,56
Aug,1906,20.1,5.8,12.9,28,-9999.0,0,248,158,4,30,1,99,72,56
Sep,1906,12.9,4.6,8.7,277,-9999.0,1,122,279,2,26,21,47,0,73
Oct,1906,9.3,1.5,5.4,382,-9999.0,8,62,392,0,19,23,27,0,73
Nov,1906,2.4,-4.2,-0.9,513,-9999.0,79,0,567,0,5,223,0,0,74
Dec,1906,-0.1,-5.7,-2.9,419,-9999.0,121,0,644,0,3,223,0,0,75
Jan,1907,-3.6,-12.4,-8.0,226,-9999.0,256,0,807,0,0,199,0,0,63
Feb,1907,2.3,-5.9,-1.8,374,-9999.0,91,0,551,0,3,207,0,0,68
Mar,1907,1.9,-6.7,-2.4,246,-9999.0,113,0,634,0,2,213,0,0,66
Apr,1907,6.1,-4.5,0.8,308,-9999.0,45,6,517,0,4,213,47,0,61
May,1907,13.7,0.4,7.1,147,-9999.0,2,84,339,0,15,18,88,0,57
Jun,1907,15.7,2.3,9.0,104,-9999.0,1,124,270,0,22,5,99,0,58
Jul,1907,19.9,5.7,12.8,87,-9999.0,0,242,162,3,30,1,116,28,57
Aug,1907,17.0,5.6,11.3,139,-9999.0,0,194,210,2,29,5,84,0,64
Sep,1907,16.4,4.6,10.5,133,-9999.0,1,171,226,4,26,6,60,0,63
Oct,1907,10.3,1.1,5.7,92,-9999.0,7,67,382,0,18,5,30,0,69
Nov,1907,4.4,-3.5,0.4,509,-9999.0,55,7,527,0,6,157,13,0,71
Dec,1907,1.1,-5.1,-2.0,473,-9999.0,101,1,617,0,4,206,0,0,77
Jan,1908,0.8,-7.0,-3.1,595,-9999.0,131,0,657,0,3,307,0,0,68
Feb,1908,1.5,-6.4,-2.4,362,-9999.0,103,0,568,0,2,227,0,0,68
Mar,1908,2.1,-6.3,-2.1,298,-9999.0,106,0,625,0,2,252,0,0,67
Apr,1908,5.9,-4.3,0.8,198,-9999.0,45,4,516,0,4,136,46,0,63
May,1908,10.0,-1.4,4.3,223,-9999.0,8,37,425,0,10,84,72,0,62
Jun,1908,14.9,1.6,8.3,114,-9999.0,1,105,293,0,20,8,96,0,58
Jul,1908,18.5,5.6,12.1,98,-9999.0,0,219,184,2,30,2,108,10,60
Aug,1908,18.4,5.6,12.0,74,-9999.0,0,218,187,2,29,2,92,17,60
Sep,1908,13.3,3.5,8.4,101,-9999.0,1,113,289,2,24,8,51,0,68
Oct,1908,8.1,-0.6,3.7,214,-9999.0,16,40,444,0,13,31,27,0,70
Nov,1908,4.3,-2.4,0.9,647,-9999.0,48,6,512,0,9,174,12,0,75
Dec,1908,-0.4,-7.2,-3.8,343,-9999.0,144,0,674,0,2,219,0,0,75
Jan,1909,-3.7,-10.7,-7.2,375,-9999.0,237,0,782,0,1,316,0,0,70
Feb,1909,-0.8,-7.2,-4.0,412,-9999.0,138,0,612,0,2,325,0,0,73
Mar,1909,2.0,-6.0,-2.0,168,-9999.0,104,0,622,0,3,140,0,0,68
Apr,1909,5.2,-6.0,-0.4,81,-9999.0,64,0,552,0,2,66,0,0,59
May,1909,9.3,-2.1,3.6,143,-9999.0,11,30,446,0,8,65,70,0,61
Jun,1909,14.4,1.3,7.9,105,-9999.0,1,96,305,0,19,9,94,0,58
Jul,1909,16.0,4.8,10.4,122,-9999.0,0,165,237,0,29,4,95,0,64
Aug,1909,15.6,5.3,10.5,135,-9999.0,0,167,236,1,29,6,78,0,67
Sep,1909,13.5,4.7,9.1,102,-9999.0,1,132,267,2,26,7,49,0,71
Oct,1909,7.7,0.9,4.3,244,-9999.0,13,46,426,0,17,27,24,0,76
Nov,1909,1.4,-5.3,-2.0,562,-9999.0,102,0,598,0,4,303,0,0,73
Dec,1909,-1.8,-8.9,-5.4,191,-9999.0,185,0,721,0,1,149,0,0,72
Jan,1910,-1.8,-7.4,-4.6,451,-9999.0,168,0,702,0,2,295,0,0,76
Feb,1910,-1.7,-9.1,-5.4,270,-9999.0,171,0,651,0,1,238,0,0,69
Mar,1910,3.1,-4.2,-0.5,186,-9999.0,74,0,577,0,5,123,0,0,72
Apr,1910,5.7,-4.5,0.6,126,-9999.0,48,3,523,0,4,90,45,0,63
May,1910,12.5,-1.1,5.7,126,-9999.0,4,57,382,0,10,29,84,0,56
Jun,1910,12.7,0.9,6.8,133,-9999.0,2,74,335,0,17,18,86,0,61
Jul,1910,17.6,4.8,11.2,41,-9999.0,0,190,212,1,29,1,104,63,60
Aug,1910,16.7,4.6,10.7,61,-9999.0,0,173,229,1,28,2,85,24,62
Sep,1910,14.7,4.4,9.5,136,-9999.0,1,144,255,3,25,8,54,0,67
Oct,1910,8.5,0.7,4.6,373,-9999.0,11,50,417,0,17,35,26,0,73
Nov,1910,2.0,-4.4,-1.2,564,-9999.0,85,0,576,0,5,261,0,0,75
Dec,1910,1.5,-4.1,-1.3,351,-9999.0,87,0,596,0,5,126,0,0,69
Jan,1911,-3.5,-9.4,-6.4,366,-9999.0,217,0,758,0,1,293,0,0,74
Feb,1911,-1.3,-9.3,-5.3,155,-9999.0,169,0,648,0,1,136,0,0,66
Mar,1911,3.1,-5.3,-1.1,112,-9999.0,85,0,594,0,3,83,0,0,68
Apr,1911,4.4,-6.2,-0.9,172,-9999.0,74,0,567,0,2,148,0,0,60
May,1911,9.7,-1.1,4.3,271,-9999.0,8,37,425,0,10,102,70,0,63
Jun,1911,13.1,1.6,7.4,81,-9999.0,1,85,319,0,20,8,86,5,63
Jul,1911,19.4,4.9,12.2,43,-9999.0,0,223,181,2,29,1,115,72,55
Aug,1911,17.6,5.6,11.6,65,-9999.0,0,204,200,2,29,2,87,22,62
Sep,1911,12.6,4.1,8.3,160,-9999.0,1,111,291,2,25,14,47,0,72
Oct,1911,9.8,0.5,5.1,163,-9999.0,9,58,400,0,16,11,30,0,68
Nov,1911,0.7,-5.6,-2.5,397,-9999.0,113,0,613,0,3,233,0,0,74
Dec,1911,-0.1,-5.9,-3.0,260,-9999.0,124,0,648,0,3,142,0,0,77
Jan,1912,-0.4,-6.8,-3.6,416,-9999.0,143,0,671,0,3,234,0,0,73
Feb,1912,1.6,-4.8,-1.6,406,-9999.0,87,0,545,0,4,213,0,0,75
Mar,1912,4.8,-7.7,-1.5,49,-9999.0,92,0,605,0,1,38,0,0,54
Apr,1912,4.1,-3.4,0.4,94,-9999.0,51,2,529,0,5,70,38,0,72
May,1912,11.2,0.3,5.7,137,-9999.0,4,58,380,0,15,31,75,0,64
Jun,1912,14.8,2.7,8.8,84,-9999.0,1,118,278,0,23,4,93,10,61
Jul,1912,17.0,5.6,11.3,70,-9999.0,0,195,208,1,30,2,99,29,64
Aug,1912,15.8,6.2,11.0,172,-9999.0,0,184,219,1,30,6,76,0,69
Sep,1912,14.0,3.7,8.8,117,-9999.0,1,124,276,2,24,9,53,0,67
Oct,1912,7.3,-0.4,3.4,267,-9999.0,18,36,453,0,13,46,25,0,73
Nov,1912,3.3,-3.0,0.2,505,-9999.0,60,1,535,0,7,169,11,0,76
Dec,1912,-0.1,-5.8,-2.9,436,-9999.0,122,0,646,0,3,235,0,0,76
Jan,1913,-3.3,-9.4,-6.3,370,-9999.0,213,0,754,0,1,293,0,0,74
Feb,1913,0.7,-8.3,-3.8,211,-9999.0,132,0,606,0,1,162,0,0,64
Mar,1913,0.3,-7.1,-3.4,143,-9999.0,137,0,665,0,2,133,0,0,69
Apr,1913,4.2,-3.4,0.4,182,-9999.0,51,3,529,0,5,135,39,0,72
May,1913,10.1,-0.4,4.9,109,-9999.0,6,44,408,0,13,34,71,0,65
Jun,1913,13.7,2.6,8.2,177,-9999.0,1,103,295,0,23,12,87,0,64
Jul,1913,17.1,5.1,11.1,119,-9999.0,0,187,215,1,29,3,100,0,62
Aug,1913,17.3,6.5,11.9,94,-9999.0,0,214,190,2,30,2,84,0,66
Sep,1913,12.2,4.1,8.1,235,-9999.0,1,107,296,1,25,21,46,0,73
Oct,1913,6.8,-0.8,3.0,214,-9999.0,21,32,466,0,12,44,24,0,73
Nov,1913,2.6,-4.2,-0.8,617,-9999.0,77,0,564,0,5,261,0,0,74
Dec,1913,1.4,-4.6,-1.6,167,-9999.0,93,0,605,0,5,65,0,0,76
Jan,1914,-0.2,-5.3,-2.8,653,-9999.0,122,0,645,0,4,311,0,0,78
Feb,1914,0.6,-5.8,-2.6,209,-9999.0,106,0,572,0,3,134,0,0,74
Mar,1914,4.0,-4.0,0.0,243,-9999.0,66,0,560,0,5,143,0,0,70
Apr,1914,6.0,-2.1,1.9,299,-9999.0,31,11,483,0,8,157,43,0,71
May,1914,12.7,0.2,6.5,44,-9999.0,3,71,358,0,15,7,83,39,60
Jun,1914,13.7,1.8,7.8,147,-9999.0,1,94,307,0,20,12,89,0,61
Jul,1914,17.6,5.5,11.5,26,-9999.0,0,202,201,1,30,1,102,76,62
Aug,1914,18.0,5.9,12.0,33,-9999.0,0,216,189,2,30,1,89,56,62
Sep,1914,12.0,5.1,8.6,286,-9999.0,1,117,284,2,26,23,43,0,77
Oct,1914,9.4,3.2,6.3,531,-9999.0,6,78,364,0,24,19,25,0,79
Nov,1914,3.4,-2.9,0.3,529,-9999.0,57,3,531,0,8,171,11,0,76
Dec,1914,-0.6,-7.7,-4.2,132,-9999.0,153,0,684,0,2,89,0,0,75
Jan,1915,0.0,-6.7,-3.3,260,-9999.0,135,0,662,0,3,138,0,0,72
Feb,1915,1.5,-4.6,-1.6,268,-9999.0,86,0,543,0,4,139,0,0,76
Mar,1915,5.0,-2.9,1.0,163,-9999.0,50,2,528,0,7,69,30,0,71
Apr,1915,7.7,-1.3,3.2,145,-9999.0,20,21,445,0,10,49,48,0,69
May,1915,11.2,1.0,6.1,120,-9999.0,3,64,369,0,17,23,74,0,66
Jun,1915,15.3,3.0,9.2,34,-9999.0,1,129,265,0,24,1,96,62,61
Jul,1915,17.7,6.2,11.9,40,-9999.0,0,215,188,2,30,1,101,61,64
Aug,1915,19.7,7.7,13.7,28,-9999.0,0,271,134,6,30,0,94,66,63
Sep,1915,14.4,4.9,9.6,59,-9999.0,1,147,252,3,26,3,52,0,69
Oct,1915,8.9,1.7,5.3,449,-9999.0,9,60,395,0,20,28,26,0,75
Nov,1915,1.8,-5.5,-1.9,372,-9999.0,99,0,596,0,4,197,0,0,71
Dec,1915,0.4,-6.1,-2.9,510,-9999.0,120,0,644,0,3,271,0,0,70
Jan,1916,-5.3,-13.5,-9.4,357,-9999.0,295,0,850,0,0,331,0,0,65
Feb,1916,0.6,-6.7,-3.1,361,-9999.0,116,0,585,0,2,251,0,0,71
Mar,1916,1.7,-4.9,-1.6,420,-9999.0,95,0,610,0,4,335,0,0,74
Apr,1916,4.5,-2.8,0.8,181,-9999.0,44,7,515,0,6,124,39,0,73
May,1916,9.8,-1.1,4.4,106,-9999.0,8,38,423,0,10,39,71,0,63
Jun,1916,14.6,2.8,8.7,75,-9999.0,1,117,279,0,23,4,92,17,62
Jul,1916,14.2,5.2,9.7,133,-9999.0,0,144,258,0,30,6,83,0,71
Aug,1916,18.1,6.2,12.1,33,-9999.0,0,222,183,3,30,1,88,55,63
Sep,1916,14.3,4.1,9.2,8,-9999.0,1,134,265,2,25,1,53,45,67
Oct,1916,9.6,-1.8,3.9,98,-9999.0,15,41,439,0,10,13,31,0,61
Nov,1916,1.8,-6.0,-2.1,302,-9999.0,105,0,602,0,3,167,0,0,69
Dec,1916,-2.2,-8.0,-5.1,312,-9999.0,179,0,713,0,2,236,0,0,73
Jan,1917,-1.7,-7.9,-4.8,130,-9999.0,173,0,708,0,2,88,0,0,74
Feb,1917,-0.8,-7.8,-4.3,251,-9999.0,144,0,620,0,1,203,0,0,71
Mar,1917,-0.4,-7.8,-4.1,219,-9999.0,156,0,687,0,1,208,0,0,69
Apr,1917,3.1,-4.2,-0.5,280,-9999.0,67,0,556,0,4,233,0,0,72
May,1917,10.2,-1.2,4.5,67,-9999.0,7,39,419,0,10,24,73,5,62
Jun,1917,12.6,1.1,6.9,126,-9999.0,2,74,335,0,18,17,84,0,63
Jul,1917,17.5,4.5,11.0,54,-9999.0,0,184,218,0,29,2,104,51,59
Aug,1917,19.5,6.4,13.0,36,-9999.0,0,248,158,4,30,1,95,59,60
Sep,1917,13.5,5.4,9.4,164,-9999.0,1,141,257,2,27,10,48,0,73
Oct,1917,9.8,0.5,5.2,119,-9999.0,9,58,399,0,16,8,30,0,69
Nov,1917,5.7,-0.2,2.8,272,-9999.0,27,21,457,0,14,40,12,0,79
Dec,1917,-0.2,-5.8,-3.0,412,-9999.0,124,0,648,0,3,226,0,0,76
Jan,1918,0.5,-4.3,-1.9,325,-9999.0,103,0,618,0,6,127,0,0,80
Feb,1918,-0.7,-7.7,-4.2,587,-9999.0,142,0,617,0,1,470,0,0,71
Mar,1918,0.8,-5.4,-2.3,458,-9999.0,111,0,632,0,3,394,0,0,75
Apr,1918,6.4,-4.4,1.0,82,-9999.0,42,5,510,0,4,54,47,0,61
May,1918,10.5,-0.7,4.9,43,-9999.0,6,45,407,0,12,13,73,30,63
Jun,1918,15.4,2.3,8.9,95,-9999.0,1,120,275,0,22,5,97,2,58
Jul,1918,17.1,5.7,11.4,85,-9999.0,0,198,205,1,30,2,99,15,64
Aug,1918,16.0,6.1,11.0,148,-9999.0,0,186,217,2,30,5,78,0,68
Sep,1918,16.1,5.0,10.6,0,-9999.0,1,173,224,4,26,0,58,58,65
Oct,1918,8.5,1.2,4.8,259,-9999.0,10,53,409,0,18,21,26,0,75
Nov,1918,2.1,-4.2,-1.1,399,-9999.0,82,0,572,0,5,179,0,0,75
Dec,1918,-0.1,-6.2,-3.2,395,-9999.0,128,0,653,0,3,223,0,0,76
Jan,1919,0.4,-5.2,-2.4,392,-9999.0,115,0,635,0,4,174,0,0,77
Feb,1919,-1.4,-8.0,-4.7,414,-9999.0,155,0,632,0,1,348,0,0,72
Mar,1919,0.9,-6.3,-2.7,220,-9999.0,121,0,644,0,2,196,0,0,71
Apr,1919,4.8,-3.0,0.9,244,-9999.0,44,5,514,0,6,165,40,0,71
May,1919,10.3,-1.4,4.5,140,-9999.0,7,39,420,0,10,50,74,0,61
Jun,1919,12.1,0.8,6.5,89,-9999.0,2,68,346,0,17,14,82,0,63
Jul,1919,17.4,4.6,11.0,24,-9999.0,0,184,218,0,29,1,103,79,60
Aug,1919,18.1,6.0,12.0,26,-9999.0,0,219,186,2,30,1,89,63,62
Sep,1919,15.4,4.2,9.8,67,-9999.0,1,151,247,3,25,4,57,0,64
Oct,1919,7.0,-2.5,2.3,110,-9999.0,27,26,489,0,8,32,26,0,66
Nov,1919,2.0,-4.6,-1.3,402,-9999.0,87,0,578,0,5,190,0,0,74
Dec,1919,0.2,-7.3,-3.5,317,-9999.0,136,0,664,0,2,191,0,0,75
Jan,1920,0.3,-6.0,-2.8,181,-9999.0,124,0,647,0,3,88,0,0,74
Feb,1920,2.0,-7.6,-2.8,35,-9999.0,110,0,577,0,2,23,0,0,62
Mar,1920,1.3,-5.6,-2.1,212,-9999.0,107,0,626,0,3,180,0,0,72
Apr,1920,4.1,-6.0,-0.9,109,-9999.0,74,0,567,0,2,94,0,0,62
May,1920,9.1,-2.3,3.4,119,-9999.0,13,28,452,0,7,56,69,0,61
Jun,1920,12.8,2.0,7.4,148,-9999.0,1,86,318,0,21,15,84,0,65
Jul,1920,18.8,6.0,12.4,64,-9999.0,0,230,174,2,30,1,108,45,60
Aug,1920,19.6,6.2,12.9,174,-9999.0,0,246,160,4,30,3,96,0,59
Sep,1920,11.7,4.4,8.0,338,-9999.0,2,104,299,1,25,32,43,0,76
Oct,1920,6.2,-0.2,3.0,329,-9999.0,21,32,467,0,14,70,22,0,77
Nov,1920,2.4,-3.3,-0.5,518,-9999.0,70,0,553,0,7,202,0,0,78
Dec,1920,0.2,-5.2,-2.5,670,-9999.0,112,0,632,0,4,327,0,0,69
Jan,1921,-1.2,-6.9,-4.0,453,-9999.0,153,0,683,0,3,272,0,0,76
Feb,1921,0.6,-6.0,-2.7,308,-9999.0,108,0,575,0,3,202,0,0,73
Mar,1921,1.4,-6.2,-2.4,173,-9999.0,113,0,634,0,2,150,0,0,69
Apr,1921,4.3,-5.4,-0.5,203,-9999.0,67,0,556,0,3,169,0,0,64
May,1921,11.5,-0.8,5.3,47,-9999.0,5,51,392,0,11,12,78,31,59
Jun,1921,12.8,2.8,7.8,230,-9999.0,1,95,306,0,23,19,82,0,67
Jul,1921,16.6,4.4,10.5,35,-9999.0,0,167,234,0,29,1,99,64,61
Aug,1921,16.2,6.5,11.3,144,-9999.0,0,196,208,2,30,5,78,0,69
Sep,1921,11.9,3.7,7.8,270,-9999.0,2,98,307,1,24,28,45,0,73
Oct,1921,9.8,1.5,5.7,542,-9999.0,8,66,384,0,19,28,29,0,72
Nov,1921,2.8,-3.4,-0.3,296,-9999.0,67,0,548,0,7,110,0,0,76
Dec,1921,-1.1,-7.9,-4.5,171,-9999.0,162,0,694,0,2,120,0,0,77
Jan,1922,-2.0,-9.2,-5.6,82,-9999.0,194,0,731,0,1,61,0,0,70
Feb,1922,-2.0,-9.4,-5.7,249,-9999.0,179,0,660,0,1,223,0,0,69
Mar,1922,0.7,-6.9,-3.1,196,-9999.0,129,0,655,0,2,178,0,0,69
Apr,1922,3.8,-5.1,-0.6,86,-9999.0,68,0,559,0,3,72,0,0,66
May,1922,10.5,-1.6,4.4,118,-9999.0,8,39,421,0,9,42,75,0,59
Jun,1922,16.6,2.9,9.8,16,-9999.0,0,145,248,1,24,0,103,87,57
Jul,1922,18.1,5.1,11.6,0,-9999.0,0,204,199,1,29,0,107,107,59
Aug,1922,17.7,6.7,12.2,114,-9999.0,0,224,181,3,30,3,85,0,65
Sep,1922,13.8,5.0,9.4,208,-9999.0,1,140,259,2,26,13,50,0,71
Oct,1922,8.9,1.6,5.3,135,-9999.0,9,60,396,0,20,9,26,0,75
Nov,1922,2.1,-4.5,-1.2,132,-9999.0,85,0,576,0,5,61,0,0,74
Dec,1922,-1.5,-8.6,-5.1,597,-9999.0,177,0,712,0,1,451,0,0,72
Jan,1923,-0.8,-7.5,-4.2,372,-9999.0,156,0,688,0,2,228,0,0,72
Feb,1923,-0.2,-8.8,-4.5,261,-9999.0,149,0,626,0,1,215,0,0,65
Mar,1923,3.0,-6.7,-1.8,111,-9999.0,100,0,617,0,2,91,0,0,63
Apr,1923,6.9,-4.1,1.4,79,-9999.0,37,8,497,0,4,47,49,0,61
May,1923,11.0,0.5,5.7,150,-9999.0,4,58,380,0,16,33,74,0,65
Jun,1923,15.6,2.8,9.2,80,-9999.0,1,129,264,0,23,3,98,17,59
Jul,1923,18.6,6.2,12.4,46,-9999.0,0,230,175,2,30,1,107,61,61
Aug,1923,18.3,7.2,12.7,72,-9999.0,0,241,165,3,30,1,87,15,65
Sep,1923,15.2,4.3,9.7,63,-9999.0,1,149,249,3,25,3,56,0,65
Oct,1923,9.3,0.3,4.8,125,-9999.0,11,53,410,0,16,10,28,0,70
Nov,1923,4.1,-2.1,1.0,266,-9999.0,46,8,509,0,9,70,12,0,77
Dec,1923,0.6,-5.9,-2.7,758,-9999.0,116,0,638,0,3,387,0,0,70
Jan,1924,0.0,-5.0,-2.5,375,-9999.0,117,0,638,0,5,170,0,0,79
Feb,1924,2.4,-3.4,-0.5,385,-9999.0,68,0,514,0,6,149,0,0,78
Mar,1924,2.4,-6.1,-1.9,77,-9999.0,101,0,618,0,2,63,0,0,67
Apr,1924,4.0,-3.8,0.1,131,-9999.0,55,1,536,0,5,100,39,0,71
May,1924,13.2,1.1,7.2,33,-9999.0,2,86,336,0,18,4,84,52,61
Jun,1924,15.0,2.5,8.8,81,-9999.0,1,117,278,0,23,4,95,14,60
Jul,1924,17.4,5.6,11.5,71,-9999.0,0,201,202,1,30,2,101,31,63
Aug,1924,16.8,6.8,11.8,111,-9999.0,0,210,195,2,30,3,80,0,68
Sep,1924,14.1,4.6,9.4,169,-9999.0,1,139,259,2,26,10,52,0,69
Oct,1924,8.8,1.9,5.3,468,-9999.0,9,61,394,0,20,29,26,0,76
Nov,1924,1.9,-4.1,-1.1,387,-9999.0,83,0,573,0,5,175,0,0,76
Dec,1924,-0.3,-7.9,-4.1,205,-9999.0,151,0,682,0,2,136,0,0,73
Jan,1925,-0.1,-5.4,-2.8,350,-9999.0,122,0,645,0,4,166,0,0,78
Feb,1925,1.3,-4.3,-1.5,452,-9999.0,85,0,542,0,4,232,0,0,78
Mar,1925,2.7,-4.9,-1.1,145,-9999.0,85,0,594,0,4,107,0,0,70
Apr,1925,6.0,-2.3,1.8,153,-9999.0,32,10,486,0,7,83,44,0,70
May,1925,13.3,1.1,7.2,93,-9999.0,2,87,335,0,18,11,84,0,61
Jun,1925,14.5,2.6,8.5,105,-9999.0,1,112,284,0,23,6,92,0,62
Jul,1925,18.0,5.9,11.9,39,-9999.0,0,215,188,2,30,1,104,65,62
Aug,1925,17.3,6.6,11.9,109,-9999.0,0,215,190,2,30,3,83,0,66
Sep,1925,14.3,4.2,9.3,58,-9999.0,1,136,263,2,25,4,53,0,67
Oct,1925,9.5,0.3,4.9,59,-9999.0,10,54,407,0,16,5,29,0,69
Nov,1925,3.0,-3.5,-0.3,283,-9999.0,67,0,548,0,6,105,0,0,75
