Year,Ave Temp,Warmest Month,Coldest Month,Difference,Mean Precip,May-Sep Precip,Heat-Moist I,Summer Heat-Moist I,DDays < 0°C,DDays > 5°C,DDays < 18°C,DDays > 18°C,Frost Free Days,Begin FFP,End FFP,Frost Free Period,Snowfall,Min Temp (30),Max Temp (30),Radiation,Evaporation,Moisture Deficit,Relative Humidity
1931,3.7,13.4,-4.7,18.1,2709,470,5.1,28.5,599,874,5194,10,169,155,273,118,1022,-29.7,30.3,-9999.0,510,203,70
1932,3.4,12.2,-5.4,17.6,2811,323,4.8,37.8,669,827,5332,7,171,165,271,105,1606,-29.7,30.3,-9999.0,503,247,71
1933,3.4,13.5,-5.9,19.4,2955,625,4.5,21.7,606,825,5293,9,167,185,269,83,1362,-29.7,30.3,-9999.0,487,156,71
1934,5.5,13.8,-1.6,15.5,2875,296,5.4,46.8,290,979,4548,10,211,148,277,129,433,-29.7,30.3,-9999.0,614,204,71
1935,3.3,12.6,-3.7,16.2,1835,201,7.2,62.6,683,866,5364,11,153,182,279,97,1104,-29.7,30.3,-9999.0,510,234,68
1936,3.7,13.2,-8.7,21.9,2538,623,5.4,21.1,651,924,5179,9,175,152,267,115,1211,-29.7,30.3,-9999.0,503,175,69
1937,3.3,13.0,-10.4,23.4,3618,636,3.7,20.4,760,907,5348,9,179,162,281,119,1499,-29.7,30.3,-9999.0,456,104,72
1938,3.9,14.2,-3.7,17.9,2606,226,5.3,62.9,601,938,5152,14,169,170,285,115,1471,-29.7,30.3,-9999.0,521,214,70
1939,4.5,13.8,-4.4,18.2,1962,358,7.4,38.6,448,941,4902,13,177,161,277,116,936,-29.7,30.3,-9999.0,533,153,69
1940,4.6,13.6,-3.2,16.8,2926,375,5.0,36.3,506,1014,4892,13,187,151,290,139,1025,-29.7,30.3,-9999.0,562,238,71
1941,4.3,14.6,-2.2,16.8,2593,673,5.5,21.7,421,843,4993,12,181,155,272,117,730,-29.7,30.3,-9999.0,514,111,72
1942,3.5,13.8,-6.2,20.0,3549,548,3.8,25.1,659,897,5289,13,164,167,273,106,1245,-29.7,30.3,-9999.0,485,161,71
1943,3.3,12.5,-6.2,18.8,2797,417,4.7,30.1,659,823,5373,11,163,178,281,103,1964,-29.7,30.3,-9999.0,491,159,70
1944,3.4,12.7,-3.9,16.5,1836,419,7.3,30.2,667,864,5321,10,164,169,281,112,843,-29.7,30.3,-9999.0,485,186,70
1945,3.5,13.5,-3.1,16.7,3334,578,4.0,23.4,619,845,5284,11,164,146,267,120,1276,-29.7,30.3,-9999.0,459,240,71
1946,3.3,12.9,-2.7,15.6,3011,450,4.4,28.6,587,759,5359,8,161,158,270,112,1572,-29.7,30.3,-9999.0,468,121,72
1947,4.0,11.7,-4.1,15.8,2952,616,4.7,19.0,485,791,5105,7,184,146,281,134,1135,-29.7,30.3,-9999.0,492,110,72
1948,2.4,11.0,-5.5,16.6,3790,786,3.3,14.1,803,692,5690,3,159,160,268,107,1621,-29.7,30.3,9.3,391,36,74
1949,2.8,12.1,-10.1,22.2,2392,360,5.3,33.7,802,794,5541,7,157,154,277,123,1774,-29.7,30.3,18.6,511,179,68
1950,2.7,13.9,-10.0,23.9,3628,355,3.5,39.1,834,865,5554,12,163,184,274,90,1940,-29.7,30.3,11.6,452,148,72
1951,3.2,13.0,-4.6,17.5,3075,362,4.3,35.8,721,855,5404,10,159,175,276,101,1448,-29.7,30.3,23.0,524,213,69
1952,3.3,13.1,-5.7,18.8,1910,445,7.0,29.4,752,946,5328,12,160,174,278,104,1339,-29.7,30.3,18.6,520,241,68
1953,3.9,12.3,-1.7,14.0,3518,553,4.0,22.2,450,787,5130,9,174,169,280,110,1253,-29.7,30.3,12.9,438,128,72
1954,2.8,10.5,-3.5,14.0,2720,599,4.7,17.5,605,597,5527,2,161,162,273,111,1276,-29.7,30.3,20.7,396,36,72
1955,2.1,12.1,-3.8,15.9,3367,422,3.6,28.7,851,672,5791,5,151,171,272,101,1286,-29.7,30.3,16.4,402,105,72
1956,3.1,13.5,-6.6,20.1,2611,519,5.0,25.9,695,829,5399,10,163,151,273,122,1965,-29.7,30.3,19.5,482,101,71
1957,3.0,11.1,-9.7,20.8,2887,413,4.5,26.8,746,781,5483,8,171,144,282,139,1399,-29.7,30.3,18.4,460,114,71
1958,5.1,14.9,-1.1,16.0,2968,421,5.1,35.4,444,1097,4722,22,193,143,276,133,1037,-29.7,30.3,13.2,540,210,71
1959,3.4,13.3,-3.3,16.6,2398,524,5.6,25.4,563,771,5300,7,166,183,277,93,1162,-29.7,30.3,12.7,470,168,72
1960,3.3,14.4,-5.8,20.2,3095,486,4.3,29.7,694,870,5370,12,162,170,275,105,1462,-29.7,30.3,12.4,488,179,70
1961,4.0,15.4,-2.7,18.1,3464,431,4.1,35.7,541,951,5099,20,172,162,261,99,1454,-29.7,30.3,11.3,499,188,72
1962,3.5,11.9,-3.2,15.1,2973,546,4.5,21.8,560,769,5289,7,167,171,278,107,1586,-29.7,30.3,18.6,473,141,71
1963,3.6,12.5,-4.9,17.4,2697,509,5.0,24.5,592,814,5263,11,177,152,293,142,1129,-29.7,30.3,13.4,435,70,73
1964,2.7,12.1,-4.4,16.5,3263,396,3.9,30.6,687,665,5587,5,154,180,265,85,1044,-29.7,30.3,12.0,397,77,72
1965,3.7,13.2,-3.2,16.4,2179,317,6.3,41.5,528,818,5186,8,167,181,258,77,1675,-29.7,30.3,21.1,492,114,70
1966,3.8,12.6,-2.9,15.5,2672,343,5.2,36.9,517,822,5156,9,168,173,282,109,977,-29.7,30.3,19.3,502,107,70
1967,4.4,15.9,-3.0,18.9,2263,193,6.4,82.6,563,1085,4973,29,176,168,285,117,1008,-29.7,30.3,15.3,503,268,70
1968,3.6,13.3,-4.4,17.8,3223,625,4.2,21.3,555,794,5246,8,171,161,279,118,892,-29.7,30.3,9.9,450,78,73
1969,3.2,11.8,-7.7,19.6,2644,506,5.0,23.3,721,837,5399,8,171,153,279,126,1753,-29.7,30.3,17.3,483,150,72
1970,3.3,13.2,-3.6,16.8,3106,239,4.3,55.4,630,827,5336,10,160,171,261,90,1312,-29.7,30.3,17.2,451,230,71
1971,3.0,14.5,-3.3,17.9,3123,510,4.2,28.5,661,775,5466,13,153,157,260,103,1628,-29.7,30.3,12.4,422,153,72
1972,3.2,13.9,-6.1,20.0,3130,494,4.2,28.1,693,834,5385,11,161,154,261,108,1669,-29.7,30.3,15.0,461,141,71
1973,3.4,13.0,-4.4,17.4,2965,466,4.5,27.9,609,796,5317,8,169,163,278,115,1095,-29.7,30.3,17.1,479,151,72
1974,3.6,13.2,-5.6,18.7,2938,286,4.6,46.0,629,887,5264,11,165,172,275,103,2086,-29.7,30.3,15.7,456,196,71
1975,3.0,13.4,-4.1,17.5,3380,390,3.8,34.2,673,765,5461,9,162,168,274,106,1550,-29.7,30.3,15.9,403,134,74
1976,3.4,12.1,-3.2,15.4,1986,368,6.7,33.0,579,761,5327,8,159,164,284,120,1354,-29.7,30.3,16.6,418,81,71
1977,3.4,15.1,-4.5,19.6,2723,649,4.9,23.2,622,838,5320,14,165,188,273,86,665,-29.7,30.3,11.7,456,97,72
1978,3.2,12.7,-4.9,17.6,2271,569,5.8,22.3,655,782,5395,7,166,173,277,105,1329,-29.7,30.3,13.7,462,46,74
1979,3.3,12.8,-9.4,22.2,2687,377,5.0,33.9,735,905,5335,10,176,153,284,131,1448,-29.7,30.3,17.0,468,94,73
1980,3.1,12.4,-6.0,18.3,3182,425,4.1,29.1,615,715,5417,6,170,160,274,114,1516,-29.7,30.3,16.9,456,139,74
1981,3.8,14.6,-2.0,16.6,3133,672,4.4,21.7,482,803,5172,13,174,159,276,117,1015,-29.7,30.3,17.5,470,146,74
1982,2.9,12.9,-3.4,16.3,3198,484,4.0,26.6,701,773,5494,7,160,175,276,101,1679,-29.7,30.3,14.1,406,107,73
1983,3.3,12.8,-7.1,19.9,3714,640,3.6,20.0,585,696,5373,5,176,157,266,108,1447,-29.7,30.3,10.3,438,0,76
1984,2.7,12.8,-4.6,17.4,3342,612,3.8,20.9,654,685,5571,7,156,165,266,101,1663,-29.7,30.3,10.7,398,187,75
1985,2.3,15.1,-5.2,20.4,2175,537,5.7,28.2,876,790,5704,11,152,170,260,89,1287,-29.7,30.3,19.8,477,131,72
1986,4.0,15.4,-3.0,18.4,2916,463,4.8,33.3,508,864,5099,15,184,158,269,111,1344,-29.7,30.3,16.2,469,171,74
1987,4.5,13.5,-4.1,17.6,2445,328,5.9,41.2,526,1000,4927,13,189,151,283,132,1005,-29.7,30.3,22.5,522,210,72
1988,3.8,12.7,-3.9,16.6,2754,396,5.0,31.9,556,878,5153,9,176,169,274,104,1441,-29.7,30.3,17.3,479,174,72
1989,3.5,11.3,-7.0,18.3,2373,361,5.7,31.2,592,782,5275,6,176,168,276,107,1299,-29.7,30.3,18.8,483,114,73
1990,3.7,14.3,-7.0,21.3,2986,522,4.6,27.4,645,962,5211,19,171,175,286,111,1065,-29.7,30.3,17.3,490,127,72
1991,3.9,14.2,-2.8,17.0,2725,461,5.1,30.7,546,921,5144,18,170,165,282,118,1308,-29.7,30.3,18.8,443,178,73
1992,5.0,14.3,-4.5,18.7,2559,331,5.9,43.2,436,1061,4719,15,200,142,274,132,755,-29.7,30.3,18.5,562,172,72
1993,2.9,12.1,-5.8,18.0,2475,640,5.2,19.0,751,776,5482,8,173,132,281,148,1588,-29.7,30.3,14.6,434,116,72
1994,4.1,14.4,-3.7,18.1,2961,383,4.8,37.6,552,963,5056,17,175,146,286,141,904,-29.7,30.3,17.2,547,195,71
1995,4.1,12.9,-2.8,15.7,4047,676,3.5,19.0,488,850,5078,10,186,146,288,143,1593,-29.7,30.3,15.5,462,22,74
1996,3.6,14.9,-3.9,18.8,4724,543,2.9,27.5,597,880,5253,16,165,171,266,95,1932,-29.7,30.3,14.4,480,166,72
1997,4.0,14.4,-2.8,17.2,3015,521,4.6,27.7,551,916,5115,14,180,138,286,148,2015,-29.7,30.3,11.9,436,64,73
1998,4.4,15.1,-3.5,18.6,3379,603,4.3,25.1,522,1037,4987,26,182,156,283,127,1104,-29.7,30.3,14.5,494,175,74
1999,3.8,13.7,-2.7,16.4,2904,360,4.8,38.0,508,840,5156,11,173,181,274,93,1556,-29.7,30.3,14.4,475,155,73
2000,3.4,12.6,-3.3,15.9,2476,386,5.4,32.7,626,833,5300,8,172,162,278,115,1172,-29.7,30.3,17.6,473,172,73
2001,3.9,14.1,-3.1,17.3,2562,455,5.4,31.1,550,906,5123,15,173,152,284,132,889,-29.7,30.3,15.8,449,117,73
2002,3.9,14.1,-2.3,16.3,2328,327,6.0,43.0,542,912,5127,13,171,170,274,104,1313,-29.7,30.3,23.7,503,173,72
2003,4.7,15.2,-2.4,17.6,3068,264,4.8,57.3,504,1098,4852,23,191,158,288,130,1152,-29.7,30.3,16.7,477,255,74
2004,4.7,14.8,-3.2,18.0,2549,677,5.8,21.9,446,999,4854,19,192,158,279,121,1159,-29.7,30.3,16.5,521,98,74
2005,4.1,14.3,-3.5,17.8,2846,576,5.0,24.8,507,897,5061,14,185,132,270,138,724,-29.7,30.3,15.9,494,160,73
2006,4.2,14.5,-3.4,17.9,3576,390,4.0,37.1,540,990,5009,15,183,154,279,125,1449,-29.7,30.3,20.0,492,178,73
2007,4.0,14.7,-3.3,18.0,2798,330,5.0,44.5,513,873,5106,13,178,154,272,118,1273,-29.7,30.3,14.0,503,100,74
2008,3.6,13.3,-4.2,17.5,2884,421,4.7,31.7,637,890,5250,12,176,141,279,138,1533,-29.7,30.3,18.6,431,116,73
2009,3.8,15.3,-4.9,20.3,2837,468,4.9,32.8,649,1011,5165,21,174,157,282,125,1429,-29.7,30.3,20.9,489,167,74
2010,3.8,13.0,-2.7,15.7,3504,795,3.9,16.4,498,801,5181,9,184,163,285,122,1325,-29.7,30.3,14.4,386,155,77
2011,3.3,13.6,-3.6,17.2,3084,449,4.3,30.3,621,822,5356,14,170,168,293,125,1935,-29.7,30.3,-9999.0,380,108,75
2012,4.0,14.5,-2.6,17.1,3995,543,3.5,26.7,531,933,5091,18,184,159,286,127,1697,-29.7,30.3,-9999.0,466,203,75
2013,4.2,14.6,-3.3,17.9,2411,818,5.9,17.9,534,986,5017,18,185,144,287,143,1049,-29.7,30.3,-9999.0,466,116,75
2014,4.7,15.4,-4.6,20.0,3453,437,4.3,35.2,513,1111,4838,26,197,139,293,153,1548,-29.7,30.3,-9999.0,465,97,76
2015,5.8,15.3,-2.2,17.4,2712,218,5.8,69.9,365,1220,4464,25,214,142,278,136,637,-29.7,30.3,-9999.0,574,225,74
2016,4.7,14.4,-5.0,19.3,2873,371,5.1,38.7,458,962,4858,12,213,140,280,140,1138,-29.7,30.3,-9999.0,488,120,77
2017,4.0,16.4,-6.2,22.6,3381,465,4.1,35.2,688,1093,5134,32,184,142,289,147,1849,-29.7,30.3,-9999.0,457,193,76
2018,4.6,15.3,-2.9,18.2,2362,166,6.2,92.1,490,1041,4880,21,197,126,275,150,1115,-29.7,30.3,-9999.0,497,247,75
2019,3.7,14.2,-6.3,20.5,2587,580,5.3,24.5,606,882,5216,12,185,131,284,153,1301,-29.7,30.3,-9999.0,438,77,77
